Found 4 args.
Observation: ES2014c; Result size: 531; atts: 4
$s@who	$s@starttime	$s@endtime	$s	
A	776.53	776.92	No . 	
B	776.9	781.97	Okay , so we'd have a simple circuit board and that would be an extra that would be in addition to it . Oh that makes sense . 	
A	778.64	779.04		
C	780.2	796.09	Yeah . And I don't think you could really perform any of the remote functions with it . 'Cause the example that they've given there is good morning coffee machine , good morning Jo . It might be useful to say like where are you remote . Here I am , Jo . But I think that's maybe as far as that one could go ? 	
D	780.77	780.96	Yeah . 	
A	788.06	788.79	Mm-mm . 	
B	791.01	791.26	Okay . 	
D	791.872	795.168	Yeah . 	
A	792.672	793.776		
A	796.53	797.1	Okay . 	
D	797.44	797.62	Yeah . 	
B	797.94	802.45	Yeah that makes sense , so we'd stick with the simple circuit board and then think of the speech recognition as an extra 	
B	803.56	804.65	an extra possibility . 	
C	803.64	805.0	Yeah , just as a fun way to find it . 	
A	805.408	811.04	Simple circuit board . Simple push button . 	
B	805.41	806.75	Okay . Um . 	
A	814.23	820.47	Okay . W w kinetic . You were you were wanting to go for the kinetic power supply . 	
C	816.1	819.21	And it says that I think it said the cost of that isn't too much . 	
B	820.82	825.45	Um yeah I I thought so just for just for ease of not having to replace the batteries . 	
A	825.79	829.57	Mm-hmm . And how does it get uh charged up ? 	
D	826.16	826.35	Mm-hmm . 	
B	826.91	827.37	Um . 	
B	830.08	846.52	It's um I think it works on the basis they have some kind of ball bearings inside . It's um it's some on watches which you you kind of you shake to power it up . Somehow the mechanism inside powers up through movement . So you'd you'd move the remote around a little bit and then that powers it up to use it . 	
D	840.37	840.73	Mm-hmm . 	
A	843.29	843.81	Okay . 	
A	846.8	854.16	Okay . So the speech recognition was Are we going for speech recognition ? No ? 'Cause that required the advanced 	
D	847.11	847.39	Yeah . 	
C	854.32	859.264	Um I think it would be helpful to find it , but I don't think it'd um 	
D	856.72	857.251	Just 	
B	858.21	861.644	Uh yeah I think did we decide it didn't affect the circuit board , it just affected 	
C	861.73	862.65	Yeah , I think so . 	
D	861.86	864.95	Just just for the call and find thing . 	
B	862.41	863.053	It was just 	
A	863.8	867.76	I had speech recognition requires advanced req require 	
B	867.1	869.74	Oh no th that's what that's what I thought , but maybe maybe it doesn't . 	
B	870.44	871.64	Um I think I might have got that wrong . 	
A	870.55	884.56	Oh . So okay . Speech recognition you reckon then is s simple . And so we would want it in as an extra because it doesn't appear to cost too much . Would that be 	
D	871.84	874.373	'Cause it's s it's separate isn't it , it's not part of the 	
B	876.72	879.23	It's it's just an addition thing it's um yeah . 	
B	883.94	884.33	'Kay . 	
C	883.94	884.18	Mm-hmm . 	
D	884.37	884.61	Mm-hmm . 	
B	888.34	889.49	'Kay shall I pass on to you now ? 	
C	888.97	889.688	I think 	
A	892.3	894.76	In fact , it wouldn't really cost anymore , would it ? 	
C	894.63	896.59	I'll just just check what it said . 	
C	900.72	907.01	Actually I don't think it really says anything about the cost , but it says that it's already in the coffee machines , so 	
D	908.12	908.43	Yeah . 	
C	908.26	909.692	like it's already kind of 	
B	909.28	910.976	I assume it would cost extra , but 	
B	912.0	915.94	Maybe we maybe we'll find out how much that does cost and have to decide slightly later . 	
A	914.336	919.79	And then have to change all change everything at the last minute . 	
C	915.024	915.63		
A	921.73	923.96	Okay . S 	
C	922.56	923.34	Um . 	
C	929.504	936.22	Oh , that was quick . Um okay , so very brief presentation , um . 	
C	938.34	957.36	From looking at the remotes that are out there at the minute , none of them are particularly um sleek and sexy . Um I haven't actually got the examples of the scroll button there , um but there's some curved cases that you can see , uh a range of sizes uh . All of them have a lot of buttons there um they seem to just have the rubber buttons . 	
C	958.83	959.44	Does that move it ? 	
A	960.5	960.88	Sorry ? 	
C	961.21	964.953	It just seems to be skipping on without us doing anything . 	
A	962.33	966.23	Yeah , I've found that try and get it back . 	
B	965.72	967.82	If you right click and then go onto a previous slide . 	
C	968.32	979.9	Ah it's alright . Um . There wasn't much more to say about that , just rambling . Um some of the uh remotes that I looked at , one of the models da did actually have voice recognition where you could um 	
B	968.96	971.15	Okay , right . 	
C	981.0	996.72	where it was connected to the remote control functions . And uh it was quite uh a swish model , where it can control uh four devices , T_V_ , cable , satellite , video , D_V_D_ , audio . Um so that's a bit of competition there . So 	
C	997.88	1003.52	I mean maybe it's better not to try and compete with that sort of thing and just to market it as a completely different um 	
C	1004.61	1015.11	like different viewpoint as a kind of finding your lost control rather than trying to compete with the functions . Um the scroll buttons , as you've already mentioned , um 	
B	1005.96	1006.64	Yeah , yeah . 	
C	1016.29	1028.767	there's examples of those , but they don't look as sleek as other models . And there's no real advantage and because it impacts on other on the materials and the price it's not great . Um 	
B	1025.0	1025.83	On the price , yeah . 	
A	1028.06	1030.076	So you were saying the scroll buttons 	
C	1030.39	1035.08	Yeah . Th there was a specialist type of remote that we could think about , um . 	
C	1036.88	1048.54	There was children's remote , where um they just had a very limited range of buttons and they were b uh bright and colourful and um you you could program them so that they could only look at certain channels . 	
B	1048.93	1049.17	'Kay . 	
A	1049.15	1049.73	Mm-hmm . 	
C	1049.99	1053.44	Um but I don't know if that's really in our field ? But that's something that's out there . 	
B	1052.36	1055.924	I guess I guess we're going for the biggest market , maybe not , but 	
B	1056.79	1058.85	Was it was it specified that we went for the biggest ? 	
A	1059.16	1088.656	Well we're to go for the international market rather than a local market but that that wouldn't necessarily preclude The one thing that you can often do with products is you can uh make small modifications . So you have your basic model which you would sell at whatever , and then you could have additional features in you know like a You'd have model one , model two and model three , and therefore you can sub-divide your market up . But that's really where your field is . 	
C	1062.76	1062.91	Hmm . 	
C	1086.498	1088.337		
D	1086.69	1086.94	Mm-hmm . 	
B	1088.1	1093.085	So maybe the children's remote should be like a a next step , but maybe I dunno for ours , maybe we should 	
A	1092.11	1111.44	Anyway you could add on for an extra package , but on this basic one I'm reckoning that we're going for the basic model to be discussed here and that uh you would have for future reference the possibility of adding in extra features at extra cost to take care of specialist market segments . 	
C	1106.5	1106.75	Hmm . 	
D	1107.68	1108.15	Mm-hmm . 	
D	1110.85	1111.08	Mm-hmm . 	
C	1111.6	1116.14	Okay . Right well that's something that we can be aware of . 	
A	1113.09	1118.46	Is that So so what are we deciding to do here ? 	
C	1117.96	1118.46	Um . 	
C	1119.49	1133.01	I think because there's already um very good voice recognition technology out there , and because ours might not cover the same functions that the leading brands do , it might be a good idea to market it as a um finder function . 	
A	1124.88	1125.39	Right . 	
A	1129.08	1129.62	Mm-hmm . 	
A	1133.63	1139.87	Uh the fi Yeah , the finder function rather than as a speech function to find your remote . Okay . 	
B	1137.06	1137.46	Yeah . 	
C	1138.38	1138.63	Yeah . 	
B	1139.06	1146.21	So you also said for going for the international market um that some some maybe older people might not like the speech recognition . 	
C	1146.8	1147.24	Oh yeah . 	
B	1146.88	1148.288	S s so um 	
C	1148.05	1150.49	Different languages might not be compatible . 	
B	1149.38	1156.556	Yeah , yeah . It w it would make it quite complicated , where um ours at least keeps it fairly simple and then the 	
A	1152.65	1153.32	Hmm . 	
C	1155.94	1156.16	Hmm . 	
D	1156.9	1157.15	Mm-hmm . 	
C	1158.06	1164.54	Yeah , 'cause I think you program um this one yourself , like to say like whatever you want to your question . 	
B	1162.63	1163.52	Yeah , yeah . 	
D	1166.28	1170.3	Yeah and ours is quite a cheap device , so I don't know how much we'll be able to put into it . 	
B	1170.74	1171.07	Yeah . 	
D	1171.79	1172.26	Yeah . 	
A	1171.9	1177.83	So you'd have a finder feature rather than a voice recognition feature . And you were talking 	
C	1176.01	1178.51	Hmm . Maybe unless something else comes up . 	
A	1179.02	1181.45	Mm . And you were talking about scroll buttons ? 	
C	1181.69	1192.12	Um yeah I think um I think we've decided that it's gonna increase the cost and give no real kinda extra benefit and it's gonna decrease from the sleekness of it . 	
A	1187.8	1189.74	Okay . b 	
B	1189.19	1189.51	Yeah . 	
A	1192.37	1195.9	Alright , so we're just gonna have the the rubber buttons , was that right ? 	
B	1194.98	1195.63	Yes yes . 	
C	1195.75	1206.2	Hmm um and just to be aware that there are kind of specialist functions and specialist remotes but we probably don't want to focus on those like such as the children's remote . 	
A	1205.53	1208.96	Okay . So not to be focused on . 	
C	1208.69	1225.824	Yeah . Um there was a mention just as kind of a warning about button design . Um just to avoid ambiguity . So it gave the example of say your volume buttons for up and down , they might both have a V_ on for volume , 	
C	1227.06	1228.69	Um let's think how they did this . 	
A	1230.3	1237.81	Good in in Flip it round in ninety degree a hundred and eighty degrees and have it up and down . An upside-down V_ . 	
C	1231.64	1233.13	I'm just gonna check so I do this right . 	
C	1238.52	1240.43	Um . What did they say ? 	
A	1238.88	1243.0	So that would show that volume was going up , whereas the one underneath would see the volume going down . 	
C	1243.64	1256.784	Um I think the thing was that if you decide to do this , to have triangular buttons , um somebody might look at this one and say oh well this triangular button is pointing up , and that's the first thing that they see 	
C	1258.45	1261.09	Actually that can't be right , can it ? Oh well , no , they might see 	
A	1258.47	1258.98	Right . 	
C	1262.72	1271.5	yeah , they might see this pointing down and think right that's gonna turn the volume down , whereas the actual button's pointing up , so the function is to turn the button up . 	
A	1264.85	1265.25	Mm-hmm . 	
A	1269.99	1270.38	Mm-hmm . 	
C	1272.58	1278.83	So , be careful what you put on the buttons and be careful of the shape that you make them , because they might be kind of two um 	
B	1273.11	1273.808	So maybe we could have like 	
D	1276.91	1277.13	Mm-hmm . 	
B	1277.11	1277.22	Yeah . 	
C	1280.1	1281.88	contradicting kind of shapes . 	
B	1280.8	1286.52	Yeah I I know what you mean . So maybe we could have volume written on the side and then up and down on the on the buttons themselves . 	
A	1286.98	1306.832	Yeah . You could have volume up and volume Volume up , down and Like that . And 'cause the idea was to have limited um it was to have sizable amount of information on it . Limited number of buttons . 'Cause it was sixteen buttons , wasn't it that were 	
C	1287.01	1287.62	Yeah . 	
B	1287.92	1288.41	Possible . 	
B	1293.78	1293.99	Mm . 	
B	1301.99	1302.93	Yeah yeah . 	
B	1304.46	1304.62	Yeah . 	
B	1306.4	1308.32	Yeah we got it down to not too many . 	
D	1306.99	1307.21	Mm-hmm . 	
C	1311.48	1314.59	Um and I think that's all I had to say for that . 	
D	1316.82	1317.18	Okay . 	
C	1319.86	1322.97	Um so what was the decision on the um design of the volume button ? 	
B	1323.88	1324.624	Um 	
B	1327.42	1331.82	Are we are we gonna go through the design of all the buttons at the moment , or are we gonna t 	
D	1330.84	1334.06	I've I've got some things to say about possible design things from 	
B	1333.67	1335.42	Yeah , maybe we should see yours first . 	
C	1334.1	1334.72	Oh okay . 	
A	1334.15	1334.59	Okay . 	
D	1334.81	1335.48	trend watching . 	
D	1338.26	1338.5	Cool . 	
D	1352.55	1356.54	Right , um I've been looking at some trends 	
D	1357.66	1391.95	in in sort of basically fashion on top of doing the um research into the remote control market the the one that's the one I talked about last time , that we'd sort of asked people about remote controls and what what was good about them , what was bad , what they used . And we've also been looking at sort of fa sort of fashions and what people are wanting out of consumer goods at the moment . So we've had people in Paris and Milan watching the uh fashion trends . So 	
B	1385.427	1387.424		
A	1386.132	1392.016	You know yourself . 	
C	1389.267	1390.483		
D	1391.97	1413.01	So just to summarise the most important things which came out of the remote control market investigation . The most important thing was that the thing sort of look and felt fancy rather than just functional . And second , there should be some technological innovation . And then third and l less important than the other two , there should be an ease of use as well . 	
B	1402.96	1403.14	'Kay . 	
D	1413.51	1436.47	And apparently , the fashion trends are that people want sort of clothes and shoes and things with a fruit and vegetables theme . Um but um the feel of the material should be spongy , which is contrary to last year , apparently . I presume it must have been not not spongy last year . So 	
C	1416.784	1417.344		
B	1424.512	1424.864		
B	1426.192	1427.216		
A	1433.056	1436.672		
C	1433.622	1434.609		
D	1438.42	1468.36	we need to emphasise the fancy design with on on our remote control above all else . And then also try and add in technological informat innovation which could be our sort of find the thing with a hand clap . And then we need to ma sort of make it easy to use that's as a third priority , so perhaps um fewer fewer buttons and functions as we've as we've discussed . And then maybe find a way to incorporate these trends so that we sort of capture people's imaginations . 	
C	1461.152	1461.44		
D	1468.77	1489.088	So maybe we could make the buttons shaped like fruit and veg , or the the buttons could be spongy , uh somehow . Maybe we could make them out of rubber rather than sort of hard plastic . And then sort of even wackier than that , we could maybe have a fruit or vegetable shaped remote , say in the shape of a banana or something like that . 	
D	1490.42	1497.628	Right , so that'll be it . Maybe a banana or courgette or something . 	
C	1491.808	1492.16		
A	1496.308	1499.009		
D	1499.89	1511.86	How how far we actually want to go along and sort of follow the trends , do we think the trends are particularly important for this type of gadget , or or you know , do they not matter that much ? 	
C	1512.37	1516.87	I think if you start making the buttons fruit shaped , it might make it more complicated to use . 	
A	1517.1	1529.88	Well you were just talking about you've got to be careful how you shape your buttons , 'cause you're can mis-direct people . And I would've thought the functionality 'cause the people get cheesed off by things by having to read instructions et cetera , so . 	
D	1522.8	1523.08	Yeah . 	
C	1523.01	1523.75	Yeah . 	
A	1530.528	1538.019	.. . 	
C	1531.52	1538.14	Maybe just one button , say the standby button is quite kinda separate from all the other functions . Maybe that could be a little apple . 	
D	1537.976	1540.91	Maybe yeah . 	
C	1538.71	1542.58	And then that wouldn't get in the way of like kinda one to nine , and it wouldn't confuse the numbers . 	
A	1538.76	1550.95	Okay . Now ? Yeah . Stand-by button . No th that that incorporates the trend whilst at the same time not confusing people , if you're looking for functionality . 	
B	1540.244	1542.018		
B	1543.861	1545.351		
D	1547.99	1548.24	Mm-hmm . 	
B	1551.48	1558.259	Well I dunno I I guess maybe fruit and vegetables may be popular at the moment , but as we know how fickle the fashion markets are , maybe 	
A	1555.49	1581.58	But what are they gonna be next Yeah . What are they gonna be next year . But but th but okay but you you can incorporate the tr If y if you change all the buttons then you've got the problem that this year's fruit and veg , next year's uh I was gonna say animals or elephants or w whatever . That means you're constantly changing your production schedule , and you've gotta make different moulds and everything else , so that's not a good idea I would I would suggest . 	
D	1557.53	1559.776	Yeah yeah . 	
C	1559.03	1560.04	Hmm . S 	
D	1565.97	1566.25	Mm-hmm . 	
D	1572.49	1574.973	Yeah , I'm not 	
D	1578.26	1578.58	Yeah . 	
D	1580.33	1587.02	I'm not I'm not sure what what what the sort of timescale we're thinking of selling the product over is . I don't know . 	
B	1587.06	1590.88	I mean it just seems realistic that the remote control market isn't the kind of thing which takes in 	
B	1591.54	1596.13	those kinds of fashion trends . to something which is maybe more universal . 	
D	1592.12	1593.36	Yeah , yeah . 	
D	1596.68	1596.93	Mm-hmm . 	
A	1596.95	1597.376	Well 	
C	1597.03	1603.146	But I suppose as long as it's quite a subtle design , um even if the design kind of changes , 	
D	1599.68	1599.82	Mm-hmm . 	
B	1600.78	1603.64	We c maybe can imply a fruit shape possibly . 	
D	1603.72	1604.04	Mm-hmm . 	
A	1604.19	1610.72	Ah d d But if Mm-hmm . Well . Yep . 	
B	1605.37	1608.79	Maybe the spongy feel is something we could think about , um . 	
B	1611.12	1613.648	Maybe still with a rubber design we could 	
A	1613.58	1622.56	Was that in the sort of fashion sense that this Or was the spongy feel was that uh sort of fashion ? It was , wasn't it ? So the 	
D	1620.47	1620.7	Yeah . 	
C	1621.68	1625.05	It seems like you're gonna have rubber cases , as well as buttons . 	
D	1625.3	1625.62	Yeah . 	
D	1626.84	1627.02	Yeah . 	
B	1627.74	1628.22	Um . 	
C	1628.74	1634.11	And that you can make them curved or double-curved and that would be the kind of sleek and sexy look . 	
B	1632.93	1636.69	Oh yeah yeah one of the things were if you had rubber buttons then you had to have a rubber case . 	
A	1637.48	1637.87	Mm-hmm . 	
C	1637.55	1639.09	Oh right , that fits , doesn't it ? 	
B	1637.57	1647.31	Um oh no no no sorry it's if you use the uh rubber double curved case then you must use rubber buttons . That's the way round . If you have the rubber case then you have to have the rubber buttons to go with it . 	
B	1648.36	1649.42	Which makes sense . 	
C	1650.13	1650.41	Right . 	
B	1651.27	1651.61	Um . 	
A	1651.51	1654.96	Rubber buttons require rubber case . 	
C	1653.99	1657.8	And that would fit in with what we want , wouldn't it , for the spongy feel , to have everything rubber . 	
D	1655.88	1656.22	Mm-hmm . 	
A	1658.46	1707.892	Uh so , yeah . The m the main problem is how f how frequently do the fashions change ? 'Cause in essence in the production you want things to stay you want to basically mint them out 'cause if you've got fashion changes and that you're incorporating , then it means that your stock is um is last year's stock and therefore you're selling it or having to sell it at a discounted rate which you wouldn't want to do . Whereas if you kept the product the same but you could have a difference from year to year , uh it seems to me that you could incorporate a fashion statement if you like , rather than changing the whole kit and caboodle . You're just changing one aspect like like the standby button or something like that , and especially 'cause then you could make it something that 	
D	1668.05	1668.27	Mm-hmm . 	
D	1678.92	1679.19	Mm-hmm . 	
D	1684.04	1684.37	Yeah . 	
D	1691.43	1691.98	Okay . 	
D	1697.68	1698.05	Yeah . 	
B	1698.0	1698.33	Yeah . 	
B	1706.81	1712.6	I suppose we maybe are limited in the fact that we still have to put the logo on the actual would or not . 	
D	1707.25	1707.46	Mm-hmm . 	
A	1710.78	1727.89	Well , you might be limited in space , that yes . Well you two are obviously gonna find that out fairly quickly when you move over to your kit modelling stage as to uh how much pl how much how much how pliable is Plasticine . 	
B	1713.38	1713.71	Yeah . 	
D	1713.66	1714.09	Mm-hmm . 	
C	1714.48	1714.79	Hmm . 	
B	1719.54	1721.02	Yes yes . 	
C	1720.096	1722.058		
B	1726.53	1739.77	Maybe we could think of the the cases like changing with the fashions like the Nokia phones where you could take the casing off the outside . But whether that would be too much to incorporate in production , whether that would just increase the costs , make it more complicated . 	
D	1732.81	1733.12	Mm-hmm . 	
A	1737.62	1743.92	Hmm . So you're talking there about uh changing 	
D	1740.87	1741.82	That's possibly it . 	
A	1745.84	1747.13	changing the casing . 	
B	1747.11	1756.22	Yeah the a the actual the sort of the look from the outside , so where the buttons would stay the same , and the general function of the remote would stay the same , but you could change the the way it looked . 	
D	1751.28	1751.52	Mm-hmm . 	
C	1756.61	1766.6	Yeah and then you could have Oh but you still would have to have the logo on every new case , but you could have like pink cases for girls and red ones and things like that . 	
B	1761.01	1762.16	Yeah , that's true . 	
A	1764.38	1782.544	Yeah you you could do a colour change , so therefore you would yeah yeah I mean that's effectively what they did with the with the mobile phones , was to have some in blue , some in red , some in rather than all in black or , you know , which four do you want , as long as it's black ? But uh so 	
B	1771.27	1771.64	Yeah . 	
D	1773.51	1773.93	Mm-hmm . 	
C	1776.2	1776.48	Hmm . 	
B	1781.94	1783.52	So it is a possibility , um . 	
A	1783.491	1784.413		
C	1783.67	1788.89	But we are supposed to use the um company colour scheme , aren't we ? We haven't really seen that yet 	
A	1787.36	1790.24	Yes oh that's true uh that might no 	
B	1787.57	1790.082	Oh okay yes that is 	
D	1788.39	1788.98	Yeah . 	
C	1789.62	1792.76	It might and we might be able to do both but it might clash with certain things . 	
A	1792.68	1832.32	Well not necessarily , because you could have your company uh We're we're meant to be finishing up . You could have your company badge and logo . I mean a lot of um computers for instance like like on the one you've got there , it actually has a sort of um stick on badge so what you would al all you would really need , whether it , you know , whether the casing be w any colour , could be any colour , but that badge would then have to stick out on top of it so that uh in a sense , with a with a logo like that , because it's on a white background , the only colour that it might not stick out so well on would be a white casing . 	
D	1805.35	1805.8	Mm-hmm . 	
D	1822.07	1822.55	Mm-hmm . 	
A	1832.86	1857.17	'Cause you you know you're sort of you're badging it . And in fact a lot of companies get somebody else to make them and literally just badge them themselves with their own uh badge over the top . And in fact the way they've got that there even if you had that on a white , which is the predominant colour of the uh the Windows badge , you'd still be able to see it clearly from you know a white casing uh product . So . 	
B	1833.1	1833.49	Mm-hmm . 	
D	1839.52	1840.0	Mm-hmm . 	
D	1841.91	1842.13	Mm-hmm . 	
B	1852.81	1853.27	Mm-hmm . 	
