Found 4 args.
Observation: IS1009d; Result size: 537; atts: 4
$s@who	$s@starttime	$s@endtime	$s	
B	786.784	788.225	Y Yes 	
C	786.992	789.21	Yeah , of course , yeah . 	
A	790.05	797.184	Now what , what are our special features for the marketing ? That's really the voice recognition that's really unusual 	
D	796.32	802.57	I think voice recognition is our big selling point 'cause nobody else seems to have that in in this price range . 	
C	799.16	799.92	Mm . Mm-hmm . 	
C	801.03	801.25	Mm . 	
A	802.76	809.37	And then , and then the other thing would basically be sh shape or practicality of use . 	
D	809.81	823.31	Yep uh well I think that everybody's gonna say their remote control is practical . I think we have to , we have to dwell on on on the appearance . We're really gonna have the be the 	
A	811.09	811.59	You know . 	
A	816.95	817.85	Colours . 	
A	820.76	821.13	Mm-hmm . 	
A	824.15	824.65	Cutest . 	
D	824.45	837.62	cutest remote control on the block . So I think we have to play with the image , play with the snail image um play with the visual and then the voice recognition . I think those are the two things to push . The look 	
C	826.51	826.76	Mm . 	
A	826.94	827.1	Yeah . 	
C	835.61	835.99	Mm-hmm . 	
D	838.97	841.85	and the voice recognition . They're gonna be our two selling points . 	
A	842.93	845.754	Okay , now uh having said that 	
D	845.56	847.61	I'm supposed to make a little presentation , aren't I ? 	
A	848.64	855.76	No , now this was our evaluation criteria which we uh just have done . Now we're gonna talk about financing . 	
D	851.4	852.43	Okay . 	
D	856.63	862.75	Ah , but in my instructions I think it said I was supposed to go to the board and do something . No ? 	
A	857.072	858.0		
A	861.846	864.85	Well , there is a production evaluation . Is that you ? 	
D	865.17	865.66	Yeah , that's me . 	
A	866.04	869.29	But that's after the financing . See ? Fi see ? 	
D	867.44	870.88	Oh , okay . Sorry , sorry . Mm-mm . 	
A	870.321	872.016		
B	871.504	872.08		
C	872.0	872.672		
A	873.09	873.9	Um . 	
A	875.391	894.4	Okay , we had looks and voice recognition . Okay now on the financing we bring up the mm there it is . Okay uh energy source we say that's battery , right ? 	
C	894.86	895.17	Mm . 	
D	895.56	895.98	That's right . 	
A	896.37	897.62	Okay , now . 	
A	900.85	902.81	So we I guess we use one . 	
C	903.74	904.05	Yeah . 	
B	904.16	904.59	Yes . 	
A	906.02	906.43	What ? 	
A	909.83	914.46	T cell or chart you are trying to change is protected . Well , that's nice . 	
A	915.3	918.136	She told me I could just ch change it here and then it would 	
A	919.13	919.84	It doesn't work . 	
A	922.01	922.4	Hmm . 	
D	924.77	927.312	Can you just fill it in in the yellow boxes ? Or 	
A	927.31	944.32	Oh , okay yeah , okay , let's see . Okay , one , okay . Oh go away . Um kinetic source so that's in the energy source that's all we need . Uh electronics , simple chip on print ? Is that's what we're using ? One of those ? 	
C	927.88	928.42	Yeah . 	
B	929.83	930.35	Yes . 	
C	938.34	938.61	Mm-hmm . 	
C	942.38	943.52	Yeah , yeah . 	
B	942.55	942.68	Yes . 	
A	945.59	951.58	Come on . Okay , one . Uh regular chip on print . No . 	
C	952.51	952.8	No . 	
A	952.86	958.59	That's all we need , the one case , uncurved flat , single curved , double curved . 	
C	953.71	954.06	Yeah . 	
D	959.77	961.216	Well . 	
C	962.77	963.472	This is a 	
B	963.6	964.79	Single curve ? Mm . 	
D	965.33	966.73	I guess it's double curved . 	
A	967.04	969.35	Double curved ? One of those ? 	
D	969.48	969.95	Mm-hmm . 	
A	972.23	976.45	Case materi s supplements . Plastic we said , right ? 	
C	975.71	976.04	Yeah . 	
B	976.17	976.79	Plastic . 	
A	978.26	979.62	Uh wood , rubber ? 	
D	979.75	981.64	Rubber , because we're gonna have the soft buttons . 	
C	980.1	980.38	Yeah . 	
A	982.68	984.624	Uh but , yes but 	
C	985.01	989.36	I think uh that is uh f for rubbers that is uh yeah case material . 	
A	987.22	992.64	That's just for the case material , so special colours though , we having that , right ? 	
B	988.78	990.29	Is this for the case ? Yes . 	
D	989.36	990.82	Oh okay , the mm-hmm , mm' kay . 	
C	992.77	993.41	Mm-hmm . 	
B	992.8	993.29	Yes . 	
D	993.08	993.47	Mm-hmm . 	
A	995.09	999.01	And then we have to interface push buttons . 	
B	999.17	999.63	Yes . 	
D	999.19	999.8	Mm-hmm . 	
A	1003.68	1007.7	Scroll wheel , no . Integrated scroll wheel , L_C_ display ? 	
D	1007.97	1011.05	No , 'cause we didn't put the clock in it after all , right ? 	
B	1008.24	1008.61	No . 	
A	1009.18	1009.97	Button . 	
A	1011.62	1011.93	No . 	
C	1011.72	1011.96	Yeah . 	
D	1012.22	1012.53	Mm-hmm . 	
A	1013.19	1015.33	Uh , button supplement special colour ? 	
B	1013.48	1014.26	Speci 	
B	1015.54	1015.93	Yes 	
A	1017.7	1018.56	Special form ? 	
B	1019.3	1021.29	Yes d we do have special form . 	
D	1019.65	1020.17	Yes . 	
A	1022.76	1025.52	And special material , rubber , wood , yes . 	
C	1025.48	1025.64	Yeah . 	
A	1027.27	1027.85	Okay . 	
A	1030.512	1034.17	Total seven point six whatever that means . 	
C	1035.08	1037.63	Uh , I think that's the price . 	
A	1036.65	1037.82	That's the price . 	
B	1036.69	1039.47	One two three four five six seven eight nine 	
C	1039.15	1040.42	Maybe it is it just n 	
A	1039.16	1039.35	Mm ? 	
A	1040.79	1042.36	Eight , eight point two . 	
B	1046.63	1048.91	Nine points , okay , yes . 	
A	1046.84	1048.24	That's hmm ? 	
A	1049.67	1050.54	Eight point two , right ? 	
A	1052.37	1054.27	So , we looks like we are 	
A	1055.64	1056.56	well within budget . 	
C	1056.69	1057.01	Yeah . 	
D	1056.71	1057.0	Mm-hmm . 	
B	1057.0	1057.44	Okay . 	
A	1057.86	1058.42	Okay . 	
A	1060.93	1062.72	I guess I should save this I suppose , huh ? 	
D	1062.93	1063.23	Yeah . 	
A	1068.99	1069.34	Oops . 	
A	1079.99	1081.08	Uh-huh huh huh . 	
B	1084.98	1085.98	On the desktop . 	
A	1086.62	1091.44	I just tried that . My documents , computer . My compu Ah oh here it is , yes . 	
C	1088.15	1088.63	AMI . 	
C	1089.87	1091.01	AMI should for 	
A	1096.83	1098.9	Okay , fine . Save . 	
A	1101.4	1109.79	Okay good , so that's the good news . We gonna be popular . Um . 	
D	1105.97	1106.28	Mm-hmm . 	
C	1106.0	1106.65	Yeah . 	
B	1106.528	1106.928		
A	1111.64	1114.24	So that uh I think financing was pretty simple . 	
D	1114.6	1114.87	Mm-hmm . 	
A	1115.36	1121.65	Now we would like to have a presentation by the marketing expert on production evaluation . 	
D	1122.17	1124.48	Okay , I'll take my file down so you can bring it up . 	
D	1137.91	1138.89	'Kay should be able to get it now . 	
D	1142.72	1145.02	'Kay , why don't you move just to the next slide right away . 	
A	1146.0	1148.0	You wanna go to the next slide ? Okay . 	
D	1146.88	1195.36	Yeah right away . Okay , well uh obviously my method for uh s m the marketing of this thing is first to ask the big question , will it sell ? And I think we should show this prototype to people from various age and socio-economic groups and see about any fine tuning that maybe little things we haven't thought of . We can't accept every suggestion of course , but maybe we just need to get a few . And show the the prototype to consumer research groups , we don't s want somebody to suddenly come to us and tell us that this button is toxic and you know some child will swallow it and then we won't sell any . So we have to get some input from those people . And then after that we just have to go with our best intuition and you know we like it , we think it's good , we're gonna get behind it and sell it . Um , next slide please . 	
B	1165.36	1165.87	Okay . 	
C	1166.99	1167.45	Mm-hmm . 	
C	1171.27	1171.59	Yeah . 	
C	1180.33	1180.79	Mm-hmm . 	
C	1183.11	1183.43	Mm . 	
C	1185.86	1186.18	Mm-hmm . 	
D	1197.81	1243.44	Okay , now the things that I was thinking and th my wish list has really been realised in this prototype . I wanted the shape to be biomorphic , I didn't want anything with angles and all square , I wanted it to be comfy and roundy so we we've got that . The size is small , the colour's bright and warm which is what we wanted . We wanted the feel to be as soft as possible , we'll have the soft buttons and the way this is shaped , even though it's gonna be hard plastic , it feels good in your hand so that's nice . And functionality I put last on my list because people aren't going to use it before they buy it . So paradoxically the other features , in other words , the look , the feel um and the shape , that's what people are gonna get in the store . They don't have a television in the store , they can't play with it . 	
C	1220.78	1221.14	Mm-hmm . 	
C	1231.616	1232.128		
B	1238.78	1240.32	Fee selling . 	
C	1240.75	1241.19	Yeah . 	
C	1243.4	1243.75	Yeah . 	
B	1243.74	1244.05	Yes . 	
D	1243.78	1284.09	Um so they'll be our main selling points . So um th those have been fulfilled by your prototype and go ahead to the next slide please . Okay , so um the shape um I think is a a one . That's really , really excellent shape . The size is small um and th these points are in the importance for the , for the marketing , these aren't i in how I feel . I think that it's I think that it's plenty small enough to sell but I think we're sort of right the scale is one to seven . I think we're sort of right in the middle as far as c other competitors . 	
B	1281.81	1282.78	Okay . 	
D	1284.56	1313.79	And our colour I think is great . The colours are bright and warm and we really do great job there . And given um the constraints that we had I think we got it as soft as possible . And then functionality um I think you did a really good job on functionality , obviously we could have ad added different functions but then we'd disturb something else so I would say that we got to a five out of seven on on functionality . So I think that basically we've got a great product and we can get off and running with it . 	
B	1310.22	1310.65	Okay . 	
C	1310.32	1310.65	Mm-hmm . 	
C	1314.07	1314.26	Yeah . 	
A	1314.19	1321.8	Um I just realised one thing . In the financing there was no room for our voice recogniser . 	
D	1317.47	1317.85	Yes . 	
B	1322.5	1323.15	Yes . 	
D	1322.64	1323.04	Ah . 	
C	1323.32	1323.67	Yeah . 	
A	1324.29	1331.81	And uh I don't know how we can evaluate that or how we can include that , too . 	
D	1331.43	1335.82	Well , um we had what , eight eight euros twenty as our cost ? 	
A	1335.54	1337.11	Eight , eight twenty , yes . 	
C	1336.75	1337.651	Eight twenty so 	
D	1337.3	1341.07	And so we've got we've still got four euros to go to spend . 	
C	1338.22	1340.9	We have um four euros , yeah 	
A	1341.16	1346.16	I mean maximum we have another four point three euros I mean four thirty . 	
D	1344.32	1344.61	Mm-hmm . 	
D	1346.02	1348.304	Well um that's 	
A	1347.67	1360.83	But I mean we have no way of presenting that to management as you know as a f finished , as a finished product and saying okay with the voice recogniser that costs so much . 	
D	1360.89	1361.32	Mm-hmm . 	
A	1362.02	1370.85	So um we just have to beware of that . I mean and know whether the four thirty will really cover that . 	
C	1366.77	1367.24	Yeah . 	
D	1367.984	1368.352		
D	1371.5	1395.158	Well as we know in today's technic technological world you can do just about anything at any price , the the the problem is quality . So we're just gonna have to settle for whatever quality that will buy us . And um it may not be the greatest quality but it may sell anyway . As we've seen with so many of these kinds of products . 	
C	1371.67	1371.88	Yeah . 	
A	1373.115	1373.898		
C	1379.2	1380.77	Yeah . 	
C	1381.86	1383.15	Yeah , yeah . 	
B	1382.5	1383.56	Yes , yes . 	
C	1389.53	1390.31	Yeah , still . 	
A	1389.87	1390.16	Yeah . 	
C	1392.0	1392.15	Yeah . 	
C	1392.998	1394.057		
A	1394.88	1413.28	I'm sorry to interrupt then but I just uh recog I just remembered that there was no that that was not um included uh that there was no room for any special features , okay ? So to beware of that . You wanna go to this next slide , marketing expert ? 	
C	1402.4	1403.46	Included , yeah . 	
C	1405.81	1407.42	Hmm , hmm 	
B	1407.28	1407.66	Yeah mm . 	
D	1412.52	1419.42	Uh , well I isn't this my last slide ? Maybe . Go ahead . I think that was my last slide , yeah . Um . 	
A	1415.4	1418.15	I dunno . Yes it is . Mm-hmm . 	
D	1422.74	1423.65	Mm okay . 	
D	1425.96	1435.89	And I'm supposed to present this scale on the whiteboard . Um and we're supposed to talk about those things as a team now , so if you put my last slide back up there . 	
A	1436.69	1436.96	Oh . 	
D	1438.17	1442.41	I'm sorry I've um forgot to do that , um . 	
A	1442.55	1444.28	Why ? Wh why you need that up ? 	
D	1446.12	1448.94	Hmm ? Well because I can't remember what I put on there . 	
D	1449.614	1456.11	Okay . Now I'm supposed to see how long my leash is here . 	
C	1450.496	1451.152		
A	1456.22	1457.36	I think you can make it there . 	
D	1457.61	1458.53	Mm 'kay . 	
D	1459.37	1467.89	You ready . So now we're all supposed to say what we think . Um okay so on shape 	
D	1472.27	1473.41	I gave it a one . 	
D	1474.8	1484.97	Wait what would you ra uh one being good and seven being the worst . Um what do you think the shape is ? One , okay , and Be Betsy ? 	
B	1478.47	1479.31	Worse , okay . 	
B	1482.0	1482.3	One . 	
A	1485.05	1486.64	Yes I think uh shape is one . 	
C	1486.66	1489.36	Yeah , even my yeah , shape is one . 	
D	1486.83	1492.73	Okay , uh-huh one , okay . And how about on size ? 	
D	1496.76	1497.856	On size 	
A	1497.56	1498.86	You you gave it a four . 	
D	1498.63	1501.78	I gave it a four , yeah , I feel it's just average . 	
A	1502.47	1503.89	Um , I dunno . 	
A	1505.16	1506.99	I think I would give it at least a two . 	
D	1507.16	1507.69	Okay . 	
B	1509.75	1510.09	One . 	
D	1510.94	1511.4	Mm-hmm . 	
C	1511.75	1514.41	Yeah , even I think it is one . It's quite small . 	
D	1513.38	1523.23	Okay . Okay you're the designer , of course you wanna give it a one . Um and then how about how we doing on colour ? 	
B	1515.589	1516.368		
B	1517.346	1519.737		
C	1517.536	1518.72		
A	1525.96	1527.256	Colour uh I 	
D	1526.68	1530.59	Colour , I gave it a one . I really like all those nice bright , warm colours . 	
A	1528.1	1528.4	One . 	
A	1529.88	1531.99	I I like the colours . One . 	
B	1531.22	1532.2	One . Yes . 	
D	1531.83	1532.3	One . 	
C	1532.66	1533.42	Yeah , one . 	
D	1534.05	1538.39	One , one , one , okay . And how about the feel ? 	
D	1541.26	1546.8	Taking into um consideration texture and comfort in the hand . 	
A	1547.76	1549.71	Uh , I think I would give it a two . 	
D	1550.51	1554.62	Okay , I gave it a three , two , yeah ? Three . 	
B	1553.05	1553.81	I'll give three . 	
C	1555.7	1557.56	Uh maybe two , yeah . 	
D	1556.87	1557.89	Two , okay . 	
D	1559.19	1566.912	And the next is functionality where I I admit I was a little hard on our team here , but 	
A	1569.22	1577.888	Well it's also you can't really try it out uh the other things you have have more is are more tangible so from that point of view but um 	
D	1571.89	1572.41	Yeah . 	
D	1575.02	1575.5	Mm-hmm . 	
A	1580.88	1582.04	I'll give it a three . 	
D	1582.23	1583.4	Okay . 	
B	1586.28	1586.43	Two . 	
D	1586.86	1587.75	Two , okay . 	
C	1588.69	1590.19	Uh three , mm-hmm . 	
D	1589.55	1590.53	Three ? 	
D	1592.0	1592.62	Okay . 	
D	1594.32	1595.57	Well , um . 	
D	1598.03	1619.1	It looks like we've got got ourselves a pretty good product . Um the functionality's the only place where maybe we have to think about m m maybe , heaven forbid , having another meeting . But um otherwise I think we're we're ready to go to go with this product . 	
C	1611.6	1613.548	Yeah . 	
D	1620.68	1625.01	Anybody else have any other comments or any other things that we feel we should evaluate ? 	
A	1630.43	1630.87	Uh . 	
A	1637.65	1644.17	Here is what we looking at uh satisfaction on for example room for creativity . 	
A	1645.44	1646.35	Um . 	
A	1649.81	1653.91	Is there more room for creativity or are we absolutely happy ? 	
C	1655.33	1656.065	Maybe we can 	
B	1655.36	1657.24	We can always improve , yes . 	
C	1656.82	1674.6	yeah , include some more buttons and uh um yeah features . We can make the buttons few buttons smaller . Uh I think they are quite big , so I think I I mean we can just have small buttons and more buttons in that case . If we want to have more features than that . 	
B	1658.69	1659.78	Yes , features . 	
D	1674.44	1674.79	Mm-hmm . 	
D	1676.42	1702.93	Well then again if we're gonna um do the speech recognition thing we're gon there gonna be some buttons that are gonna have to be added for that for the recording of the the speech . So that that's where we're gonna have to do maybe we can eliminate one of the mute buttons , instead of having two mute buttons . And um then maybe we can do something with the um 	
C	1681.21	1681.52	Yeah . 	
C	1684.04	1685.17	Yeah , definitely . 	
B	1684.79	1685.36	Yes . 	
B	1687.27	1687.9	Voices . 	
C	1687.52	1687.74	Mm-hmm . 	
C	1693.38	1696.63	Yeah , definitely , yeah , two mu mute buttons . 	
B	1693.91	1694.5	Yes . 	
B	1695.75	1695.98	Yes . 	
D	1704.25	1707.89	the volume control . Maybe we can put that all on one button . 	
C	1708.39	1708.79	Hmm . 	
D	1709.18	1718.04	Um and a couple of other th maybe comp uh consolidate some of the usage an and see what we can do with that . 	
C	1718.32	1718.41	Mm-hmm . 	
