Found 4 args.
Observation: TS3003a; Result size: 309; atts: 4
$s@who	$s@starttime	$s@endtime	$s	
C	795.872	796.416		
D	801.392	808.33	Okay . This is my um Hmm . 	
B	802.016	805.97		
A	802.784	805.296		
D	812.21	812.59	Sheep . 	
A	818.22	820.12	It's nice . 	
D	820.5	821.63	With of course 	
A	826.592	828.16		
D	829.94	833.2	little blue dot they always get sprayed on their butts . 	
A	830.05	830.49	Uh . 	
B	833.877	834.576		
A	833.968	840.896	It's a real dead sheep , yeah . For recognition , yeah , I see . 	
D	835.07	835.66	There . 	
D	836.51	837.63	Yeah . 	
A	843.07	846.288	Um maybe you can also write your name somewhere . On just a 	
D	843.57	843.8	'Kay . 	
D	846.48	847.056	They are 	
A	848.615	849.281		
D	849.35	849.77	Come on . 	
D	858.82	860.49	You have to go really slow when you're writing . 	
A	861.61	862.42	Yeah . 	
D	879.44	883.16	They're brilliant animal animals . And that's just a little me thingy . 	
B	880.928	882.12		
C	881.418	882.009		
C	883.744	884.512		
D	884.45	884.76	So . 	
D	888.55	891.91	Guess I'll pass the pen to our User Interface Designer . 	
B	889.6	895.952	Okay . Um I'm just gonna draw its uh head , but mm 	
A	889.79	890.21	Nice . 	
B	897.9	898.39	Let's see . 	
B	903.08	903.22	Mm . 	
B	915.22	915.55	Uh . 	
B	925.824	926.128		
B	965.89	967.872	Okay . 	
A	968.16	972.448	Sweet . 	
C	968.496	969.929		
D	968.53	968.9	Interesting . 	
B	968.784	969.52		
B	971.52	973.52	Yeah . You know what that is ? 	
B	975.03	975.36	Or who ? 	
D	975.5	977.6	A rabbit ? Garfield . Yeah . 	
C	975.72	976.31	Garfield . 	
B	976.5	977.61	Ah okay , yeah . 	
B	978.48	978.944	Just a 	
B	983.17	984.3	Mm . Guess . 	
B	986.52	988.036	So uh 	
B	990.18	991.54	Yeah . That's enough . 	
B	992.049	993.044		
B	993.06	995.398	Um , you say a blank , or 	
A	994.96	996.66	Yeah , just a blank sheet . 	
B	996.39	997.03	Okay . 	
C	1009.34	1020.6	Well I was gonna draw a cat too , so . I'll just try something else . Something different than Garfield . 	
B	1011.408	1011.712		
A	1011.632	1012.272		
A	1017.51	1017.69	No . 	
A	1017.728	1020.711		
B	1020.496	1021.104		
C	1039.84	1042.56	Mine is a bit more skinny . 	
A	1041.12	1043.792	Yeah , it's pretty skinny cat . 	
B	1041.536	1043.504		
D	1041.64	1042.523	Yeah . 	
C	1042.56	1045.536	But uh 	
D	1045.68	1047.0	And the most interesting tail . 	
A	1048.55	1053.472	Is your cat , or did you find him on the street ? 	
C	1050.656	1052.88		
D	1051.136	1052.032		
B	1051.312	1053.032		
C	1053.936	1054.496		
C	1056.9	1061.18	Well , it's supposed to be a cat . I like cats because uh 	
C	1064.07	1064.56	they are uh 	
C	1067.52	1068.2	independent . 	
A	1071.46	1072.07	Ah . 	
C	1074.9	1075.25	The pen . 	
A	1075.383	1077.64		
C	1080.77	1081.07	So . 	
A	1081.61	1096.79	Okay . That's pretty clear . So everybody knows how to work with the white board now ? So if you have any ideas or if you wanna draw anything on the white board , just ask and go ahead . It's pretty uh easy . 	
D	1088.79	1089.21	Yeah . 	
C	1090.49	1090.84	The pen . 	
C	1091.92	1092.304		
D	1098.416	1099.906		
B	1098.918	1100.028		
A	1098.96	1110.14	'Kay . S haunted white board . So we've got the tool uh introduction . We 	
D	1102.15	1102.98	We're being haunted . 	
A	1111.25	1151.43	move along to the project finance . Um as you can see , we um for our remote control , a selling price is uh twenty five Euros . Our selling price . Uh our profit aim is fifty million Euros . Uh that's the least we have to get from our remote controls , so we have to work together to reach our aims . Uh we can do it international , so we have to focus on different kind of users , different kind of cultures , and different kind of trends as well . Um but that's all in the later stadium . 	
D	1111.665	1112.919		
A	1152.33	1187.7	Our production cost um can be maximal twelve and a half Euros , so that's also a point we have to keep in mind , that we won't make remote controls with small televisions inside , and stuff like that . It won't work . So just try to remember these points . Selling price twenty five , profit aims fifty million um , but more important is the int international market we're trying to focus on . And production cost uh maximal twelve and a half Euros . 	
A	1189.48	1211.248	So that's leads us to our little discussion . We've got about five or ten minutes left for discussion . So I'm gonna sit down , I think . It's easier . I've got a message . Five minutes . Okay , that's uh good timing . 	
D	1201.97	1202.96	Yeah , you got a message . 	
B	1206.96	1208.02	Five minutes , okay . 	
D	1210.06	1214.14	So just on a side note , why is it my laptop is only giving me a black screen ? 	
B	1214.55	1214.74	Mm ? 	
A	1215.19	1219.648	Uh maybe you have to say the magic word . 	
D	1217.904	1219.9	Yeah . Right . 	
B	1217.937	1218.688		
A	1221.07	1222.08	Does it do anything ? 	
D	1222.74	1222.99	No . 	
A	1223.42	1225.53	Maybe you have to just clap it down ? 	
A	1228.28	1229.14	Mm back up again . 	
A	1233.96	1235.96	No slide show . Hmm . 	
D	1236.12	1236.67	It's off now . 	
A	1237.33	1241.02	It's off . Now you have to put it back o Oh yeah . You'll be okay , I think . 	
D	1240.53	1241.6	Well , it was on , but 	
A	1243.81	1247.136	Well it's those laptops . 	
D	1247.08	1247.79	Ah , there we are . 	
A	1248.38	1267.46	Nice . Okay . But so mm does everybody has um experiences with uh remote controls , and I mean not the ordinary mote controls , but also a little bit different ones ? Like you can use for other ? No ? You ? 	
D	1251.056	1251.956		
B	1261.99	1262.32	Mm . 	
B	1264.37	1264.74	Oh really ? 	
B	1266.08	1266.21	Huh . 	
D	1267.46	1268.2	Well , we have a 	
A	1267.511	1268.231		
C	1267.78	1268.43	No , me neither . 	
B	1267.79	1268.751	It's a 	
D	1269.1	1284.42	kind of broad T_V_ at home , and a D_V_D_ player , so we got like a lot of remote controls , one for the T_V_ , one for the video recorder , one for the D_V_D_ player . And I think it's it would be best to just make one remote control that can operate them all . 	
A	1279.05	1279.58	Ah yeah . 	
A	1284.68	1318.93	Yep . Yeah I've I've got one at home . And you can uh program I think eight different devices in it , and you can use it for your television , anything else . And it also operates on infra-red , so you have to got the little device inside your room , and then you can operate it from the third or th or second floor . So that's pretty handy when you have a video recorder or D_V_D_ player downstairs and you've got a link to your T_V_ on the second floor . So that's a pretty handy um 	
B	1285.04	1286.42	Sure . Yeah . 	
B	1294.79	1296.01	Okay , yeah . Yeah . 	
B	1306.36	1307.51	Okay , yeah . 	
D	1308.09	1308.52	Oh really . 	
B	1308.88	1309.18	Hmm . 	
B	1313.86	1313.94	Oh . 	
D	1316.76	1316.98	Yeah . 	
B	1317.12	1317.64	Mm-hmm . 	
A	1320.19	1320.53	thing . 	
A	1321.394	1324.6	Um but only the 	
A	1325.68	1334.816	I think that if you can put different kind of devices in one remote control , it makes it a lot easier as well . It's uh 	
D	1334.2	1334.43	Yeah . 	
B	1335.11	1335.24	Oh . 	
A	1336.45	1337.57	That's good to remember . 	
D	1337.75	1339.67	So I think you can take minutes again . 	
A	1339.89	1344.82	Yeah , that's nice , I think . So we've we want different functions 	
D	1341.55	1342.4	Since it's your job . 	
D	1346.08	1346.31	Yeah . 	
A	1346.76	1360.21	uh and we can maybe see if we can do something with the infra-red . But I don't know if that will exceed the production costs . So that uh that's something we have to find out , I think . 	
B	1357.36	1357.58	Mm . 	
D	1360.5	1365.008	Yeah . But that would be really good if we could do that . 	
A	1365.91	1368.93	And other functions for a remote control ? 	
A	1370.4	1373.29	Maybe we can make it uh uh 	
D	1371.08	1371.55	Um . 	
B	1371.45	1371.8	Mm-hmm . 	
D	1374.24	1375.34	Think it has to be shock proof 	
B	1376.04	1376.71	Sure , yeah . 	
D	1376.63	1376.89	'cause 	
A	1377.25	1378.06	Shock proof . 	
D	1378.4	1380.45	my remote control tends to fall a lot . 	
B	1379.77	1381.104	Waterproof , or uh 	
A	1381.024	1382.74	Sure . 	
D	1381.86	1382.24	So 	
B	1382.19	1384.944	Uh , you never no know uh , I w I mean uh 	
A	1386.87	1387.63	Waterproof . 	
A	1389.76	1400.3	Okay . So these are our um a few things we can think of . Um I will put the minutes from this meeting uh in our project folder . 	
B	1401.33	1401.52	'Kay . 	
D	1401.49	1407.63	Yeah , one other little thing . Thought it might be handy to put a battery status display on it . 	
D	1408.75	1409.4	So you can see 	
A	1408.77	1410.4	That's a battery stays . 	
B	1410.37	1411.23	Okay , yeah . 	
D	1410.85	1412.13	how much is left in the battery . 	
D	1414.32	1419.94	But they'll also really drag up the production costs , so think we'll have to see about that too . 	
A	1418.64	1418.95	Yeah . 	
B	1420.32	1420.56	Mm . 	
A	1421.57	1421.73	Uh . 	
D	1422.16	1424.37	But maybe just a little LED , I don't know . 	
A	1425.62	1427.92	That's an idea as well . Other ideas ? 	
A	1429.28	1429.88	Quick ideas . 	
C	1430.42	1432.56	Nope . They were all mentioned , so 	
B	1431.86	1432.06	Mm . 	
A	1432.47	1437.93	Okay . Any questions about this uh presentation ? Kick off presentation . 	
B	1432.6	1432.77	Yeah . 	
D	1438.47	1438.89	Um . 	
D	1440.83	1441.79	Nope , don't think so . 	
A	1442.45	1442.62	No ? 	
B	1442.832	1443.136		
A	1443.76	1447.9	Okay , then I'll put the minutes from this meeting in the project folder , 	
A	1449.35	1450.48	and then we can all work . 	
A	1451.74	1459.647	Finish meeting now . Okay . And we can all work uh on our own projects . 	
D	1453.73	1454.08	Okay . 	
D	1455.29	1455.82	Aye sir . 	
A	1468.18	1474.94	Okay then I'll meet you in about a half an hour , I think . So good luck . 	
D	1472.02	1472.5	Half an hour . 	
C	1474.04	1474.3	Okay . 	
B	1474.21	1475.55	Okay . Yep . 	
D	1474.28	1475.26	Okay . 	
