Found 4 args.
Observation: ES2014b; Result size: 501; atts: 4
$s@who	$s@starttime	$s@endtime	$s	
B	418.85	441.23	is usually , I've found , an infra-red device which sends a signal to the actual television . Um and the last part is receiver which is important in the system but is not actually part of the remote itself , because that's obviously found in the television . . Um I'm gonna have to actually draw on the board because uh it was a little tricky on PowerPoint to get this working , so . 	
B	442.28	443.57	I'll just go through there . 	
B	444.84	449.4	S um um do we have a cloth to wipe this down with , or ? Oh I'll j 	
C	448.9	450.366	I think it's that little 	
A	449.0	458.32	Uh there's the rubber on the right , I think . it's magic . 	
B	451.62	456.46	Oh I see . Oh okay . I'll get rid of the bear 	
D	455.564	456.682		
B	462.58	463.22	Okay that's great . 	
B	466.18	474.67	Okay , so we start off with a um battery suppl Uh no , a power supply which we'd probably get it's probably gonna be the battery . Um 	
B	476.44	477.31	we then have 	
B	478.82	490.51	a particular button , which may be that's obviously there's lots and lots of different buttons . Um but this is how the basic system works . Um that sends after you press that that sends the message to 	
B	491.2	495.44	the chip , which um then sends 	
B	496.74	503.248	It sort of interprets which button you've pressed and then sends the appropriate message to the sender . 	
B	514.23	514.87	Um . 	
B	516.02	522.8	So that's . That's the remote in itself , that's the components of the remote and how they work together . So this is the uh user 	
B	524.1	525.05	interface . 	
B	528.42	534.64	Um this is the chip itself , which then , and that's the that's the infra-red 	
B	536.45	539.81	sender . And then on the separate thing we have on the 	
B	541.22	542.19	on the television 	
B	544.56	545.23	we have a 	
B	546.78	547.33	a receiver . 	
B	549.54	553.2	And the sender sends a message to the receiver . 'Kay . 	
A	558.45	565.6	So the the top bit's the power source , yes ? . 	
B	560.49	564.23	Ah yes , that's the power source . Um . 	
B	565.488	588.109	going on to personal preferences , I've said that battery seems the best option for the actual remote , just because of the size . You don't want a a cable attached to the remote otherwise it's not it's not really a remote . Um and then the sender , and infra-red um has been used quite successfully . If the battery's on reasonable power , they always seem to work fairly well . You don't have to be point directly at the television itself . Um 	
D	576.699	577.732		
A	587.47	590.2	So the battery is the in the sender . 	
B	590.07	590.36	Yes . 	
B	591.88	593.74	'Kay and that's it for the moment . 	
D	593.88	594.22	Okay . 	
A	596.93	603.124	Okay . So , now more design . 	
C	601.21	601.53	Right . 	
C	604.37	604.78	Thank you . 	
C	609.19	612.52	Mine's not quite as complicated as all that . 	
A	611.792	617.392	That's what we like to hear . 	
C	613.861	615.28		
C	620.09	622.96	Did I press function ? Yeah . 	
A	630.32	634.65	Is it control function ei Oh , th there you go . 	
C	631.25	631.4	Oh . 	
C	632.7	658.87	Um . Okay so I'm gonna talk a bit about the technical functions design . I'm Louisa , the User Interface Designer , as you know . Um so the m basic method of this is to send a signal from the remote to the television set , so that a desired function is performed . Um an example of the function could be to change the volume up or down , uh so obviously you need two different buttons for that . 	
C	659.41	697.22	Um to change the channel , either by pressing the number that you want or by channel up or down . Um to switch the television on or off , maybe a standby button . Um here are two example remotes . Um by the look of it they both have um kind of play and fast forward , rewind functions , so I think they incorporate a kind of video function which we won't have to worry about . Uh but as you can see , the left remote is quite um quite busy looking , quite complicated . Um whereas the right remote is much simpler , it looks much more user friendly . 	
C	698.85	727.36	Um so my personal preference would be the right remote . So , it's got nice big buttons , it's got a very limited number of buttons . Um they're nice , kinda clearly labelled . Um I like the use of the kind of um symbols like the triangles and the squares and the arrows as well as the words on the um kind of play functions and all that . So it's very very user friendly , and it's got a little splash of colour . Could maybe do with some more colour . Um . 	
A	727.85	747.81	Well there's a couple of things there . Um we have to remember that we have our own um logo and colour scheme . So basically we'd have to uh we'd have to be putting that on um the the product . 	
C	747.83	753.842	Hmm . Do we get to see that ? Will you be presenting that in a bit ? 	
A	749.68	774.8	I haven't as yet , no . But uh I got uh I got an email that basically said to uh make sure that uh whatever device we come up with at the end of the day had to incorporate um the corporate colour and slogan . So uh I'm guessing that uh uh I notice on the bottom there it's got uh 	
A	776.16	790.0	what's that ? A_P_O_G_E_E_ that might be the corporate colour scheme , although the only the only colour I can see in that is the red . 	
B	785.38	786.142		
C	789.39	789.65	Hmm . 	
B	790.51	802.46	Would you be able to get rid of the the extra buttons here , the the sort of circular section , because that seems to be for a video as well . So we could dispense with that little bit as well and just get it down to just the numbers and the volume . Possibly ? 	
C	801.83	804.19	What do you mean by the circular section ? Like all of that bottom bit ? 	
B	803.29	809.42	J yeah yeah yeah j yeah just this little bit is that I think that's still um a video remote part , so maybe we could get rid of that as well . 	
A	803.935	805.43		
C	807.3	807.57	Yeah . 	
C	809.67	818.91	Yeah . And I don't really think that you need nine numbers . I mean how often do you use seven , eight and nine ? I think just one to six and then channel up and down should be enough . 	
A	810.72	812.33	Well b uh w 	
A	819.51	835.447	Well th the on the Well uh for for general television purposes obviously you have channels one to five at this point in time , and we'd have to have some room for uh future such channels . But but 	
C	819.77	821.06	Like how often do you hit nine ? 	
D	821.31	821.61	Mm-hmm . 	
B	833.83	838.368	It's just people are used to seeing that , so if we didn't have them then they might think it's 	
A	836.62	858.95	But , well possibly but the the other thing is that with um the current expansion of uh channels uh in the process of taking place , certainly the button up and down , but uh I mean how many channels do we have to um actual television channels do we have to uh prepare for ? I would have thought that uh 	
A	859.339	901.36	it's forever expanding and at the moment we've got although you've onl you've got the five standard , you've got the B_B_C_ have come up with a further six and uh there's uh I don't know exactly how many channels there are on uh when you take into account uh Sky and various other um various others . So I would've thought that we wouldn't , you know , rather Okay , if the time of flicking from one to other , but presumably it'll take a second 'cause you have to be able to stop it . Maybe you could have a fast forward on the on the channels that w and then you could dispense with more otherwise . Y you'd want you'd want to get fairly quickly to the channel that you wanted . 	
B	863.227	863.912		
D	870.53	870.89	Mm-hmm . 	
B	877.76	878.18	Hmm . 	
C	881.51	881.76	Hmm . 	
C	888.238	889.325		
C	900.909	901.883		
B	901.001	901.719		
C	902.8	912.96	Um some remotes have kind of favourite options where if you always flick from channel one to channel six , um if that's a favourite you just like by-pass two to five . 	
A	911.68	912.53	Mm-hmm . 	
B	912.08	912.73		
A	913.94	936.04	Yeah , I s I suppose in a sense you could have um if you've got a hundred channels then if you had sort of an easy way of getting rather than having to go one to a hundred , you could go one to one to ten , ten to twenty and then have a second button to get you to the actual channel you want and that would cut down your time . Anyway . 	
B	914.605	915.395		
C	925.45	925.62	Hmm . 	
D	929.13	929.4	Mm-hmm . 	
C	933.26	945.36	Mm . Um . But I think a lot of um like Cable and Sky and stuff , that would be tuned to one channel , and then you'd have another remote for all of those channels . Like to get to fifty five and the higher numbers 	
B	942.96	943.61	Okay , yeah . 	
A	944.545	951.98	Whatever . Okay . Okay . Limit the number of buttons , user friendly . 	
C	946.45	947.14	Yeah . 	
D	946.928	947.536		
C	952.62	956.55	But I suppose nine's not really excessive . I suppose it does make a good pattern . 	
B	954.6	963.488	I suppose with nine you've got the the like the last one which makes the tenth means you uh it's like uh multiples you can put them together so you can make any number . So with that we'd kind of by-pass any problems with 	
A	962.26	962.59	Yeah . 	
A	964.02	967.92	Well that's true , yeah , you could get fifty by five and a zero or whatever , that that makes sense . 	
B	964.81	965.16	Yeah . 	
B	966.83	970.32	Yeah . 'Cause that facilitates having all the numbers you could ever need . 	
A	970.84	971.09	Yeah . 	
B	971.49	971.85	Um . 	
D	972.45	972.73	Mm-hmm . 	
A	972.53	972.77	Does . 	
C	974.16	975.05	Okay . 	
A	974.26	977.056	So w so what was the circular thing that you were 	
C	977.04	980.75	Um I think that's just for a video , so we wouldn't need any of that at all . 	
B	981.4	982.94	So we could get it down to what ? 	
A	981.92	985.85	If it's just for T_V_ , which is what it is at the moment . 	
C	986.41	986.65	Mm-hmm . 	
B	987.3	993.44	So we get to How many buttons have we got ? We've just got ten , eleven twelve th We got fourteen that we need . I guess . 	
D	993.81	994.11	Mm-hmm . 	
B	994.65	999.07	Um which isn't really too many . That'll be quite easy to make a user guide for a fourteen button remote . 	
A	998.08	998.35	Mm-hmm . 	
A	1000.27	1019.45	Well we've we've got um that it's remote for T_V_ only otherwise project would become too complex with uh which would endanger the time to market was one of the considerations . I'm I don't know d did you have that information behind the marketing , or was I meant to give you that information ? 	
B	1012.35	1012.56	'Kay . 	
D	1014.82	1015.02	Mm-hmm . 	
D	1017.65	1018.2	Um 	
D	1019.67	1024.54	I'm not sure . I had I've had some market information , but not from the company , no . 	
A	1022.92	1023.43	Right . 	
A	1024.93	1036.71	Right , okay , so basically time to market seems to be important , therefore speed of delivery . We've only got about another four hours left . 	
B	1028.64	1028.86	'Kay . 	
B	1032.968	1033.94		
C	1033.149	1034.912		
D	1033.904	1034.448		
C	1036.69	1038.75	Okay , so is everyone happy with that ? 	
B	1039.03	1040.3	Ah yes yes , that seems good . 	
D	1039.32	1039.62	Okay . 	
C	1041.33	1043.85	Right well that's the end of my presentation . 	
D	1044.54	1044.71	'Kay . 	
D	1050.98	1052.63	I'm gonna pull this off . 	
D	1076.385	1077.935		
B	1085.46	1088.71	I think if you just give it a second to maybe catch up . 	
A	1087.41	1090.128	Yeah , I think she said twenty seconds to um 	
D	1089.59	1090.06	Uh-huh . 	
D	1091.63	1092.09	Okay . 	
B	1091.97	1093.19	I'm sure we'll have by the end of today . 	
D	1093.584	1094.368		
D	1097.91	1099.06	I'll give it another go . 	
D	1109.43	1110.8	Yeah , there we go . 	
B	1110.245	1111.077		
D	1116.08	1128.13	Right , we've done some research into the functional requirements that people want out of their remote control . And first off we should state that th the remote control's for controlling the T_V_ 	
D	1129.22	1148.27	and um how do people use it ? We asked them sort of which buttons were useful for them . Um how d how does a remote control look and feel for them , and what improvements would would they like to remote control . And we did that by sort of giving them a questionnaire that we'd prepared and asking them to fill in the answers . 	
D	1150.29	1161.21	And three quarters of them found that remote controls are ugly and that a sort of even higher proportion would spend more for a sort of s uh a fancier remote control 	
D	1162.92	1196.87	And that of all the buttons on the remote control , the sort of setting buttons for sort of the picture picture and brightness and the audio settings , um they weren't used very often at all . People concentrated on the channel buttons and the volume buttons and the power buttons . Uh we also asked them about speech recognition uh for remote control . And young people were quite receptive to this , but as soon as we got sort of over about into a thirty five to forty age forty five age group and older , 	
D	1197.44	1232.464	people people weren't quite so keen on speech recognition . There's a lot more th there's a lot lot more older people who didn't know whether they wanted it or not as well . Um we also asked what frustrated people about remote controls and the number one frustration was that the remote was lost somewhere else in the room and that they couldn't find it . And the second second biggest frustration what that if they got a new remote control , it was difficult to learn um all the buttons and all the functions , and to find your way around it . Okay , so 	
D	1233.33	1275.13	My personal preferences from the marketing is that we need to come up with some sort of sleek sort of good looking high high-tech A design which looks high-tech , basically . Um and that we should come up with fewer buttons than most of the controls on the market , and we should sort of concentrate on the channels and sort of power , and also volume and that sort of thing , as as Louisa said . Um we could maybe come up with a menu , a sort of a an L_C_D_ menu for other functions on the remote control . That's worth thinking about . Um and maybe we could think about speech recognition as well , because um sort of young people are 	
D	1276.26	1281.87	perhaps the ones that are gonna buy buy our new product if we aim it at sort of you know sort of a high-tech design . 	
D	1283.22	1285.73	That that might be the market that we're we're looking for . 	
D	1287.25	1310.28	And we could maybe think about using speech recogniti recognition as a way to find the remote control if it's lost in a room , rather than sort of um having it to speech recognition to change the channels . 'Cause there's a problem with that in that the television makes noise , so it could end up talking to itself and changing its channel . Okay um , and that's the end of the slide show . That's it . Cool . 	
B	1304.85	1305.12	Mm . 	
C	1311.52	1312.765	Do a lot of um 	
A	1311.57	1320.21	What was that last wee bit there ? Speech recognition , right okay . But that was only for young people that preferred it , older people didn't . 	
D	1313.4	1316.51	Um about speech recognition ? Yeah . 	
C	1315.637	1316.654		
D	1320.02	1331.6	Youn young people pref Yeah , they s they said that they'd be interested in a remote control which offered that possibility and as you go up through the age groups , people got less and less interested in sort of a a remote control that you could talk to , so . 	
B	1332.23	1333.5	No what I maybe think is um 	
B	1334.92	1339.84	it seems the technology would be quite advanced for that and they might end up costing more than our twelve fifty budget for 	
D	1339.7	1340.94	Yeah . Yeah . 	
A	1340.05	1340.85	Well that's right . 	
B	1340.37	1343.04	for the speech recognition . Um . 	
D	1342.15	1342.33	Yeah . 	
B	1344.12	1360.83	And possibly the thing about the about the remote being lost we could have You know with your mobile phone , you lose that and you can ring it . Maybe we can have some kind of sensor which is kept somewhere where you can some kind of buzzer system between the two . So you can press a button which is always kept in one place and then it maybe buzzes to somewhere else , wherever the remote actually is . 	
D	1354.07	1354.4	Yeah . 	
D	1357.19	1357.49	Uh-huh . 	
D	1358.85	1359.12	Yeah . 	
D	1361.22	1367.744	Yeah , we'd have t that would mean we'd have to put two products together as well , which which again would probably be a bit expensive , but 	
B	1364.82	1365.82	That is true , yes . 	
B	1367.02	1367.26	Hmm . 	
C	1367.88	1375.87	There's key rings um that you kind of whistle at or clap at , I can't remember , and then they whistle back , or something like that . That'd probably be really simple , they're cheap . 	
D	1371.64	1371.98	Yeah . 	
A	1373.97	1374.84	Sounds reasonable . 	
D	1374.1	1374.35	Yeah . 	
D	1375.96	1376.24	Mm-hmm . 	
A	1376.12	1376.46	Mm-hmm . 	
A	1378.24	1379.691	Yeah . So 	
B	1378.24	1382.94	So I guess it'd be something we could like attach to the or like the same technology could be put inside the 	
A	1383.67	1396.384	Well if you're trying to avoid having a second product 'cause obviously you could have a second product that gave you the right pitch which would set the remote off to say here I am sort of thing , you know without sound recognition . But if you 	
B	1383.88	1384.57	inside the remote . 	
A	1398.3	1403.43	I know . Um I was gonna say a sharp noise , you know a clapping of hand or whatever . 	
A	1405.104	1411.261	You'd want to try and av just have the one product that if 	
B	1409.01	1409.29	Yeah . 	
B	1412.29	1416.88	Yeah if we if we could have it in the actual remote like everything in one one device . 	
D	1412.8	1413.02	Mm-hmm . 	
D	1415.43	1415.69	Yeah . 	
A	1416.52	1435.904	Yeah . Um I dunno um talking about vo I mean obviously if you've got voice recognition then you can do it in that way because it'll recognise the voice and you can give it a command , a set command whatever that happened to be . But you've then got the point if if you're not going with uh voice recognition then 	
B	1429.484	1430.289		
D	1430.84	1431.12	Yeah . 	
B	1435.824	1438.432	you could have an option to turn it off . Or 	
D	1435.86	1436.04	Mm-hmm . 	
B	1439.78	1441.25	Perhaps , um . 	
D	1441.56	1442.07	Yeah . 	
B	1442.35	1446.14	So that would solve the problems with the T_V_ kind of speaking to the remote and changing its own channels . 	
A	1445.78	1452.7	Mm . So uh Any sugges Well , any conclusions ? 	
D	1445.889	1447.222		
D	1453.02	1460.624	Um would it take quite a while to sort of develop the speech recognition software in the remote control ? Considering 	
C	1459.04	1459.264		
B	1459.81	1459.98	Mm . 	
A	1460.24	1471.14	Well if it does then we can't . It's that simple , because we've got uh th th three um primary um uh requisites from uh 	
D	1462.31	1462.49	Yeah . 	
A	1472.48	1499.52	from and email uh that was sent to me whereby we had The design logo was one , which we've already mentioned . We've got um the remote was only for the television and not for because that would make it too complex and we have to get it market quickly . And the uh third thing was that um teletext uh as far as uh the management is concerned , um is becoming dated uh due to the popularity of the internet . 	
D	1487.04	1487.28	Mm-hmm . 	
D	1500.0	1500.63	Okay . 	
A	1500.02	1539.9	So that means that uh so these are the sort of three um extra parameters that have been put on this uh project . So we're being focused effectively directly at a television and it seems to me that the management is uh wanting us to go down a narrow path and not opening out . So anything that uh is to be added , such as voice recognition et cetera has to be very simple and has to be very quick because time to market is is critical . S 	
B	1500.1	1500.49	'Kay . 	
D	1510.18	1510.45	Mm-hmm . 	
B	1516.14	1516.55	Yes . 	
B	1528.76	1530.096	Has to be simple enough to 	
B	1535.656	1536.373		
B	1537.184	1544.11	I suppose if we could get something in which was quite quick and simple that would give us an advantage over the other remotes . Um . 	
D	1537.58	1537.84	Mm-hmm . 	
A	1542.92	1549.2	It would . But probably quick and simple is primary rather than 	
B	1549.65	1550.45	'Kay . 	
A	1550.68	1573.03	added extras . Added extras would be nice , but the primary consideration is to get the project finished within uh this short time window , which effectively now is sort of four hours . So and if and we've gotta get to the end . Uh d d I think I think first and foremost we've gotta get to the end and then get to the end with um added extras if possible . 	
D	1559.4	1559.6	Mm-hmm . 	
B	1573.33	1573.5	Mm-hmm . 	
D	1573.57	1573.82	Mm-hmm . 	
A	1574.89	1583.952	Okay . Right okay , uh so I need to 	
D	1578.16	1578.94	So 	
A	1587.04	1599.01	Right . So I don't know how long we have left of our uh time . But we have to make the decisions on uh the remote control functions 	
D	1593.29	1594.29	About five minutes . 	
A	1600.18	1605.8	and how we were planning to proceed so that at the next uh meeting 	
A	1607.08	1642.97	each person that's got a a a task to do is clear from this meeting what that task is . We'll also know w when the next meeting is I um so we'll know how long we've got to complete that task . And then we can report back at the next meeting and say right okay yes , we've achieved this or we haven't achieved this , this is how far we've progressed . Does that make reasonable sense ? So we have to come effectively to the decision on the remote functions so that you can decide what you're gonna be doing . 	
B	1610.72	1611.08	Yes . 	
D	1613.19	1613.44	Mm-hmm . 	
B	1615.79	1616.784	Um . 	
C	1630.438	1632.0		
D	1630.54	1630.8	Mm-hmm . 	
B	1633.28	1634.28	Yes that seems right . 	
C	1633.78	1633.99	Yeah . 	
D	1633.88	1634.67	Okay , yeah . 	
A	1643.88	1666.17	And if dur between the time of this meeting finishing and the next meeting starting , if you get any additional information that uh only you have at that point in time you'd think would be relevant to other people in terms of their des decision making um process , then we should communicate that as quickly as possible and not wait until the next meeting . 	
B	1654.5	1654.88	Mm-hmm . 	
D	1663.58	1663.78	Mm-hmm . 	
A	1666.27	1690.59	Do it via the email so that rather than coming you know If you get the information just before the next meeting that's fine . Come along with it in the next meeting , we can discuss it then and take whatever action is appropriate . But if you get it well before the next meeting , let everybody else know 'cause that might have an impact on their uh on what they come up with effectively at the next meeting . Okay . 	
D	1667.04	1668.09	Okay . Yep . 	
B	1676.67	1677.14	Okay . 	
D	1684.21	1684.43	Yeah . 	
D	1690.55	1690.76	Mm-hmm . 	
A	1692.14	1693.28	Right , is there 	
D	1693.94	1696.4	So do we need to decide on the functions now ? S 	
A	1696.91	1699.57	I would guess so . 	
C	1700.39	1711.46	Well I think it'd be really easy and it'd be a big advantage if we did have some sort of um kind of whistle back kind of function . 'Cause that'll solve kind of the frustration of losing it . 	
D	1706.97	1707.24	Mm-hmm . 	
D	1708.45	1708.976	Yeah and 	
D	1711.73	1715.04	Yeah and that was that was the number one sort of frustration that people said , so . 	
A	1713.96	1714.99	Yep . 	
C	1714.567	1715.321		
D	1716.26	1718.8	I don't think there's anything else on the market that does that , so . 	
C	1719.0	1719.32	Yeah . 	
C	1720.96	1723.64	I don't really know about the voice recognition thing . 	
A	1725.46	1727.8	I w well uh i 	
B	1728.18	1732.528	Maybe we should concentrate just on the whistle back function at the moment , and if something comes back 	
A	1730.36	1747.9	Something simple . Uh if if our primary consideration is to get it there in time , time's short , you want something to meet the major concerns of the consumer so that we can have that as a selling point for the product , something that's quick and simple . So , sounds good . 	
C	1740.04	1740.28	Mm-hmm . 	
D	1741.84	1742.24	Mm-hmm . 	
C	1746.28	1753.89	Yeah . And that wouldn't put off the kind of older generation either , 'cause everyone can whistle or clap , and they wouldn't have to be kind of scared of this new technology . 	
A	1753.44	1780.19	Well , so maybe a clap rather than a whistle would be On the basis that if we've got if we're catering to the whole age range , you want something that's easy to do , now something that doesn't like whis uh Well I I I don't know . Well If you think that more people can whistle than clap then that's fine , then go for that option , but if I would have thought that more people could clap rather than whistle , so uh so clap option . 	
D	1754.45	1754.8	Mm-hmm . 	
B	1756.912	1757.232		
D	1766.88	1769.821	No not everyone can whistle , can they , though ? 	
C	1769.576	1770.788		
D	1773.92	1777.21	No , clapping , I think clapping , yeah . Yeah . 	
B	1774.54	1776.6	I'd go more Yeah , f more for clap . 	
D	1779.92	1780.38	Yeah . 	
A	1789.74	1790.26	Okay . 	
C	1790.56	1793.24	'Kay we've already decided that we don't need a teletext button , haven't we ? 	
A	1794.2	1803.9	Uh . Ef effectively that's what the that's what they're saying , that uh if uh if people are now using the internet then you don't need teletext , so so take out teletext . 	
C	1795.17	1795.904	Is that one of the 	
D	1798.097	1798.859		
C	1798.24	1798.51	Hmm . 	
D	1800.993	1802.95	Taking out teletext , okay . 	
B	1804.74	1813.4	Did we decide on having the ten um the ten numbers and then the the little digit next to it which kind of enabled you to put them together . 	
C	1805.01	1805.37	Right . 	
C	1809.81	1811.66	Yeah , I think so , so zero to nine . 	
D	1812.2	1812.35	Mm . 	
D	1813.69	1822.97	I think nowadays you can just get ones where it gives you a sort of a second or two to press another number , so you can press any two and it'll sort of put them together . 	
A	1819.49	1819.73	Yeah . 	
B	1823.4	1826.32	Okay , ten numbers and then some kind of device to allow uh 	
C	1823.622	1824.498		
D	1826.78	1827.12	Yeah . 	
B	1827.94	1831.41	I'll put delay to allow um multiple numbers . 	
D	1829.81	1830.03	Yeah . 	
B	1832.89	1833.79	Or multiple digits . 	
D	1834.34	1834.49	Yeah . 	
B	1837.8	1848.07	Did we decide anything about um the other functions ? As in setting the audio and tuning it and stuff like that ? You had an had an idea about the menu ? 	
D	1848.69	1856.208	Uh we could possibly put an L_ a sort of a L_C_D_ menu in , but that again is probably an expense that 	
B	1856.33	1870.45	But just thinking um people probably I mean you don't have you only have to probably tune in the T_V_ once , but you have to be able to tune it that once . So and if finally the T_V_ breaks , you get a new one , you're gonna have to be able to tune it . You can't really avoid that . Except the new digital markets which do it by themselves . 	
D	1862.13	1862.41	Yeah . 	
D	1867.01	1867.24	Mm-hmm . 	
C	1867.57	1867.74	Hmm . 	
A	1867.74	1868.1	No . 	
D	1871.33	1871.61	Yeah . 	
B	1871.62	1873.154	So that'll be in 	
A	1871.91	1907.53	But the but that's relying on the television market changing to an automatic and if it is at the moment , that's fine . But at the moment it's not , so it seems to me that you have to have a device that caters , 'cause otherwise it would make it uh your device would become inoperable , or only operable in certain circumstances and the idea is to have an international market which is And it's also m it's the the product we've got is something that's at the I would have said the lower end of the s of the cost scale , so we're not really going for something that's uh 	
B	1876.65	1877.28	Yes . 	
B	1885.17	1885.51	Yeah . 	
B	1890.13	1890.41	Yeah . 	
B	1892.55	1893.34	Yeah yeah . 	
C	1893.42	1893.56	Mm . 	
D	1896.79	1897.1	Yeah . 	
D	1904.77	1905.01	Yeah . 	
D	1908.63	1909.92	I s I suppose um 	
A	1909.44	1910.58	terribly high-tech . 	
D	1911.28	1927.12	if people are buying remotes , then they're probably buying it to replace another remote 'cause all most tellies come with remotes , so . I mean we're maybe talking about replacing remotes for slightly older televisions , so we maybe need to keep the the tuning function in . 	
A	1915.86	1916.41	Possibly . 	
A	1918.33	1918.77	That's right . 	
B	1926.58	1934.78	Yeah . So how would this menu function work ? Would you maybe have like one menu button , then you'd use the other buttons , maybe the number buttons to actually do the separate functions . 	
C	1927.06	1927.31	Yeah . 	
C	1928.765	1929.473		
D	1935.0	1936.4	Yeah , that would be a good idea , yeah . 	
C	1935.35	1936.62	Yeah , like the volume or something . 	
B	1936.89	1937.22	Okay . 	
C	1938.45	1947.14	Yeah , 'cause you do need um kind of brightness and contrast and everything as well . My dad was watching a film the other week and it was too dark , so I had to go through it and turn the brightness up . 	
D	1942.05	1942.23	Mm-hmm . 	
B	1945.584	1945.792		
B	1947.392	1966.89	we're gonna have the the individual numbers and then a menu function and maybe sort of a slightly more advanced um instruction booklet to come with it , to guide Presu uh I think it'd be quite hard just for people to grasp um just off like the menu use different buttons you maybe have to have like some better instructions of how that would actually work . 	
D	1947.66	1947.83	Hmm . 	
D	1965.88	1966.272	Uh 	
D	1967.35	1984.24	I'm not sure whether the sort of having people have a booklet 'cause one the second most annoying thing that people found was having to learn the new one . So maybe next to each of the buttons , you know each of them could have a number and then also a function written next to it , so you're basically pressing 	
A	1973.456	1974.24		
B	1974.96	1976.17	Right , okay um . 	
B	1984.832	1993.57	that also goes back to the original design when we saw those two , and there was the one on the left hand side which had all like the double functions and stuff which kind of looked too busy and had too much on it , so . 	
D	1992.72	1992.91	Right . 	
D	1994.63	1994.97	Okay . 	
C	1994.95	2007.43	Well , if we're trying to keep it slee sleek and sexy as well , have you seen those remotes where kind of um the bottom bit slides down , so there's kind of um everything else revealed ? So you don't use it that much , you don't have to see it all the time . But it's all there if you need it . 	
A	1995.11	1996.21	Okay , well . 	
A	1998.87	1999.69	Mm . 	
D	2001.72	2001.95	Yeah . 	
A	2002.61	2031.57	So y Ah That's a very good idea . So you keep um Right we've got five minutes before we wind up this meeting , so I've been told . I don't know if you've got the same . Okay . So so keep um keep detailed functions um hidden at the back . 	
B	2006.72	2009.95	That is that is a good idea actually . Sor sort of a second . 	
