Found 4 args.
Observation: ES2004d; Result size: 667; atts: 4
$s@who	$s@starttime	$s@endtime	$s	
D	525.04	550.81	Okay , so we can come back to that slide , if you don't have a note of those . I'll just show you how we're going to evaluate our own feedback to this , to what we have so far . We're going to use a seven point scale , where one is true and seven is false . We look at each of those criteria that I've just mentioned , I'll call that slide back up , and I will just do a preliminary rating of all those criteria on the whiteboard here . Does that seem clear ? Any questions there ? 	
C	543.83	544.45	Yeah . 	
A	548.5	548.84	Mm-hmm . 	
C	550.572	551.366		
A	550.79	551.82	Ah , it's perfect . 	
D	552.41	553.77	So we're going to look at these crite 	
A	553.36	556.21	Is it everybody is going to evaluate , or just the Market okay . 	
D	555.19	565.2	Yes , we're going to come to w we'll discuss each one and we'll come to a consensus rating between one and seven . Is that okay ? One is true , seven is false . 	
C	556.024	556.854		
B	558.25	558.69	Mm-hmm . 	
B	561.86	562.21	Okay . 	
A	562.82	563.02	'Kay . 	
D	567.17	584.48	Right . So I won't write all of that out again . It will just be criteria one , two , three , four , five , six , or A_ , B_ , C_ , D_ , E_ , F_ to confuse it with the number rating . B_ , C_ , D_ , E_ , F_ . This is where I realise how tiny I actually am . 	
B	582.976	585.33	Just write small . 	
C	582.983	584.179		
D	586.32	587.19	Criteria 	
D	590.99	592.05	and rating . 	
D	595.77	608.96	Actually , it might be an idea , if we each did give our own individual rating , and we could take an average at the end . How about that ? Okay . So I'll just separate the ratings by obliques , and if we go one , two , three , four , we know who's who . 	
B	600.78	602.04	Yeah . That works . 	
A	600.95	602.288	Yeah , so you can 	
C	601.0	601.69	Yeah , okay . 	
C	607.68	607.93	Yeah . 	
B	607.94	608.27	Mm-hmm . 	
D	616.02	631.41	Okay . Criteria A_ , the fancy look and feel . How do we feel about this prototype model relating to fancy it is a fancy look and feel . One is true , seven is false . My own rating for that would be a two . 	
D	632.52	634.48	One is true and seven is false . 	
B	636.928	637.65	I would agree . 	
C	638.7	646.76	Yeah , I'd uh yeah I'd probably put it uh two yeah , two or three . No , three . Three . 	
D	638.81	639.62	I'll just go this way . 	
B	639.49	639.79	Okay . 	
A	640.16	640.51	'Kay . 	
D	644.98	645.49	Two . 	
D	646.79	647.44	Okay . 	
B	649.51	650.05	I would say two . 	
D	650.27	650.7	Two . 	
A	653.088	655.22	I would say four . Mm-hmm . 	
D	654.1	666.18	A four , okay . Adding those up , we've got a six and a five , eleven divided by four is what ? Uh two and three quarters , it that right . Two and three quarters ? 	
C	662.78	663.75	Mm yeah . 	
A	663.23	663.78	Almost three . 	
A	667.56	668.16	I think yeah . 	
C	668.39	669.52	Yeah , yeah . 	
D	669.39	669.77	Okay . 	
D	671.92	679.45	Two point seven five , there we go . Okay , criteria B_ , criterion B_ , technologically innovative . 	
D	680.8	683.7	I would give that a three . 	
C	686.39	687.37	I'd give it a one . 	
D	687.77	692.92	Okay . Not that you're biased in that it the designer . 	
C	690.05	691.75	No , no , not at all . 	
B	696.02	696.59	A two . 	
A	698.92	704.29	Oh sorry , I I got it wrong . The first one rating , I'm sorry . Can you just make it two ? 	
D	705.32	708.63	The average oh , for you ? You want your rating to be a two ? 	
A	705.43	707.57	The first . Yeah , I I just it the other way . 	
A	708.98	709.952	Uh in 	
D	710.37	712.05	Is that what you're saying ? Okay . 	
A	711.17	712.421	Yep , I just got 	
D	714.96	718.0	So , I'll work out the average for that again at the end . It's a very slightly altered 	
A	715.024	715.841		
D	719.59	721.77	Okay , and we're just waiting for your rating f 	
A	720.69	721.3	two point f 	
B	721.17	722.86	It's just two point five for that one . 	
D	723.03	724.2	Two point five , okay . 	
C	723.11	723.59	Yeah . 	
D	727.55	730.1	Losing one decimal place , that's okay . 	
A	728.78	730.85	One is a , seven is false , okay . 	
D	730.99	734.05	So what are you rating for this one , Paw ? Two , okay . 	
A	732.46	732.69	Two . 	
D	735.81	739.91	So that is eight . That brings it down to two , nice and simple , yeah . 	
C	738.4	738.67	Two . 	
D	741.55	744.83	Okay , ease of use . Easy to use ? 	
D	745.99	749.46	Based on what you've said there , I would say a one , true . 	
C	753.08	753.41	Two . 	
D	753.92	754.53	Two . 	
B	758.53	761.58	I would say a two . I would say a two . 	
D	760.23	761.13	A two , okay . 	
A	763.62	764.08	Two . 	
D	764.14	764.55	Two . 	
D	766.42	793.0	I should've said a two to make the arithmetic easy , shouldn't I ? We'll just put almost two , because I'm not gonna get into silly decimal places . Okay . Or we or if we want to really bring it down , we can do later . Um mm now we're looking at it incorporates current fashion trends , now that's particularly in relation to our market research findings about the spongy texture to the exterior and the fruit and vegetable design colours . 	
A	768.224	770.091		
C	768.266	769.308		
B	772.44	775.62	One point seven f five . Okay , mm-hmm . 	
C	774.15	774.47	Yeah . 	
C	779.76	780.28	D_ . 	
C	785.53	785.85	One . 	
C	793.57	793.84	Yeah . 	
D	794.46	803.87	Right . So I'm just thinking , before I give it my rating , you were limited in the use of materials for your prototype here . Is this actually going to be the colours that you would use ? 	
C	801.19	802.644	Yeah , that's 	
C	803.4	820.45	No , no , the the base colour was um white or or like or l sort of a light blue , but the changeable fa faces would uh allow you to get any basically any one of a number of colours that uh th it's full sort of customised . 	
A	806.39	808.61	White . With for the plastic ? Uh blue . 	
D	810.67	810.96	Right . 	
A	815.51	816.247	Any 	
D	818.61	825.85	So we could use any strong fruit and veg colours and that's what we're intending to do . Okay . And the spongy feel is no problem with that . 	
A	821.44	821.79	Right . 	
C	821.54	824.824	Yeah , yeah , yeah and 	
B	822.51	822.86	Mm-hmm . 	
A	822.98	823.21	Mm-hmm . 	
C	825.89	834.91	No , no , 'cause th that's that's the the spongy feel would be in the rubber that you put round it , that otherwise it's just sort of hard plastic . 	
A	826.0	827.718	Yeah , because you'll be having a 	
A	830.07	831.14	Because of the rubber case . 	
D	832.09	832.68	Okay . 	
D	835.01	836.83	In that case it's got to be a one for me . 	
C	838.01	839.5	Yeah , I'll give it a one as well . 	
D	839.38	841.39	Yep . Everybody ? Okay . 	
B	840.47	840.79	One . 	
A	843.3	843.81	One . 	
D	843.888	852.94	That part was nice and easy . Okay . Uh moving on to does the design minimise repetitive strain injury . 	
C	845.87	846.768	Yeah . 	
A	846.15	846.46	Mm . 	
D	854.99	860.08	I don't think we've really touched on that a lot . We've we've discussed it , we haven't really come up with anything that 	
C	855.02	855.73	Mm . 	
C	856.55	857.08	No . 	
D	861.56	871.78	we felt could feasibly reduce that . We've talked about pointers , but the very use of a remote control , if you're someone who's zapping , who's sitting like that , and we found so many people did , how do you minimise that on such a small device ? 	
C	867.46	868.03	Yeah . 	
B	871.36	879.57	Well the type of button that we're gonna use in the bottom half , the material , minimises R_S_I_ it's meant to . Um 	
C	875.92	876.62	It's meant to be . 	
D	876.07	876.4	Mm-hmm . 	
D	878.04	878.41	Mm-hmm . 	
C	881.472	882.736		
B	881.91	892.31	maybe because it's slightl with the size that we've got it's quite small , but with the amount of stuff we're putting on it isn't that much . So maybe because there's more space , it's not kind of moving around trying to 	
C	884.034	884.745		
D	887.8	888.18	Mm . 	
D	893.07	893.54	Mm-hmm . 	
B	893.13	899.632	hit accurately the buttons in between . It's quite obvious just big buttons . Um 	
D	895.2	895.62	Right . 	
D	898.06	902.94	Right . I think I'm gonna have to be neutral on that and give it a four . 	
C	902.31	902.87	Yeah . 	
C	905.59	909.653	Yeah , I'd uh I'd f I'd go for a five , actually , 'cause 	
D	908.14	909.58	A five , okay . 	
B	911.53	911.87	Four . 	
D	911.94	915.03	Four and a four okay . 	
A	913.17	913.62	Four . 	
D	917.63	922.02	Twenty one is that twenty one ? So that's four point two five . 	
A	920.112	923.27		
C	922.35	922.55	Yep . 	
D	925.61	935.61	And finally , last but not least , easy to locate . Now we talked about voice recognition , we talked about a beeper , have we really have the designers come to any dec real decision on that ? 	
C	932.8	939.31	Yeah . Yeah , it was it was uh a voice voice recognition , yeah . 	
A	936.01	937.54	Voice r recognition . 	
D	937.33	944.33	It was the I'm here thing , yep . And are we happy with the costs on that ? That is going to be feasible , cost-wise . 	
C	942.76	945.35	Yeah , yeah , that yeah , that's feasible . 	
D	945.46	950.29	That sounds good then . I'd go for a I ca we can adjust the volume on that , just as we could volume on T_V_ . 	
C	951.26	953.45	Um I think it would r 	
D	952.16	955.36	So if sombody's in the other room or if T_V_s in different rooms , or . 	
C	956.02	964.49	I think it would probably be a a stand it would be a stand it would be quite loud . So it would be s p yeah . 	
B	958.22	959.02	A standard . 	
B	961.48	962.09	It would be . 	
D	961.68	964.49	Right . Okay . You built into the feature . 	
B	963.83	968.45	And if you didn't hear it in the room that you were standing in , then you'd realise that it wasn't in that room , you'd go into another room . 	
D	967.33	967.76	Okay . 	
C	968.07	968.29	Yeah . 	
D	968.99	971.57	Logical . That's a one for me . 	
C	971.536	973.08	Yeah , one . 	
D	972.8	975.64	One and one , good . 	
B	973.73	973.97	One . 	
A	974.286	974.877		
A	975.77	976.639		
C	976.805	982.506	I do realise that we might be being fairly biased , 'cause it is our product , but 	
D	980.736	1019.58	So , how do we feel about this ? We've got our our we've got the highest rating of meeting the specifications that is definitely true for two of the uh six criteria there . That is for um incorporates current fashion trends and is easy to locate . The lowest rating we've got , which is really n it's not terribly low , i it's close around neutral is for uh the minimisation of repetitive strain injury . Do we feel on the basis of tha of these evaluation findings that we can go ahead and now produce this as a prototype and market it , or do we have to make further modifications ? 	
B	980.842	982.112		
A	981.369	982.174		
C	986.058	987.072		
C	999.333	1000.011		
B	1021.4	1022.18	I don't think so . 	
C	1022.9	1026.04	W I thin yeah , I think yeah . 	
D	1023.43	1024.4	We happy to go ahead ? 	
B	1024.31	1026.27	I think we yeah . I think we're set . 	
D	1025.62	1032.01	Yeah . I think for most of those ratings that it's high enough at the upper end of the scale for us to go ahead with that , and I really doubt if 	
D	1033.08	1039.46	on the basis of current technology and our current capabilities , we could actually do much more to minimise that . 	
B	1037.85	1040.4	Do much apart from having a huge big 	
C	1039.24	1039.86	Mm . 	
D	1040.36	1048.17	I know . Okay . Well , I hope that's uh clear to the team . Is there anything you would like to to ask me about the findings before I 	
D	1049.28	1049.65	sum up ? 	
B	1050.24	1050.81	Don't think so . 	
C	1050.44	1050.72	No . 	
D	1050.9	1055.9	Good . Fine then . I'll just leave it there . Oops . 	
B	1054.34	1055.66	Okay , thank you . 	
B	1063.83	1070.59	Okay , I've got finance here now . I'm gonna plug this in so you can all see it , if that's okay . 	
A	1064.69	1065.23	Hmm . 	
B	1072.23	1072.6	Um . 	
D	1072.25	1072.91	Oh yes . 	
A	1078.78	1080.04	You want me to b unplug that ? 	
C	1080.368	1082.174		
C	1092.142	1093.333		
A	1096.55	1097.68	That's all . Yes . 	
B	1098.28	1098.81	Thanks . 	
B	1108.89	1109.31	Right . 	
A	1110.38	1111.03	Okay . 	
B	1112.62	1113.73	Now I presume 	
B	1115.56	1116.72	that the screen will go blank , 	
C	1116.946	1117.954		
B	1117.91	1119.632	that um 	
B	1126.0	1134.85	Okay . We just type numbers into this and we come out with the final value . So are we still on for kinetic ? 	
C	1135.1	1135.43	Yeah . 	
D	1135.45	1135.7	Yes . 	
B	1136.15	1142.17	Okay . See , it woulda been handy to have this at the beginning . Um it might have influenced our choice . 	
B	1145.1	1147.89	Right , what's happening with the electronics ? 	
C	1148.35	1151.872	It was a regular chip on print and 	
A	1150.01	1150.8	Chip on print . 	
B	1157.94	1158.87	Double-curved . 	
C	1158.1	1159.648	Oh , no , no , no , the um 	
C	1161.34	1166.78	Yeah , it's you you've put in three for the number of kinetic cells , there should just be one . 	
C	1168.02	1171.13	In the top , it's the number of c yeah . 	
B	1169.94	1171.2	Oh , right , okay . 	
B	1172.39	1172.95	Thanks . 	
C	1174.66	1179.552	Yeah , and yeah , just a no , one reg v uh 	
B	1175.2	1176.28	So , would there be two ? 	
B	1179.73	1180.28	One chip . 	
C	1180.64	1183.66	Yeah , one of them and one sample sensor and sample speaker . 	
A	1183.43	1183.92	Okay . 	
B	1183.81	1184.37	Okay . 	
A	1187.64	1188.14	Yep . 	
C	1188.18	1191.46	And they're double curved . No . Y 	
A	1190.93	1192.08	Single-curved . 	
B	1191.3	1192.11	One double curve . 	
C	1192.93	1194.43	Two , 'cause it's two . 	
A	1193.71	1194.32	Two curves , yeah . 	
D	1194.81	1197.69	But it has a slightly flattened bottom so it can sit . So it can rest . 	
B	1197.3	1198.68	So what's a single curve then ? 	
C	1198.5	1202.576	Yeah , I'd say I'd say it was w yeah , I think I think it's 	
D	1199.33	1202.83	It would just be a flat bottom with one curve . like a domed thing . 	
B	1202.88	1204.382	So just one double 	
A	1202.99	1203.67	Single-cu 	
D	1204.42	1204.71	Mm . 	
C	1204.64	1205.74	One double-curved . 	
B	1205.48	1207.822	Yeah . Um 	
A	1205.984	1206.434	. 	
C	1206.93	1211.71	And one no , 'cause one yeah , one's double-curved , and then the other one's 	
A	1207.73	1208.65	Plastic and rubber . 	
D	1210.63	1214.24	The other curves at the sides , but it's slightly flattened at the bottom so it doesn't roll over . Yeah . 	
B	1213.85	1214.2	Mm . 	
B	1216.448	1220.35	Um we've got plastic and rubber , haven't we ? 	
C	1217.76	1218.46	a plastic . 	
C	1220.58	1220.8	Yeah . 	
A	1221.03	1224.45	Yeah . Plastic one and maybe rubber point five . 	
C	1223.18	1224.13	And special colour . 	
B	1223.761	1225.458	. 	
A	1227.56	1230.99	No I think rubber , since it's being used just as a casing , we can put point five . 	
B	1227.88	1228.176	Um 	
C	1232.31	1233.05	Yeah . 	
B	1232.9	1233.29	Do you think ? 	
A	1233.49	1234.432	Yeah , because there are 	
A	1235.49	1238.94	I think it allows the point five , yeah . We can use that . 	
C	1239.12	1239.8	Yeah . 	
B	1239.32	1239.72	Okay . 	
D	1240.69	1242.47	What does it mean if you put point five for that ? 	
A	1242.52	1245.36	It means we are not using a lot of rubber actually . We're using just 	
B	1244.84	1246.48	It would be like saying we're using 	
A	1246.79	1249.56	a very low quantity of rubber compared to plastic . 	
B	1250.74	1252.62	See , it says case material . 	
D	1253.4	1253.76	Mm-hmm . 	
B	1253.86	1260.08	So we're not actually using plastic in the case , are we ? It's including , it's including . 	
C	1257.14	1259.31	No , no , that's it's as an extra . 	
D	1259.48	1260.93	Right , okay . 	
C	1260.45	1266.79	So that shouldn't that shouldn't be actually on there , because that's not incorporated in the cost of the remote you get . 	
D	1267.28	1276.76	But it is gonna be part of the total cost , and there's nowhere else we can we can put that in , is there ? There's nowhere else we can code for the the rubber used in the casing . So do we not have to account for it in the cost somewhere there ? 	
C	1271.729	1272.463		
B	1278.4	1281.24	Okay , we'll just put it in as we'll put in as half . 	
D	1281.25	1281.47	Okay . 	
B	1283.57	1286.37	Or sh we should just put it in as one , because the plastic is zero anyway . 	
C	1286.34	1287.64	Yeah , okay . 	
D	1286.7	1286.94	Mm . 	
B	1289.38	1293.94	No , we don't step on anyone's toes . Okay , special colour , do we need that ? 	
D	1294.34	1299.35	Might do , if we go for some of the more exotic aubergines and such like colours . 	
B	1296.43	1297.35	N yeah , okay . 	
B	1300.336	1301.53	Interface . 	
A	1302.12	1302.72	Push-button . 	
C	1304.21	1308.25	Yeah , the push-button's one and L_C_ display one . 	
A	1304.99	1305.32	One . 	
A	1306.94	1307.42	An 	
A	1309.63	1310.08	One . 	
C	1311.34	1312.278	And buttons 	
B	1311.8	1312.183	Buttons 	
D	1370.74	1370.87	S 	
A	1371.748	1375.94	I think we could change the battery also . Instead of going for kinetic how about going for a standard battery . 	
D	1377.35	1383.83	Has that not made any d if you click off that square now , has that not made any difference ? Is it oh , it's brought it slightly down . 	
C	1382.03	1383.12	Well yes . 	
B	1382.35	1386.73	Has that not gone up ? Oh no , it was seven five it's changed not a lot . 	
D	1386.26	1391.26	So is is uncurved completely and just actually making the rubber case the curved thing , is that going to make a difference ? 	
C	1390.02	1390.32	Yeah . 	
A	1391.61	1392.63	Uncurved , flat . 	
B	1393.312	1393.616		
D	1395.63	1398.59	Oh , it's not made any difference , has it? . It's gone up again . 	
C	1397.52	1398.579	No , we'll have 	
A	1397.89	1399.6	No , it just surprises one . 	
B	1398.63	1400.57	Oh , it's not calculated it . 	
C	1399.38	1402.07	No , no , you've got to click off to calculate it again . 	
D	1400.02	1400.28	Oh . 	
B	1402.8	1403.55	Okay , there we go . 	
D	1403.467	1405.07	It's brought it down slightly . 	
B	1404.345	1406.39	It's not a lot though . 	
C	1405.18	1420.12	C it might uh you might you might be assuming that that is in Euros . It could be in Dollars . And then it would be fine , because the exchange range would make it about twelve . No . 	
A	1405.422	1407.516	. 	
A	1415.679	1417.6	I don't think so . 	
D	1416.36	1417.734	Is there anything on the menu 	
B	1416.42	1419.569	We haven't been dealin we haven't been dealing with dollars though , I think 	
D	1418.58	1418.85	No . 	
A	1419.89	1421.14	Ri I think it's in Euro . 	
B	1421.12	1424.0	Okay , so the highest we've got is the electronics here . 	
B	1425.41	1426.01	Um 	
B	1427.236	1429.45	and the interface . 	
D	1427.47	1428.8	If we tr um . 	
D	1429.88	1436.45	If we moved away from our much loved idea of a kinetic battery and just went with the standard batteries , would that make a huge difference ? 	
A	1433.73	1435.11	And going to a regular bat 	
C	1436.48	1443.248	Yeah , the standard , it um it would make one difference . The biggest one would be taking away if you took away 	
A	1436.81	1437.0	Yeah . 	
A	1444.22	1452.09	What I feel is , customers never said anything about the battery . It's internal , nobody looks into the battery . But shape and colours , that's something we shouldn't comprimi 	
C	1445.43	1445.79	If you to 	
C	1448.55	1448.92	Yeah . 	
D	1450.29	1455.09	And people are used to buying batteries , they're not gonna say I'm not getting this , 'cause I've got to buy a battery for a remote control . 	
C	1450.99	1457.18	If if you take away the voice , I I do I don't like to say it , but if you take away the voice recognition , then you've got it . 	
A	1458.66	1460.22	Where's that special form ? 	
A	1461.33	1463.05	Mm mm mm . 	
D	1461.66	1463.38	Should we see what difference it makes ? 	
B	1462.96	1463.49	Where's the 	
C	1463.47	1472.06	Yeah i yeah . No 'cause it's samples sens sample speaker . If you took away that , that'll make it twelve point three five . 	
B	1464.44	1465.67	where's the voice recognition ? 	
D	1464.5	1464.974	Um 	
B	1468.64	1469.56	Right , okay . 	
B	1472.12	1476.41	Well the kinetic is three . If we change it to the battery it's that's minus three . 	
C	1475.4	1480.15	They n n yeah , but you p minus three plus two . 	
B	1480.23	1482.41	Oh , right . I keep seeing zero . 	
B	1483.56	1484.32	Um 	
B	1488.688	1502.18	We can do it some other way , we can do it doesn't have to be voice recognition . We could do the voice recognition for , you know , business class or something , you know , like an upgraded version . You could choose to have that or not . 	
A	1489.094	1491.044		
D	1497.73	1498.0	Yeah . 	
C	1499.76	1511.32	Yeah . But they but I mean in I don't see why we have to sell it for twenty five Euros now , because they w they were saying they were quite willing to pay more for better product . 	
D	1499.95	1500.28	Sure . 	
A	1500.31	1500.59	Mm-hmm . 	
D	1511.8	1514.59	But we're still working to um head o 	
B	1513.26	1516.853	So should we just change the design specification then ? 	
A	1515.582	1517.53	Make it costly . 	
D	1515.68	1544.912	We can put in our recommendations . If we if we're working to head office specifications as this is what this project team's working for , we can put in our recommendations for what we've we've found and what we the consensus that we've come to as a result of the meetings . But we need to work to that specification to start with . And I think the voice recognition sounds wonderful , but our object is so distinctive that that in itself is gonna make it easier to locate as a f you know in a first instance . Um as you say , we can offer the voice recognition initially to business class customers and so 	
B	1517.91	1518.33	Yes . 	
C	1522.07	1522.46	Yeah . 	
B	1526.76	1527.14	Mm-hmm . 	
C	1526.84	1528.56	We c we could s 	
C	1530.05	1531.28	Yeah , we could say 	
B	1530.07	1530.52	Mm-hmm . 	
B	1544.93	1546.05	Okay , we can 	
C	1547.13	1547.72	Yeah , I s 	
B	1547.48	1564.672	make the price fit , and then say if we'd had our budget , we would've had this , because it also sets it apart from the crowd . They like their gadgets , they like something that's completely different . It's s something completely different associated with your company . Right , okay , so 	
C	1549.97	1552.032	And then say we recommend 	
D	1552.07	1552.46	Mm . 	
C	1553.35	1553.61	Yeah . 	
D	1553.38	1553.63	Yeah . 	
D	1555.06	1557.99	'Cause we've done all the background work to go for that if they want it . 	
C	1559.56	1559.83	Yeah . 	
D	1560.27	1560.84	Yeah . 	
