Found 4 args.
Observation: TS3009d; Result size: 902; atts: 4
$s@who	$s@starttime	$s@endtime	$s	
B	324.917	325.392		
A	329.51	329.84	'Kay . 	
C	330.02	333.52	Uh this is what we made of it . You can make uh suggestions uh if you want . 	
A	332.7	336.425	Well if I look at it , the side the side view 	
B	333.3	336.027	Well , at the back 	
C	335.56	349.53	Maybe we maybe we should finish first uh our talk and then you can add suggestions . Maybe I I don't want to I don't want to suppress you but n I'll uh finish this uh quick . Um okay I've had everything I guess on the front ? Yeah the back . Yeah . 	
B	337.3	337.56	Yeah . 	
A	338.16	341.0	Oh yeah alright . Yeah . 	
A	344.285	345.133		
B	347.96	351.28	No the back . With the logo and our uh l uh 	
C	351.167	367.4	We thought about Yeah , uh the back is of course totally titanium . And we thought about the logo big in the middle . Just so again the double R_ . We have then the logo on front and on the back . Maybe that's too much but you have to say uh say that if you think that way . 	
A	358.59	358.81	Mm-hmm . 	
D	360.22	360.63	Mm-hmm . 	
A	363.39	363.89	Okay . 	
B	364.56	365.673	No I don't think 	
C	367.51	378.611	And the company slogan , we thought in a kind of arc shape uh above the logo . That's basically what we were thinking about , and 	
B	367.64	368.49	And the 	
A	371.78	372.2	Yeah . 	
D	372.52	372.72	Yeah . 	
A	375.609	376.321		
A	378.02	378.47	Okay . 	
B	379.01	381.623	And about the side view um 	
A	379.2	379.42	W 	
C	379.981	381.48		
B	382.68	391.281	This the front won't be as thick , but again th the the drawing technique makes it very difficult to to really uh 	
A	385.32	386.288	Well I see , but 	
C	389.89	400.59	Oh and uh before I forget . Yeah the the voice , of course , the voice recorder is uh at the bottom . And you can record it uh using , yeah , the the the back of the f w device . 	
A	391.02	392.75	Well . Yeah I see it . 	
A	395.2	395.71	Yes . 	
D	395.922	400.615		
A	398.04	412.004	When I look at uh when I look at this side view , I think w when I have that in my hand , it's terrible . If if you look if if this this is thick , and this is thin , th th then it that it lies over your hands . But 	
B	398.68	399.88	Well , it won't be visible . 	
B	401.19	401.65	Mm ? 	
C	406.04	406.9	Why ? 	
C	409.271	414.768	Well it fits uh it it it it fits the hand , mean uh the the the the 	
B	413.16	413.4	Yeah . 	
D	414.19	415.18	Yeah , I agree . 	
A	414.26	423.61	Well what what what I what I agree is that when uh when um you have such of uh an arc in the middle , so that the the a the ends and the 	
A	424.67	429.04	fronts is a bit thicker , so th then it falls over your hands . 	
B	426.051	427.782	If y 	
B	429.04	435.56	If you handle a remote , you you usually don't have your hand straight like this . You you have it a bit uh Yeah . 	
C	432.259	433.874	In the middle in the 	
D	434.05	441.52	It depends on the size . If it's kinda small , this is is great . But if it's it's larger , then you want to grab it . 	
A	441.78	442.74	And how large is it ? 	
B	442.0	442.66	Yeah . 	
D	442.98	443.87	Yeah , that's the question . 	
C	444.83	455.54	That's the question . Uh well Yeah . H What do you suggest I mean we do ? This was Mike's prototype , and y you seemed to agreed on it . But now you have a totally different . 	
B	445.691	446.54		
A	445.712	446.874		
D	450.828	453.816		
A	450.99	452.045	Well uh 	
A	454.22	457.15	Well the sides I haven't seen yet , uh ? 	
B	456.89	459.38	Well , they lay there all the time . 	
C	457.68	472.44	The size ? Yeah well the size doesn't really matter w I mean Side ? Uh oh the side ? W we we he drew the s the side , but you d you weren't paying attention as usual . Well any case , we'll discuss it now . Uh I think uh this is a pretty good uh good idea . 	
A	458.64	462.749	They the the the the the side view , we didn't uh 	
B	463.51	463.94	Yeah yeah . 	
B	466.617	467.631		
A	466.864	468.24		
D	472.25	483.87	Yeah , I agree with the L_C_D_ screen . You have it in your palm like this , and you can watch uh watch the screen . And if you have it li in the middle , your hand might be over it . 	
A	482.74	483.2	Yeah . 	
B	484.522	485.15		
C	484.73	488.56	But you you hold it like this . You're not holding it like this or something . 	
B	486.4	490.691	Yeah you you don't you don't grab it , you you 	
C	489.76	500.67	You , yeah , y How do you call it ? Yeah . Well y y y you don't have it like this . You have it more like this . You you you're using buttons this way , or if you're right-handed , this way . 	
A	491.344	491.872		
A	495.23	495.74	No no no . 	
B	496.401	496.977		
D	499.43	500.82	Like you're holding your telephone . 	
A	500.37	500.61	Yep . 	
B	501.14	501.47	Yeah . 	
C	501.91	503.2	So you Yeah . So 	
D	502.46	505.53	Because if you have a screen on it , you wanna look at your screen . 	
B	505.77	506.0	Hmm . 	
C	506.66	507.667	Yeah well 	
B	506.85	510.52	That way , it it falls into your hand . I think . 	
A	509.84	510.18	Okay . 	
D	510.77	511.89	Yeah , I agree on this . 	
C	511.19	514.064	And maybe you can you can grab it a bit higher , so Well 	
A	513.881	514.662		
D	514.04	517.601	No , I don't think so . That's not uh the point 	
B	516.17	517.205	No but but 	
C	516.65	521.568	Well the the Well that's a reason to to to put the L_C_D_ screen uh of course on the upper side , but 	
B	519.73	520.233		
B	522.1	528.288	Well f for as far as I can see , three of us agree and only Nils 	
A	527.27	530.82	Yeah well uh I think uh if you t if you three uh agree then then that's it . 	
B	531.65	537.052	But you're the Project Manager , you can make the hard decisions . 	
A	534.25	541.052	Yes . So uh I c I c Well , we'll we we'll do it like this . Alright , if you think that that's the way it should 	
C	535.06	537.536	If necessary . But uh are d Can you live with it ? Uh 	
B	538.04	538.27	Yeah ? 	
C	538.62	544.12	Y Yeah , y y y y you said it was totally uh unusable . But do you 	
A	542.94	550.08	No No , when I I my personal taste is that I want it to fall over my hands with a thick But 	
C	550.27	553.47	But d you don't think this is completely unusable I guess . I think . 	
A	551.21	552.432	In the market uh 	
A	553.79	558.51	No not totally . For me , I I wouldn't buy it . Let's say it like that . 	
C	554.755	556.112	Not totally , well 	
C	557.67	565.424	Yeah but of course y you are also human . We have to take uh every everyone into account . So 	
A	560.33	561.311	No 	
D	564.37	567.02	And you might be uh You might be target customer . 	
C	566.95	571.66	Yeah . Well uh who who else thinks like you ? We don't know . Maybe a thousand people , or a million people . 	
A	567.68	568.608	Yes but 	
B	567.96	568.04	Mm . 	
A	569.63	577.2	Yeah , we don't know , but that's uh that's that's that's more market research . So let it be like this at uh at this moment . Okay ? 	
D	571.274	571.864		
C	574.908	579.69	Let it be . Alright . So that's that . Uh any other suggestions ? 	
B	575.8	576.377		
B	578.21	578.854		
A	580.33	581.42	No , I think it's great . 	
D	581.59	581.88	Yeah . 	
B	582.34	584.37	But what about the redesigning ? 	
A	584.752	594.11	Comes to that later . Um you . Uh c You can uh Walter . You can do the evaluation uh criteria on this ? 	
B	586.42	587.616	Okay . 	
B	588.475	592.593		
C	588.546	592.44	You're very personal again . 	
D	588.925	594.96	Alright . Great . 	
B	595.584	595.872		
A	596.49	597.4	That's more useful 	
B	597.728	598.208		
A	598.93	600.51	than just speaking . 	
C	600.784	601.008		
D	601.227	601.706		
D	603.504	604.59		
D	607.69	625.68	Well , this is just a short intro . I'm going to do uh the ev evaluation . That's gonna be done at the end of seven point skill criteria . So I made a I made a few questions on the hand of uh uh the impor most important requirements and trends . 	
A	609.8	610.05	Yes . 	
C	616.705	617.554		
A	618.224	619.887		
A	625.02	625.56	Mm-hmm . 	
D	626.15	637.54	And we have to look if our uh if our device uh is working correctly . Well , I put some questions in a Word file . See if I can find them . 	
D	638.8	639.94	Uh uh uh uh mm . 	
A	644.52	644.83	'Kay . 	
D	644.52	645.043	Well 	
B	645.12	645.71	Hmm . 	
D	646.04	665.64	I uh think you have all seen uh this kind of evaluation , so uh I don't have to explain it . Uh the first question is , uh is the device good-looking ? Because normal p uh most people thought that um earlier devices were ugly ugly . Seventy five percent of them . So what do we think ? 	
C	667.1	669.568	Well d we designed it , so of course we are very 	
B	669.39	669.67	Mm . 	
A	670.07	672.8	Yeah , we're we're not quite uh objective about this . 	
D	670.13	670.806	Yeah 	
C	672.15	672.81	Yeah . 	
D	672.15	679.36	No , I know , but I have to uh evaluate it . So I have to take this questionnaire . 	
B	672.24	674.71	Well we designed it to be good-looking . 	
C	680.04	683.152	So and we ha we have answer now ? Yeah . 	
A	680.34	684.18	To the customers ? To potential customers who have to take this questionnaire ? 	
D	681.91	682.752	Yeah 	
D	683.58	685.98	Yeah , but I can't can s 	
A	685.04	695.814	Nei . Oh no . I know , I know , I know . But um Well we can go , uh because of the time , uh pretty quick through this . Uh do we find it good-looking ? Well we think so . Uh 	
B	685.63	685.91	Hmm . 	
C	695.19	697.047	I Yeah , I think it 	
B	695.25	697.675	Yeah . We designed it to be good-looking , so 	
D	695.37	696.896	Yeah , but uh , you know 	
A	697.06	697.36	Yeah . 	
D	697.94	715.37	We dis we di we designed it to be perfect . So But we have to be critic critical about it . And I have to uh take all these points and get a average at the end . So we we know where we stand . 'Cause th there are some things we might have uh bi might have forgotten . 	
B	701.18	701.69		
A	709.67	711.11	Well , one . 	
C	711.504	712.285		
A	715.41	716.62	Well so it's point four . 	
D	717.44	718.248	Right , so 	
A	717.92	719.13	Easy to find t 	
C	717.93	721.28	Well l well let's start with the beginning , just one by one . 	
D	719.9	722.07	Right . Uh is it good-looking ? 	
C	722.2	736.72	Well , I guess uh I think uh it's uh it's it's um pointed towards the youth of course , uh if you look at the design and and the colours and everything . That was our target audience of course . But it's also not completely um 	
A	724.84	726.457	Two . 	
C	737.172	743.648	uh u unacceptable for older people I guess . Uh it's it's not f a device that 	
D	742.73	744.48	The titanium might be uh f 	
C	745.33	749.754	Yeah , that's that's uh for older people , it's it's more that classical look . So 	
D	745.41	746.2	for older people . 	
D	748.37	751.06	It you put uh put a black front on it or something . 	
B	750.99	751.25	Hmm . 	
C	751.26	771.5	Uh no . I think Yeah they like black of course , but I think they'll uh they they think uh the the titanium look of it is also Uh I think it's also good for them , so I think we both uh have uh consider considered uh the youth and also a bit older people . So I think it's very good-looking and not only for youth uh young people . 	
D	768.03	768.7	Right . 	
B	771.87	778.97	I think we shouldn't discuss any points points that long , because I don't know how how many points there are but uh Yeah . 	
D	775.91	776.25	Right . 	
A	776.26	782.61	No . I totally agree . We we have to get get on , go through this . 	
C	777.68	778.88	Yeah , the fourteen yeah . 	
D	778.53	780.05	Right , a number please . 	
B	781.66	782.03	Yeah . 	
C	782.09	784.83	Is it easy to t change channels ? Yeah well I think so . 	
D	785.29	788.86	So the last one is seven . Easy to change channels ? 	
B	788.12	790.27	Um , no it's uh 	
A	788.72	790.0	No , not false . 	
A	790.98	791.51	It's one . 	
D	791.75	793.16	Oh , sorry . Yeah , right . 	
B	792.304	793.376		
A	795.32	798.69	Well uh two ? Y Well we have to go through it . 	
D	796.69	797.39	Change channels ? 	
C	798.883	801.734	I think it's uh as easy as uh can be made . Uh 	
D	802.07	802.38	Right . 	
C	802.89	806.64	So I Yeah . You How can you make it any easier ? 	
D	804.784	805.462		
D	807.14	809.87	The power , channel and volume buttons are easy accessible ? 	
B	807.207	809.88	With two huge buttons . 	
C	809.79	811.18	Yeah , huge is a Yeah . 	
A	809.98	810.14	Yep . 	
A	812.01	812.28	Two . 	
D	812.87	813.15	Two ? 	
D	815.85	818.77	Alright . The uh device is easy to find if you lose it ? 	
A	818.78	822.406	Well , no . We didn't implement anything about that . 	
C	819.41	822.95	D we d we don't we don't have uh that s 	
B	822.1	827.168	Well it's easier to find than a a normal black one or something , because of the colour . But 	
A	825.808	830.083	Well six then . 	
D	827.69	829.92	Yeah . Six ? Right . 	
C	827.81	828.12	Yeah . 	
B	828.004	829.424		
C	829.75	833.408	Well we don't have the device that beeps uh when you lost it or so , but um um 	
A	831.94	838.336	Are the functions easy to learn ? Well w I we do want we have a l f f less of an 	
B	834.601	835.754		
B	836.68	838.38	We have so few functions , so Yeah . 	
D	838.63	839.8	Yeah , I agree . 	
A	840.05	842.25	And the device R_S_I_ sensitive ? 	
B	842.68	850.4	Well , I should I think two , because the voice recorder is n not self learning . 	
A	844.04	844.62	Yeah . 	
A	846.97	847.38	Ah . 	
D	848.75	850.608	Yeah . 	
C	850.74	851.7	Yeah . Yeah . 	
A	851.904	852.515		
D	852.74	853.97	Alright . Two ? 	
C	853.34	853.62	Mm ? 	
D	854.817	855.529		
A	855.0	858.288	Yeah , but just do some We we 	
D	857.54	865.83	Yeah Yeah , I agree . No . Yeah . 	
A	859.957	866.564	I th I th I think this is too time consuming . Uh not not towards you , but towards this all . Th this is 	
C	860.03	860.95	Are we take too much time ? 	
C	865.634	869.191		
D	867.03	868.82	Right , R_ R_S_I_ sensitive ? 	
A	867.17	869.34	We you have to put it to the customers . 	
D	869.645	870.92	R_S_I_ sensitive ? 	
A	871.18	873.44	Uh well well a bit , so four . 	
D	873.71	875.55	Four . Um 	
A	875.67	876.05	Yes . 	
C	876.31	877.28	Yeah , very much . One . 	
B	876.654	877.632		
A	877.7	879.7	One . And features included also one . 	
A	881.01	887.94	And One . Uh those uh nine uh is the fancy-looking . Uh we still think so . 	
C	882.208	882.751		
D	883.051	884.612	Yeah . 	
C	888.0	888.54	Yeah . 	
A	889.35	892.13	Device fancy feeling . Yeah , cool man . 	
C	889.92	892.92	And I think fancy-feeling too , because of the titanium back . Yeah . 	
B	891.64	892.21	Yeah . 	
D	892.68	893.14	Right . 	
A	893.51	896.31	Are there enough technology ? Yeah well also we have two . 	
B	894.98	895.44	Yeah . 	
D	896.933	897.84	Yeah , that's great . 	
A	898.83	902.42	Is the device easy to use ? Yes we have not many buttons . 	
B	898.96	899.302	The 	
C	902.43	904.97	So well maybe two because of the voice recorder . 	
D	903.52	905.53	Well , with the uh Three . 	
B	903.7	904.62	Two two . 	
A	903.8	904.6	Two , three . 	
B	906.04	906.29	T 	
A	906.48	914.23	Are the trends about fruit and vegetables implemented ? Well in our covers , in our fronts . So yes , one . Is the material attractive ? 	
C	906.61	906.79	F 	
B	910.14	910.76	Yeah . 	
C	911.01	913.21	Yeah . One or two . Yeah . 	
B	912.79	914.52	One or two , another two . 	
D	913.43	918.37	Nah f four I think . If you look at this 	
C	915.45	916.12	Four ? 	
C	917.41	931.329	Well , it doesn't really resemble any fruit , uh that's true . But but we have the the the the the sparkly fruity colours of course . And you can also have front with uh with fruit on it . 	
A	919.682	921.016		
D	919.78	920.14	No . 	
A	921.88	924.02	Oh okay . Okay . 	
B	922.51	923.51	Well three . 	
D	923.42	924.31	Three , alright . 	
D	926.51	929.857	Yeah , that's true . But 	
A	927.25	935.5	Is the material attractive ? Well the titanium is strong , and uh the rest f uh the buttons feel soft . So I would say at least two . 	
B	928.23	929.66	Mm . Yeah . 	
C	933.487	933.958		
D	935.91	936.42	Right . 	
A	936.81	937.33	Okay . 	
B	937.672	940.322		
C	939.058	939.601		
A	939.824	940.96	Well Yeah . 	
B	941.35	943.77	This is the last meeting ? Yeah . 	
A	942.82	951.2	Yes , but we we have to design much more , because there was some irritating account manager coming to me . 	
D	943.55	945.12	The average will uh come later . 	
A	952.671	953.68	Um 	
C	952.87	956.47	I knew things uh were going uh too smoothly . 	
A	955.63	956.13	Oh . 	
C	957.39	959.97	There had to be some kind of trouble along the way . 	
A	957.52	958.296	Uh 	
B	958.69	960.34	Yeah . 	
A	959.59	963.39	Yes . Well , look at the costs at this point . 	
C	965.71	966.44	My god . 	
A	966.63	967.52	I had to fit it in . 	
D	967.82	970.98	It has to go to twelve , right ? Twelve and a half . 	
A	969.58	970.35	I twelve and a half . 	
A	971.81	972.38	So 	
A	973.48	976.91	Well what costs a lot ? The sample spea costs four . 	
C	977.89	979.146	The what ? The 	
A	978.52	980.83	The sample speaker , the s sensor . 	
D	979.42	982.84	Out . That's easy . Kick it out . Yeah . 	
A	981.96	987.12	Kick it out . We have to go to twelve and a half . The speaker costs far , by far the most . 	
B	982.42	982.76	The what ? 	
D	984.08	984.81	The speaker . 	
B	985.55	986.03	Oh . 	
C	988.1	991.49	Yeah w tha that's uh that's a bit an optional option . 	
D	988.59	990.561	That's some wrong info , man . 	
A	990.89	992.92	It it isn't worth it . 	
C	993.04	994.84	No . No , d th No . 	
D	993.43	993.73	No . 	
A	993.98	998.219	We could make two different versions , one with and one without . But for this 	
D	995.02	995.539	It's uh 	
D	997.31	999.47	It's just extra . Kick it out . 	
A	999.99	1000.9	So , zero . 	
B	1000.929	1001.574		
C	1003.39	1003.73	Yeah . 	
A	1003.85	1005.4	Then we go to fourteen point six . 	
D	1006.3	1006.82	What more ? 	
A	1006.78	1008.92	Well the titanium I don't want to lose actually . 	
D	1008.816	1010.784	Batteries are uh quite 	
C	1009.18	1009.55	No . 	
A	1010.07	1015.69	L_C_ three ? Yeah hand dynamo ? Y t come on , w a remote control has a battery . 	
D	1013.601	1015.31	Uh no , no no no . 	
B	1013.8	1014.696	Um 	
C	1014.79	1014.86	N 	
C	1015.95	1019.38	Uh well we have a bit of a problem I think . Because uh 	
B	1018.46	1021.85	Well well why why why should we use a advanced chip ? 	
A	1022.52	1024.61	Well be for the L_C_D_ uh you had said . 	
C	1022.821	1025.03	the L_C_D_ screen . Yeah . 	
B	1025.27	1027.5	Yeah ? Can't we do that with a regular chip ? 	
D	1025.27	1025.61	Hmm . 	
C	1027.99	1028.24	No . 	
B	1028.86	1029.21	Why not ? 	
C	1029.64	1034.93	Because uh that uh y because my information says it . 	
A	1032.49	1035.06	Well what what's the difference between simple and regular ? 	
C	1035.73	1035.98	Huh ? 	
A	1036.16	1038.22	What's the difference between a simple and a regular chip ? 	
B	1037.11	1038.48	Yeah . Regular is normal . 	
D	1039.15	1039.57	Yeah . 	
A	1040.01	1040.55	And simple ? 	
C	1040.49	1043.936	Uh well yeah I I read something about it , but 	
B	1041.08	1041.74	Simple . 	
A	1041.609	1042.7	Nothing . 	
B	1042.93	1044.92	Elementary . 	
C	1045.298	1045.803		
C	1046.591	1053.4	Yeah , I I read something about it , but it wasn't very clear . I d I didn't in include it in my report . 	
A	1046.69	1047.57	Well ? 	
A	1048.72	1049.46	Your part . 	
A	1053.74	1055.214	What happens if we do 	
C	1054.036	1055.616	Single 	
C	1056.71	1057.62	Well you have to use 	
C	1059.22	1060.22	a chip . So 	
C	1061.62	1065.23	Well you have to use the advanced chip , if you have the L_C_D_ screen . 	
A	1062.18	1064.06	How much do we win ? One . 	
B	1063.07	1067.872	We we we Why ? We have very little options furthermore , for the 	
A	1065.136	1066.22		
C	1068.35	1070.97	But if you have a regular chip , you can't have the L_C_D_ screen . 	
A	1068.47	1068.92	Yeah . 	
B	1071.16	1072.97	Uh well we have to put that in . 	
D	1072.18	1074.06	Yeah , we need to have the the L_C_D_ screen . 	
C	1073.43	1074.837	That that's a fact . Uh 	
A	1074.14	1082.08	Well , we could say , well this special colour , that isn't that that isn't there , because the the fronts they will buy it . The special colour . 	
D	1077.13	1078.203	No 	
D	1082.53	1085.53	Yeah , but No , that's n It's not relevant . 	
C	1082.7	1085.405	Yeah , but it's only one half . Uh it d it doesn't 	
B	1083.37	1083.88	Nah . 	
A	1085.64	1088.32	Yeah , then you s then you only have one half left . 	
B	1085.84	1087.45	Yeah , you must change the chip uh back . 	
B	1088.56	1090.02	You must change the chip back , Nils . 	
D	1088.58	1089.12	Yeah . 	
A	1090.94	1091.62	Uh yeah . 	
C	1091.69	1093.56	But we d Then we have to lose the L_C_D_ screen . 	
D	1094.93	1099.696	No , Then the whole concept is uh 	
C	1098.44	1106.97	Yeah , I know but that's what my information says . I di I didn't uh put uh the advanced chip in there for fun . You have to use it . 	
B	1103.6	1107.535	Hmm . No we oh 	
D	1104.04	1104.378	You 	
D	1105.53	1108.736	You can make you can make it cheaper . But if you don't sell 	
C	1109.168	1110.29		
D	1109.483	1110.288		
B	1110.49	1117.33	You you we have an advanced chip-on-print , and we have an L_C_ display . I think that's a bit double . Y we don't need both . 	
A	1110.5	1111.01	Yeah . 	
C	1110.987	1111.374		
A	1115.07	1115.44	Yeah ? 	
A	1116.34	1120.74	No , the advanced chip is needed to have an L_C_D_ display . 	
C	1119.31	1121.37	For the L_C_D_ screen . Yeah . Yeah . 	
B	1121.54	1122.75	Says . 	
A	1122.59	1125.19	Says , his Uh that was in the second meeting , I think . 	
C	1125.09	1130.789	Well uh and what do they mean with curves uh again ? Because we you have uncurved 	
A	1128.85	1138.02	Well I I did single curve to Well you said s double curved , uh he , because uh I thought it's a b a bit cheaper already . We can also make it flat . 	
B	1132.14	1133.32	I ? ? 	
C	1133.94	1134.3	Yeah . 	
D	1136.95	1139.1	No no no no . 	
C	1137.36	1137.852	Well 	
C	1138.39	1148.15	But what what did what do n Sorry , but What do they mean with the curves ? Is th Is this a curve ? One curve ? Yeah , this is actually two curves , yeah . It's how you It's how you look at it . 	
A	1139.17	1139.76	But 	
A	1142.41	1143.6	Curved ? Yes , that's curved . 	
A	1145.03	1145.42	Yes . 	
A	1146.44	1147.26	No , it's one curve . 	
B	1147.127	1149.28	One curve . 	
A	1148.46	1149.59	One curve , simple . 	
D	1149.634	1150.517		
C	1150.05	1154.56	Well then we have a huge problem I think . W t we can never get uh below the twelve and a half . 	
A	1153.58	1155.22	We have a big financial problem . 	
B	1155.78	1157.7	Well we make it more expensive to buy . 	
A	1158.6	1170.048	Well , then we have two dollars less profit . Come on , if we if we if we make this fifty million , they won't hesitate to uh congratulate us , so uh 	
B	1162.546	1163.407		
C	1165.069	1168.396		
D	1169.05	1173.57	If if you make people brand-aware , they are willing to pay more . But 	
C	1174.18	1175.872	But uh I 	
D	1174.94	1181.78	Because we we use a brand at the front and uh I dun at the back . If you have uh lots of uh marketing 	
D	1183.47	1184.36	people might buy . 	
B	1185.53	1188.425	Yeah or we could replace it 	
D	1186.7	1188.638	If you if you make it cool to have 	
A	1189.02	1191.08	By the way , we also have this one . 	
D	1193.4	1194.44	Oh , that's just great . 	
A	1194.73	1200.447	Oh , costs nothing . That's nice . Plastic is 	
D	1196.17	1199.231	Oh , alright . 	
C	1197.344	1209.98	Hey but uh I think you'll agree that uh that we that now we have this uh screen , it's it's very uh not practical to ha to consider this after we have designed the entire thing . 	
D	1210.152	1210.939		
A	1210.24	1211.79	Yes , but I just got it . 	
C	1211.696	1214.66	Well that's pretty uh l 	
B	1212.9	1216.86	Why why don't we replace the titanium with uh 	
D	1214.93	1219.12	That is pretty stupid . 	
C	1215.97	1218.528	N not very practical . Well 	
B	1217.92	1223.71	plastic coloured titanium , uh titanium-coloured plastic ? 	
A	1221.82	1222.24	Who ? 	
D	1224.067	1235.3		
A	1226.47	1228.34	You want to dump the titanium ? 	
B	1229.38	1232.45	Yeah well if we uh we we have to get cheaper . 	
A	1232.91	1235.08	And make all plastic , then we ha then we're there . 	
C	1237.577	1240.326	But I'm n I don't agree . I think 	
B	1239.31	1244.29	But then we we've got to uh run through the eval evaluation process again . 	
A	1240.76	1249.16	Th then you have a ugly , stupid , l ugly looking , dumb remote that that no-one would buy . 	
B	1247.46	1248.27	Ah no no . 	
D	1248.784	1249.376		
B	1249.37	1251.55	It's not ugly looking . The looks remain the same . 	
A	1251.65	1252.46	No , I don't think so . 	
D	1252.68	1252.82	Y 	
B	1252.76	1253.74	Well , I do think so . 	
C	1253.14	1257.136	I think the titanium just uh provided the the tough look and the and the 	
A	1256.32	1259.312	Yes . And the feel , and th that it is strong , and 	
B	1257.187	1258.64	feel . 	
