Found 4 args.
Observation: ES2004b; Result size: 487; atts: 4
$s@who	$s@starttime	$s@endtime	$s	
D	782.79	783.21	'Kay . 	
C	782.92	783.7	Yeah sure . 	
B	788.55	790.91	Ooh , it's vibrating , that's strange . 	
B	792.6	793.39	Oh , God . 	
B	802.68	803.36	Right , okay . 	
D	803.09	806.53	Have I got to keep this here ? Does it matter ? 	
A	803.45	804.683	I think you'll have to 	
A	805.44	806.614	You can't 	
A	807.27	809.5	It'll have to this can't be pulled . 	
D	808.75	820.832	I'll have t I'll have to move it won't I ? Uh , whoops . Will it manage ? Bit more , oh dear . 	
B	809.59	811.03	We just do the best we can . 	
A	813.0	814.24	You'll have to push it a bit more . 	
A	817.97	818.22	Yep . 	
A	819.28	820.28	Yeah this is more than enough . 	
C	826.6	828.31	There we go , I've got a bit more of the cable . 	
A	827.03	827.85	Okay . 	
D	828.11	829.412	Oh . 	
B	828.469	830.022		
C	830.72	830.98	There we go . 	
D	831.36	832.35	Is that okay ? 	
A	834.36	835.5	Yeah I think you can pull it out now . 	
D	836.79	839.9	Thank you , just pull it closer a little bit . 	
A	837.904	838.96		
C	840.09	843.98	Uh you should be able to and yeah , there you go . 	
B	841.3	841.97	Yeah , you might . 	
D	841.71	843.87	Get it right over , okay , thank you . 	
B	843.75	843.92	Ah . 	
B	844.9	845.43	Look at that . 	
D	845.63	876.26	Okay , um , I'm going to look at the functional requirements from the marketing point of view and uh obviously our starting point with marketing is always market research . Um , so that's where we started , we used our our usability lab , the company's usability lab , we did our usual selection methods to get a cross-section of the general public , male and female , all age groups from fifteen upwards and um we observed them in the lab , just their general use of the remote control , you can see we had a hundred subjects there . 	
D	876.331	895.59	Our findings , lots of findings , I've just summarised some of them here . The overall thing which I've I've got at the top there in italics is that users dislike the look and feel of current remote controls , so it has obvious design implications there . Um , we found that seventy five percent of users find most remote controls ugly . 	
D	896.95	927.83	Eighty percent would spend more money when a remote control would look fancy , we were quite surprised by that finding , but um that's quite a high proportion of our our , you know , international target group are prepared to spend more money for something that's a bit nicer looking . Um , current remote controls do not match well with the operating behaviour of the user overall . For example , you can see below there , seventy five percent of users zap a lot , so you've got your person sunk back in the sofa channel-hopping . So again there's power implications there . 	
A	922.62	922.74	Yeah . 	
D	927.927	943.05	Um , fifty percent of users only use ten percent of the buttons , so again a big design issue there . Um and possibly we can also cut back on cost if we don't have so many functions actually on the remote control . Um 	
D	946.9	975.21	the biggest frustrations that people found with regard to personal preferences were um something that you you mentioned earlier , uh remote controls are often lost in the room , it's a slipping down the back of the sofa type of thing , uh fifty percent were were particularly frustrated by that . Uh thirty four percent of people take said they take too much time to learn to use and I think that ties in with the um the previous finding of people only using ten percent of the buttons , they just can't be bothered to learn about the other functions . 	
D	976.07	1026.45	Um , um slightly more than a quarter of people said it was bad for uh repetitive strain injury . You know those small movements of the remote control can lead to kind of shoulder and elbow problems . Um the vast majority of the thirty five and under age group would like um a liquid crystal display and speech recognition , again that was to aid I think in uh when they've lost the actual remote control , some kind of speech recognition . Something we didn't put to them , but which I'm thinking of now is um even if perhaps the lost control can give off a bleep every now and again til you find it or a flashing light , possibly . Um , that trend reverses in the older age groups . So thirty fives and unders who would like those two features , that kind of evens out thirty five to forty five and in the older age group it kind of reverses , they're not so bothered with this . 	
D	1027.243	1036.14	I had marvellous tables and things that I could show you , but I think I'll just keep it simple , if there's any more information I can email you extra details , is that okay ? 	
A	1027.78	1027.96	'Kay . 	
C	1031.881	1032.693		
B	1034.61	1036.31	Okay . Yeah . 	
A	1034.766	1036.51	That's fine . 	
C	1035.23	1035.74	Okay . 	
B	1038.69	1040.58	Right , um 	
C	1039.01	1039.27	Huh . 	
B	1041.72	1044.86	we have new project requirements , um 	
B	1051.11	1061.486	we're not going to be using teletext , um apparently the consumers consider it outdated with the internet now . Um 	
A	1054.19	1054.57	Okay . 	
B	1062.4	1078.44	our control is only going to be for T_V_ , it's not going to be a combined control , which limits you know all of the different things that it limits the cost for us , but it also makes it easier to understand for the consumer . 	
A	1074.54	1074.9	Mm-hmm . 	
D	1076.84	1080.59	Mm-hmm , so can we not programme a video with this remote control ? 	
B	1080.57	1091.8	It says for T_V_ only , so looks like it's just yeah , I think maybe Sky things like that might be incorporated into it , but 	
D	1084.48	1085.36	Just channel-hopping . 	
B	1094.192	1102.13	I don't know , what do you think ? It just said , for T_V_ only . But I mean , general T_V_ controls do do video as well . 	
D	1097.68	1099.31	Would that imply video use ? 	
C	1099.29	1100.99	T yeah yeah . 	
C	1103.65	1105.87	I d well I dunno 'cause uh the w if you've g 	
B	1104.44	1108.88	I mean you bu well som you get com you get combined T_V_ and videos don't you ? 	
C	1108.34	1122.32	Yeah . If yeah and if you got if you got a Sky box , they have one of those plus boxes , you can record straight off the T_V_ anyway so on to on to like the T_V_ hard drive or so . 	
D	1108.66	1110.06	Mm-hmm , yes . 	
B	1117.94	1118.4	Mm . 	
B	1122.45	1127.0	I think we assume that it's still got play and stop functions and programming . 	
D	1125.85	1126.51	Yes . 	
A	1126.272	1133.87	Anything about that on the market research or something like regarding whether people want a combined something like that ? 	
C	1127.26	1127.68	Yeah . 	
D	1134.29	1156.69	Um we didn't really look into that but remember we found that finding that most people only use about uh ten percent of the buttons , I think th th those do tend to be the basic channel-hopping things and on and off for the video , fast-forwarding , so on and I think it's sort of general knowledge that people do find programming their videos a nightmare . So I don't know if that's something we need to look at . 	
B	1140.58	1140.9	Mm . 	
A	1140.9	1141.29	Ten perc 	
A	1142.71	1143.06	Mm-hmm . 	
C	1146.25	1146.53	Yeah . 	
A	1154.29	1154.66	Okay . 	
B	1154.47	1155.08	Hmm . 	
C	1155.83	1166.33	Ju um just as an idea on the uh speech recognition thing that pr it'd probably be quite expensive to incorporate an entire speech recognition thing and they're not that great anyway . 	
D	1159.75	1160.27	Mm-hmm . 	
A	1162.44	1162.7	Pens 	
D	1165.82	1188.99	In fact I've just called up that table there , we asked those two questions , the table relates to both questions , so we didn't differentiate . Would you prefer an L_C_D_ screen , that's multi-function remote and would you pay more for speech recognition in a remote control ? So you can see how the the yes no sort of varies across the age group there , and a substantial number of don't knows in the older age group , I think that's just general fear of new technology . 	
C	1167.64	1168.44	Alright , okay . 	
C	1176.6	1177.63	Alright , okay . 	
B	1182.36	1182.72	Mm-hmm . 	
C	1182.75	1183.07	Yeah . 	
B	1188.44	1190.2	Yeah , bu 	
C	1188.63	1200.8	Yeah but um on on that again I just thought 'cause you can get those key chains now and you whistle and then it'll let off a loud noise to let you know where it is so I thought that could be quite a 	
A	1189.31	1189.66	Mm-hmm . 	
D	1196.31	1197.03	Oh yeah . 	
D	1199.17	1200.03	Right . 	
B	1200.74	1217.84	We do have a budget limitation that we can't control ourselves , so I think when we can take a cheaper option which still does the same kinda thing um because it is something I it needs to be the thing that you 	
D	1210.12	1210.55	Mm . 	
B	1218.65	1237.12	use to find it needs to be something that you don't lose , you were saying whistling , maybe on the T_V_ you could put like a pack on the T_V_ or something so you can't see the remote , you go and press the button on top of the T_V_ and it beeps and you're like oh okay it's over there , something like that , but that's that sounds a lot cheaper to me . 	
C	1222.04	1223.39	Yeah . Yeah . 	
D	1232.06	1232.55	Yes . 	
C	1232.15	1232.45	Yeah . 	
A	1232.39	1232.88	Okay . 	
D	1233.66	1234.69	That's a super idea . 	
C	1234.92	1237.15	Hmm . Yeah . 	
D	1237.49	1237.95	Yeah . 	
B	1238.0	1252.53	Um the third thing was that we have to make sure the corporate image is very much incorporated into the handset . Um so we want logo , we want um 	
B	1254.9	1258.56	fashionable , trendy , I mean what you were talking about with the marketing . 	
B	1259.31	1263.71	Um , people paying more for it to look good . 	
B	1264.92	1267.81	Um , we need to focus on that as well . 	
D	1267.35	1299.67	Yes , further market research will be needed to kind of focus on what that is , it's gonna be different for a fifteen year old th for somebody who's sixty and also across the world if we're aiming at the international market . What is um attractive to a trendy New Yorker and what is attractive to a retired South African , I dunno , you get the idea . It's it's gonna vary around the world . At the end of the day , th the engineering design is one thing , it's the user interface design that may and th the sort of you know fashionable aspect of it we might have to change for different markets round the world . 	
B	1273.88	1274.46	Yeah . 	
B	1283.54	1283.98	Mm . 	
C	1294.12	1295.03	Yeah . 	
B	1299.75	1300.24	Yeah . 	
A	1300.21	1305.39	So are we talking of a single model or maybe five , six designs ? 	
A	1306.29	1306.56	Sure . 	
C	1306.3	1312.04	Well y yeah you could you could have a number of different designs I mean inside they'd be essentially exactly the same . 	
A	1308.81	1309.0	Alright . 	
A	1311.92	1312.16	Right . 	
B	1312.25	1312.61	Mm-hmm . 	
C	1313.27	1317.16	Just yeah , yeah . 	
A	1313.49	1316.65	The features could be same and the body could look slightly different . 	
D	1313.86	1314.19	Yeah . 	
D	1316.47	1316.75	Mm . 	
A	1318.07	1318.64	So 	
B	1320.38	1334.69	What about you were talking about the buttons , um the controls that are coming out now have kind of big , rubber buttons , not tiny little one , big , rubber buttons , but what about , I mean , 'cause we got to make it original , 	
A	1323.05	1323.26	Yeah . 	
C	1335.28	1335.94	'Kay . 	
B	1336.2	1337.36	what about 	
B	1338.69	1342.01	um you know with the touch screen computers 	
C	1340.69	1344.62	Yeah , yeah that's what I was just yeah . 	
B	1343.34	1353.942	yeah ? Um so you it's like a little panel that you touch rather than a button which shouldn't wear out as much either , not sure about the 	
C	1352.9	1356.256	No , well no 'cause you wouldn't have to you don't actually have to press them you just 	
A	1353.22	1354.146		
B	1355.18	1370.75	You don't have to press it , you just have to put your thumb onto it . Um , think that might appeal I'm thinking kind of Japan , I'm thinking uh young , um office people , trendy kind of a thing . 	
A	1356.831	1357.858		
C	1357.49	1357.84	Yeah . 	
D	1366.52	1368.18	Mm . Mm-hmm . 	
C	1369.74	1370.17	Yeah . 	
D	1370.01	1372.51	Yes it will appeal to sections of the market def 	
B	1372.06	1385.648	Um , but quite , um , easily labelled so that anyone can oh yeah that's obvious what that's for and it's not daunting to maybe the older generations , um 	
D	1380.31	1380.86	Mm-hmm . 	
D	1383.37	1384.95	Mm-hmm , mm . 	
C	1384.1	1406.031	Mm . But also er ergonomics as we're saying with the different designs , ergonomics uh there's sort of physically different things 'cause um if you've ever seen the X_ Box they had to make two different sized controllers because people in Japan wouldn't buy it because the controller was physically to big because um 	
B	1402.84	1403.57	Were too big . 	
C	1406.93	1423.76	they're c uh just generally Japanese people have smaller hands so they couldn't get round the controller which is uh so if you I don't know what 'cause you obviously you can have bigger buttons for some countries or something and smaller ones for others . 	
B	1410.76	1411.12	Mm . 	
A	1424.36	1434.27	Yeah , uh maybe to as uh it it was indicated that uh uh risk uh of uh repeated use , the injuries , maybe a touch screen could be a better option for that . 	
C	1433.94	1435.73	Yeah . Yeah . 	
A	1436.72	1452.86	So , a bigger b okay so y you're dividing designs based on not only segment age groups , you're desi uh dividing it according to the countries also , the market . Maybe for U_S_ and all you can have a slightly bigger remote control and maybe in Japan and all you need to have a small , yeah . 	
D	1445.71	1446.05	Mm-hmm . 	
C	1449.05	1449.47	Yeah . 	
C	1452.19	1452.97	Hmm . 	
B	1452.56	1465.4	I think we have to design one product and then the company can take it wherever they want to uh in the sense that they can make it smaller , or they can make it bigger or they can change the features slightly , um . 	
C	1454.52	1454.71	Huh . 	
C	1456.0	1456.55	Yeah . 	
C	1461.7	1462.16	Yeah . 	
D	1463.76	1464.14	Mm-hmm . 	
A	1464.74	1464.95	Mm-hmm . 	
D	1465.28	1469.51	Th the internal d engineering design has got to remain the same , yes , absolutely . 	
B	1467.96	1477.15	It's gonna be the same , so we need to focus on just one thing , not get bogged down in lots of different um possibilities , um . 	
C	1471.32	1471.69	Yeah . 	
D	1471.32	1471.64	Mm-hmm . 	
D	1475.77	1476.17	Mm-hmm . 	
D	1477.56	1494.85	I'm concerned , when you read the the R_S_I_ issue again , repetitive strain injury , I don't think just moving your finger around on a small screen is going to deal with that enough , I think that is still a kind of a question mark issue how we deal with that . Um , R_S_I_ tends to be caused by repetitive small movements . 	
C	1491.38	1492.01	Yeah . 	
D	1496.07	1501.79	I'm j I really can't get my head round this one , this may have to be postponed to a future meeting but it's something we should think about . 	
C	1498.23	1498.64	Yeah . 	
C	1501.92	1513.05	I yeah I was just thinking about how you could combat that 'cause without without doing something where you have to move your arm around to change the channel and it becomes yeah . 	
D	1504.62	1505.0	Mm . 	
D	1510.52	1513.22	I know , and it becomes ridiculous , yes I know . 	
B	1512.86	1519.74	Or a speech recognition , which is extremely expensive , I think that's the only way that you kind of avoid 	
C	1514.24	1517.23	Yeah , speech recognition , but yeah . 	
D	1514.44	1514.64	Yeah . 	
D	1517.26	1517.82	Yes . 	
D	1519.63	1520.01	Mm-hmm . 	
B	1520.84	1521.77	that kind of issue . 	
D	1522.11	1528.75	Do we have to initially um , you know looking at the findings here , focus on 	
D	1530.2	1538.03	a younger age group initially and then broaden out the market later . Do we really have to go for everyone right away ? Um . 	
C	1537.12	1537.34	Mm . 	
A	1537.5	1539.4	We could focus on the biggest market . 	
D	1539.65	1540.2	Mm . 	
C	1540.22	1541.515	Ge uh 	
A	1540.4	1543.64	If say people between age group of twenty to thirty five are the biggest market ? 	
D	1542.65	1547.87	And when we've been throwing up our ideas we're automatically talking about business people , young people , trendy people . 	
B	1547.52	1550.02	We are we're talking about um 	
B	1552.03	1579.83	the type of company that we're working for as well . That they want um it to be fashionable , they want it to be trendy and you wouldn't automatically assume associate that with the older generations . Now with the baby boomers , the older generations are actually larger , they have a greater population than us young people , but I don't think we're focusing on that , I think we are focusing on a sort of mid-range um , 	
D	1554.496	1554.8		
D	1564.53	1564.93	Mm . 	
C	1571.95	1572.37	Yeah . 	
A	1572.74	1573.04	Mm-hmm . 	
D	1573.4	1573.94	Mm-hmm . 	
D	1578.56	1579.18	Mm . 	
B	1581.24	1583.61	business kind of class type people . 	
D	1582.61	1593.35	Mm . I'm just thinking of budgetary issues too , for when it does get to the sort of broad scale marketing stage , we want to , you know , not waste money , not be profligate and uh 	
B	1592.2	1592.61	Mm-hmm . 	
D	1595.38	1602.76	you know focus on where the idea will be taken up , first it's most likely to be taken up first of all where the main purchasing power is coming from for a product like this . 	
B	1604.71	1616.12	Okay , so the remote control functions . Um we've got the T_V_ , we've got the video , now there's um 	
A	1612.5	1612.81	Mm-hmm . 	
B	1617.5	1623.92	I can't remember what it's called , the little code at the end of programme details , yes . 	
C	1622.4	1623.51	Video plus . 	
B	1625.8	1637.55	We could use that as an alternative to programming in times , things like that , is that I always found that really easy when I discovered it , um 	
C	1631.98	1633.15	Yeah yeah . 	
D	1635.41	1635.6	Mm . 	
A	1636.65	1636.89	Mm-hmm . 	
B	1638.84	1658.77	because you've got your general record anyway so if you there's a programme on you want to put record on , that's fine , but if you do want to tape something in two days time and you're not sure if you're going to , you put the number in and it's just a number , it's not a date , it's not a time , it's not a channel , it's not when it finishes , it's not anything like that , it's just a number . 	
C	1647.81	1649.11	Just whack in the number . 	
C	1656.87	1665.55	And you w yeah . And you wouldn't you wouldn't need uh a whole host of extra buttons for that , you just need one 'cause you've already got all the numbers there anyway , yeah . 	
B	1662.48	1662.86	No . 	
B	1664.23	1666.41	You've already got the numbers for typing in anyway . 	
D	1665.69	1670.39	Right , I've not come across that function but it sounds wonderful . 	
C	1668.912	1669.392		
B	1669.4	1694.55	It is after um if you look in the newspaper , T_V_ guide or any T_V_ guide there's a five , six digit number afterwards and that's the number you put in and it's recorded that it's going to be on on Tuesdays at ten o'clock on the seventeenth so you don't have to worry about dates and you don't have to worry about times , um and it has been around for quite a long time . 	
C	1671.85	1672.803	It's not 	
C	1675.91	1676.4	Yeah . 	
D	1679.6	1680.27	Ah , hmm . 	
D	1690.16	1690.56	Right . 	
C	1693.47	1699.12	It's been been around for a long time it's just it's not very well advertised as to how to use it and things . 	
B	1697.12	1702.881	No it's not um but I think if awareness was kind of brought to the forefront about that 	
D	1698.1	1698.61	Superb . 	
D	1700.76	1701.18	Mm . 	
C	1702.08	1714.57	Mm . Though if y if you've got something like Sky anyway you can just click on it you can just press the button on the programme once and it'll record that programme when it's on and you press it on it twice and it'll record the whole series . 	
D	1702.49	1703.17	Yes . 	
B	1711.46	1711.79	Mm . 	
D	1711.5	1712.21	Right . 	
D	1714.61	1716.36	Excellent , mm-hmm . 	
C	1716.08	1722.03	So that yeah . But just to have that function would be would be really good . 	
D	1717.78	1718.01	Mm . 	
D	1720.74	1721.28	Right . 	
B	1722.21	1722.992	Okay so 	
D	1723.2	1769.14	Can I just run this past you while it occurs to me , I don't mean to quickly jump from one subject to another , but just discussing the different age groups and targeting the different age groups it occurs to me , to produce our own mobile phones , that that's kind of what led us on to comparing T_V_ remote controls with with their design features , um , chain companies like Carphone Warehouse , you can pop in anytime with a phone that you bought for them w if you've got any problems with it and they'll fix it , they'll phone the company , you can use their telephones . Is it worthwhile with with our retail outlets having a a similar um kind of service so that if older users were deterred from buying this , if they know they can just pop into one of our high street outlets , th you know , which button is it I press for this ? Th as free as a free aspect of our service , would that not make it more attractive to them ? 	
C	1747.48	1747.84	Yeah . 	
B	1748.56	1748.98	Mm-hmm . 	
C	1769.22	1794.512	Mm . But the only problem is that with a mobile phone you signed for a contract so they um the companies who uh who you deal with have actually they've they've got an obligation to to help you out and also I mean it's it's fair enough to have some sort of help service but I I'm not sure how much the cost would be of having 	
B	1770.619	1771.41		
D	1782.86	1784.38	Mm . Mm-hmm . 	
D	1793.81	1794.4	Right . 	
B	1794.43	1800.41	The functionality of it in the sense that you're sitting there , you're pressing this button and your T_V_'s not doing it . 	
D	1800.71	1801.17	Alright . 	
B	1801.25	1805.92	Taking your T_V_ and your control and saying look this is what I'm doing , it's not working , what should I do ? 	
D	1802.512	1803.54	Yes 	
A	1804.128	1805.567		
D	1804.704	1816.22	If it was something as simple as you couldn't change the channel , but I mean for if there were any more or are we absolutely definite it's only gonna be for T_V_ and video , we're not gonna put any okay , just a thought . 	
C	1805.98	1806.906		
C	1813.45	1814.128	Yeah , I mean 	
B	1813.66	1816.128	I think so . Um 	
C	1816.39	1820.14	I mean instru instruction books I feel c I reckon can cover that . 	
B	1818.27	1836.34	Instruction manuals . But I mean they're there's customer service , there will be a customer service number thing that you can phone up and speak to and that way there's no call out charge , there's no extra , t the person has to walk to a shop on the high street , um . 	
D	1819.52	1820.01	Okay . 	
C	1823.19	1823.96	Yeah . 	
C	1825.4	1826.49	Department , yeah . 	
D	1825.64	1826.08	Mm-hmm . 	
D	1828.43	1829.0	Sure . 	
D	1832.9	1833.35	Mm . 	
A	1833.96	1843.27	Right . I think it will be too much of an effort for a person to for a phone maybe he might walk down the street , but for a remote he will just refer to the manual and all that . 	
D	1834.89	1835.16	Yeah . 	
C	1839.56	1840.04	Yeah . 	
D	1841.9	1845.5	Not for such simple functions because we're focusing on that , yes okay . 	
C	1842.29	1845.1	And they're yeah , they should be f yeah . 	
B	1844.07	1879.22	Mm . But we should focus on making the manual as user-friendly as possible because a lot of them are just tiny little writing and lots and lots of pages . It does , you just put it in the drawer until something goes wrong and then you try and search through it , so that should be something we think about . Um , what other functions ? We need I'm not sure if we need a design um decision now , but we should think about c 'cause you've got the dilemma between oh batteries , that's what I was thinking about . Mobile phone batteries , what kinda battery is that ? 	
A	1847.51	1847.87	Simple . 	
D	1848.6	1849.14	Mm . 	
C	1848.94	1849.2	Yeah . 	
C	1850.92	1851.67	Yeah . 	
