Found 4 args.
Observation: TS3009b; Result size: 810; atts: 4
$s@who	$s@starttime	$s@endtime	$s	
C	270.95	271.19	Mm-hmm . 	
A	275.12	279.16	Um now the new project requirements , I'll just show them . I got this mail 	
A	281.61	288.45	from uh our bosses . Well , teletext goes out . We will not use teletext . 	
B	286.97	287.11	Oh . 	
D	288.89	289.18	Okay . 	
A	289.84	293.68	Maybe a new sort of thing , but n but not teletext . Well 	
C	289.93	294.25	I I disagree , but uh it's not uh t it's not my place to disagree I guess . 	
D	294.725	295.227		
A	294.88	296.23	the second is a bit 	
A	298.21	306.44	sh pity because we just said we wanted to d include the D_V_D_ and they don't want it , because of our time we have for this project . 	
B	300.59	301.02	Oh . 	
D	303.96	304.32	Alright . 	
C	306.28	307.09	Oh , alright . 	
B	306.86	307.92	Oh , that's a shame . 	
A	307.54	314.81	So that's a shame , because uh especially for the third requirement we want to reach people under the thirty years . 	
A	316.39	329.46	Because uh we don't have those customers a lot at th at this point . Um well it's a bit pity because it's just those people want to have uh one remote control for all those technical devices they can uh reach it . 	
D	327.23	327.48	Yeah . 	
D	328.95	332.94	But let's forget about it . It's just time-consuming , so we uh have to go on . 	
A	330.87	331.2	Yeah . 	
B	331.856	332.384		
A	332.75	356.34	Well and uh our corporate image should stay rec recognisable in our products . So uh we have to uh use uh maybe a slogan , maybe a colour , and um Yeah well uh on our remote controls the design has to be uh , well as we already said a actually , uh familiar . Uh not only just uh the shape but also our company . 	
D	350.34	350.69	Yes . 	
C	358.35	373.61	Yeah , we are a real fashionable company . I read uh I read it on the I didn't know what company we were , but we we design uh especially trendy uh trendy trendy stuff . So it has to be uh a modern design . That's important to know , uh when you design a thing of course . 	
A	362.82	368.39	Yeah . Yeah . Yeah . 	
B	362.86	366.825	Yeah . 	
D	363.39	363.43	Mm . 	
D	364.8	366.4		
A	369.8	370.17	Okay . 	
A	373.56	382.14	Yes . I I uh noted uh our uh slogan that we have , our company . It's uh we mm put the fashion in electronics . 	
C	382.44	382.67	Yeah . 	
D	383.15	383.55	Right . 	
A	383.51	400.62	So maybe that's a slogan we can put uh somewhere on our remote control or something . Alright then um we're going to uh have three presentations . You want to start ? Oh you have to start ? I didn't see anything about uh who had to start . Well s then start . 	
B	387.46	387.83	Yeah . 	
D	391.29	391.53	Yeah . 	
C	393.6	397.045		
D	393.86	405.0	Yeah . I think I have to start . Oh no , no problem . I I just have to uh to think which file's mine , 'cause I was uh bit in a hurry . 	
C	397.815	399.49	The order ? No . 	
B	399.24	399.61	Mm . 	
B	403.83	404.533		
A	404.97	406.202	Okay . Well uh 	
D	406.81	408.16	I think it's this one . 	
D	409.32	410.08	But I'm not sure . 	
D	414.213	414.782		
A	419.072	421.95	You already uh opened uh PowerPoint . 	
D	420.35	422.3	Hmm ? Yeah . S 	
D	423.25	423.63	Right . 	
B	424.656	425.008		
D	425.43	435.79	Yes . This is it . Well , I'm going to tell you something about functional requirements . Um to start with these points . Uh next sheet ? 	
A	426.12	426.37	Yeah . 	
A	430.49	430.71	Mm-hmm . 	
D	437.37	450.79	Um at first I tell you something about what people dislike about the current uh controls , because it's uh a smart thing to exclude those things . Uh , furthermore it's very important what they do like and what they do use . 	
D	450.93	467.6	Um then I tell something about um the most important issues . So we have to focus on those three thing three things . And in the end I'll um show you our target audience or our target product users , customers . 	
D	468.85	473.13	Well , um the first findings are that people um 	
A	469.862	470.532		
D	474.2	477.66	think most controls are very kind of ug ugly . 	
D	478.74	486.928	That's seventy five per cent of the current users . They don't like it , so we might think about fronts in that section . Um 	
D	488.42	501.12	They also say , that's about uh I thought it was fifty per cent , uh that more money will be spent on uh better looking controls . So it's very important that you design a a nice looking control . 	
D	504.89	511.79	Um the current user uses his machine just about 	
D	513.44	532.24	well all of the time for a few functions . Uh , almost every user uses it d the the control for just ten per cent of its capacity . So it's really important to make the the buttons for the common uh tasks kind of big or kind of uh flashy . 	
D	535.35	550.0	Furthermore , it's uh seventy five per cent of the users uh zaps a lot . Thus it might be uh might be smart to make a a big uh zapping button or something in the middle , so you can reach it with your thumb . Yeah , yeah right . 	
C	545.825	551.12	You can zap away . Yeah . 	
A	549.45	549.57	Yeah . 	
D	553.32	553.58	Right . 	
D	554.96	582.64	A lot of losers um users lose their controls in their in their living room . So it might be sensible to make some kind of a button on your television , that's your um your control beeps or something , that you can find this very easily . I dunno , maybe that's an idea . 'Cause it's uh a big I think fifty per cent of the users loses his its control , within the same room . So 	
C	557.075	561.528		
A	557.729	561.513		
B	570.22	570.6	Yeah . 	
A	570.553	575.91	Well 	
C	574.21	574.41	Oh . 	
C	579.803	580.7	Oh ? 	
B	580.399	582.33	Yeah . 	
A	580.56	597.12	It should actually uh It should actually be loose from the television , because it can also be used for other televisions . So if you deliver a small uh click-on device that you can put on your television , that bleeps to your remote control , everyone can use it . No you can click it on your television . 	
D	593.97	596.18	Yeah but what if you lose your click-on device ? 	
D	597.62	601.36	Yeah but if someone d somebody else uses it in ano other room or something ? 	
A	601.824	605.55	Yeah in another room , yeah . Well yes . 	
C	603.184	605.762		
D	603.99	609.44	Nee but it it specifically says it's uh the the control is lost in the same room . 	
B	604.529	604.964		
C	609.98	610.38	Mm-hmm . 	
A	610.32	610.54	Yeah . 	
D	610.78	611.296	So 	
D	612.32	631.55	Well a beeping device would be Uh furthermore the learning time is a problem . Uh thirty four thirty four per cent um thinks it's it's too uh too difficult to learn . So the the learning curve should be very short uh for the dumbest people should be able to use it . 	
A	612.92	614.61	Well we'll have a look at it , yeah . 	
B	631.013	631.516		
C	631.86	637.666	I think our uh user uh expert should also consider manual a manual for the remote , of course . Uh 	
D	637.08	638.56	Yeah but people don't read manuals . 	
C	639.07	643.78	I didn't read it ? Oh , alright . users to uh add one ? Do you think ? 	
D	640.17	640.58	No . 	
B	640.28	640.57	No . 	
B	644.82	645.602	I don't think 	
D	645.09	651.22	I think you should put more time in the in the design of uh pick up and use , than a manual . 	
B	648.04	648.45	Yeah . 	
C	649.98	653.21	Mm-hmm . Yeah alright . Because they don't use it ? Alright . 	
B	650.17	656.852	Yes you should You should could take a look at it and and and know how it how it's supposed to work . 	
A	651.4	651.52	Yep . 	
D	655.72	656.44	Yeah . Right . 	
A	656.19	658.84	Well there sh should always be a menu , but it c can be very short . 	
D	657.89	661.23	And it should be consistent with consistent with older remotes . 	
B	658.61	663.1	Yeah but nobody reads a manual about a remote control , I think . 	
A	663.72	664.53	Yes okay . 	
C	664.37	670.48	Well maybe for the If you don't recognise a button who d who d who do I call uh wh when I don't know it ? 	
D	664.82	665.21	Alright . 	
B	669.37	675.485	Yeah right . It sh it should be there , the manual . But but not to explain how the remote works . Only 	
D	674.86	683.07	And we don't have much time . So it's better to uh put our attention to the the design . So you can pick up and use it , than I think . 	
A	682.72	686.89	Well we are a design team , we can say to some uh writer uh make a manual point . 	
B	683.37	683.67	Hmm . 	
D	686.51	687.39	Yeah right , right . 	
C	686.542	689.98	Isn't it part of the of the u No . No . Never mind . 	
B	687.401	687.836		
A	687.61	688.04	So 	
A	689.59	691.55	Well we'll have a look . Um yes ? 	
D	690.56	709.792	Next point . Um R_S_I_ . Well that's about twenty per cent I thought . But uh the designer should uh take it uh should uh Wie zeg ik dat ? Yeah , consider the consequences of using your remote . It should be a good in your hand . 	
B	691.72	692.189		
C	704.53	705.47	Consider the m 	
C	708.01	708.34	Yeah . 	
C	709.64	709.91	Mm-hmm . 	
A	710.31	710.48	Yep . 	
D	715.08	738.752	Right , this is the most important part . Um , we're Like the requirements said , we're gonna specify of we're gonna target a younger audience . Um , that's about sixty per cent of the market , so it's uh quite important . Um research shows that they like to have a little L_C_D_ screen on their on their uh zapping uh device . Uh 	
D	740.34	750.77	I thought it was the age between sixteen and twenty , ninety nine per cent of uh the people like that . So it's very important we should definitely have that in our uh designs . 	
A	740.44	740.916	Well 	
A	751.03	758.224	Well with twelve Euro fifty as production cost , we can't uh afford an L_C_D_ uh 	
C	756.41	757.95	It's going to be expensive . Yeah . 	
B	757.19	757.5	No . 	
D	758.4	763.648	Yeah but they think it's really important . So if we want to s If we have a big 	
A	761.7	762.12	Yeah . 	
D	764.903	771.808	If we make lots of uh of the stuff , maybe we can uh buy it very cheap , I dunno . We have to uh 	
C	772.94	774.33	Well we'll uh consider it uh . 	
A	773.39	783.426	Well Yeah well uh it's your your task to uh look into the costs uh of those uh Nigh I know . 	
C	775.55	776.807	We'll think abo we'll think 	
D	778.13	781.632	Yeah , I don't know . I don't have any information on that . So 	
B	780.39	780.992		
C	780.64	783.43	No , we'll look we'll look into that later . Alright ? 	
D	782.88	790.631	Right . And uh another thing is uh speech uh recognition . They also like that , but research is very uh costly . So 	
B	787.673	788.343		
B	790.03	792.68	I think that's uh difficult to realise also . 	
D	793.2	794.208	Yeah , but 	
D	795.25	797.55	it it might be important for the sale . 	
C	797.06	799.17	We have very demanding clients . 	
A	798.34	802.199	It's not yet a standard uh development uh those so 	
B	799.12	799.312		
B	801.03	805.05	No and we have customers in multiple uh countries I think . 	
D	802.48	809.33	Well I do think L_C_D_ is more reachable than the speech recognition . So we might consider L_C_D_ screens . 	
A	802.92	803.16	We sh 	
A	806.35	807.37	Yeah absolutely . 	
B	806.81	807.14	Yeah . 	
B	810.454	811.84	No . 	
C	810.55	817.83	Yeah , yeah , alright . Well we'll consider both and and see what uh what what we can find , I think . We don't rule them out uh yet . 	
D	815.41	815.85	Alright . 	
A	815.57	815.77	Yep . 	
A	817.648	818.096		
A	818.71	818.97	'Kay . 	
D	818.72	822.144	Alright . Um , I think that's it . Um 	
A	821.64	821.9	Alright . 	
D	823.65	824.31	I think 	
D	825.54	826.9	it is sensible 	
D	828.62	833.55	to u uh to take this take these points into the notes . So you can Right . 	
A	831.93	832.4	Yes . 	
A	834.02	836.64	Well you I c I can uh still see your presentation . 	
D	837.18	838.27	Yeah . Right . 	
A	838.02	843.168	It's in the Well uh next um I dunno who is next . You uh got uh 	
C	843.08	845.26	Shall I give a technical talk ? Alright . 	
B	843.44	844.28	Oh you go . 	
A	844.76	846.33	Yes . Well go ahead . 	
A	849.783	850.688		
C	849.97	855.63	Well uh it is my task to uh explain uh or to point out a working design . 	
A	856.33	856.53	Yip . 	
C	858.256	863.69	We have that here . Okay , how do you enlarge it , so that you can have the F_ F_ five . 	
A	861.67	862.13	F_ five . 	
A	864.048	864.98	F_ five . 	
C	865.48	868.448	Yep . Well , the working design , that's my uh 	
D	866.44	870.928	Alright . Next button . 	
B	866.894	870.999		
A	867.992	870.857		
C	871.12	892.768	Well alright uh , you know who I am and what I do . So uh we have this . It's a bit uh unclear because I wanted to copy paste something . It was originally in black and white but it became black and purple . But I think you can read it . Um well um I think it's important uh for you to realise the basic function of a remote control . Uh well you can see uh 	
D	878.59	879.08	Oh right . 	
D	881.52	882.68	Purple . 	
B	882.628	884.94		
A	883.696	884.373		
D	883.72	885.25	Yeah , yeah , yeah . A bit . 	
D	892.7	895.56	Maybe you can select it . So it uh inverts . 	
C	894.062	895.267		
C	896.79	900.61	And I then can select I can select on the dings It goes to the next page . 	
D	898.96	902.37	the p the whole picture . Nah , uh never mind . 	
A	901.82	903.402	Click . 	
C	902.34	926.94	Well , you can read it , it's not too difficult . Meanwhile , this is a schematic uh um view of uh how a basic remote control works . You have uh basically uh the energy , the power of the of the remote control , uh and the sender , w which is the LED , the the the the the the the the the bulb that sends the the infrared beam to the , no , to the set . 	
B	903.57	904.71	Yeah , go ahead . 	
D	925.29	925.67	Yeah . 	
D	926.75	926.96	Alright . 	
C	927.55	947.73	And uh the source is of course the user . Uh the user interface is um uh the the the buttons of course . And the the user interface sends uh the the different signals of the different buttons to the chip , and the chip uh sends it to the LED , and the LED sends it to the receiver . That's the that's the basic idea . Very basic . 	
B	934.552	935.556		
A	946.52	946.74	Yep . 	
D	948.219	948.955		
C	949.91	965.31	Um well I have uh uh put it in a in in in a a couple of basic steps . Uh the remote uh is basically just waiting for a user to press a key . It does nothing until uh of course uh the key is pressed . 	
A	954.528	955.366		
C	965.98	989.89	The key a signal to a chip , uh the chip senses the connection . uh and recognise the key . So well you understand . The chip uh produces Morse code , um a specific code to indicate that specific button that is pressed , of course . And it uses transistors in the in the remote control to amplify and to send uh that signal again to the to the LED , which is the bulb , of course . 	
A	972.476	974.451		
A	983.056	983.475		
C	990.45	1003.46	Now the LED produces an infrared beam and signals the , well it's uh very simple , and signals the uh signals to the sensor on the T_V_ set , and the T_V_ set uh also recognises the the the signal , and performs the assigned task . 	
A	995.0	995.29	Yeah . 	
D	995.077	995.78		
A	1003.78	1013.099	So it is also why we have to have a button that says uh I'm now busy with a D_V_D_ uh if we had done that . And a button for T_V_ . So 	
C	1010.87	1029.681	Ah bu Yeah , but we don't . Uh we No no , but Yeah . Exactly . Uh well this is uh the basic uh function of a remote . I've some couple of pictures here . It's a very basic one . And uh if we if we're going to add an uh an uh L_C_D_ screen to it , it uh won't look anything like this , but 	
B	1012.565	1013.369		
A	1020.28	1023.963		
C	1029.83	1045.56	This is very basic uh basically the the shape of um of a remote control . It has uh very little buttons and But it it uh it's it's quite um Yeah , you can easily recognise the buttons . They're uh far enough apart and an anything . It's not very um 	
B	1035.514	1036.029		
B	1046.69	1048.11	High tech . 	
C	1046.83	1066.19	uh not very high-tech uh indeed , and it's not very user-friendly . Uh if you look at the shape , it's uh just a simple long box uh shape . So we have to uh change a little bit uh to that , uh so that uh it becomes more user-friendly , and that uh problems like uh R_S_I_ and uh those kinds of thing don't don't oc don't occur . Yeah . 	
D	1063.35	1063.82	Right . 	
D	1064.95	1089.22	Can I say something ? Um I have a table here about uh the l the relevance of the buttons . Uh the power button is used very much , channel selection , volume and teletext . Well teletext is not an option , so that uh But I think it's very important to make um the power , channel and volume buttons uh near to the thumb , so you can't have R_S_I_ uh consequences . 	
C	1078.35	1078.65	Mm-hmm . 	
C	1089.19	1092.935	Yeah , because they are the the most important buttons and you can immediately 	
D	1091.18	1094.78	Right . Make them big , make them easy to uh to press . 	
A	1094.18	1111.17	Well but but if you have um the most used buttons all in one place , and you keep making the same um well moves . But if y if you would put it at a different place , then you have to move your hands , and that's on of the things about R_S_I_ . 	
C	1094.73	1096.66	You don't have to look and and search for them . 	
B	1094.75	1096.423	You can also like 	
D	1096.95	1097.34	Right . 	
D	1103.72	1104.72	Yeah , right . Right . 	
B	1103.75	1106.702	Yeah , I was thinking you can 	
B	1107.941	1108.677		
D	1109.72	1112.78	Yeah , that's right . That's right . That's right . We 	
B	1109.89	1113.332	Are some of the the the um 	
C	1112.37	1115.97	Well you you can't have any uh every button under the thumb , of course . 	
A	1115.52	1121.24	No but the most important buttons m maybe you can just put them a bit apart so you would 	
D	1116.03	1116.288	But 	
D	1119.9	1122.969	Yeah . That's very important . And 	
A	1122.21	1124.3	reject R_ R_S_I_ R_S_I_ . 	
B	1123.7	1137.18	Maybe you can make , for for channel changing , two little buttons on the side of the remote , so you can just do like this . Like some uh little uh Gameboy things or some Hmm ? 	
A	1132.59	1136.31	Yes I've saw that on m on mi mobile telephones they also have uh those buttons . 	
D	1135.18	1141.71	But is that is that useable ? Do people , uh when they pick up a remote , know that they have to do that ? 	
A	1140.752	1141.154		
D	1143.25	1149.52	It's a f it's a new feature , you can make make a double feature l like a button on the top and under it . 	
B	1143.47	1144.017	Well 	
A	1144.34	1145.316	Well it it's 	
C	1145.14	1145.45	Yeah . 	
B	1145.74	1147.064	Yeah alright , but 	
B	1149.29	1155.77	Yeah , but if you s say them up and down , they they'll understand it , I think . Eighty per cent would . 	
A	1149.49	1153.288	Well also i if someone puts picks up his uh remote 	
A	1154.9	1168.58	Yeah . If someone puts up i uh picks up his remote , and he picks up it he he touches the side then he's a already on the next channel . That's very irritating , I think . Well . No . 	
C	1155.11	1156.62	Well , . 	
D	1160.91	1164.85	Yeah , he feels it immediately . Yeah , that's right . Yeah . 	
B	1162.33	1162.92	Yeah that's true . 	
B	1164.82	1166.044	Yeah but 	
D	1165.88	1168.64	Right , continue . Sorry . 	
C	1166.79	1183.78	But in e in any case the the basic function should be uh indeed , and as you say at the thumb . I think that's a good idea , and uh and that the less important uh buttons , like the the the different channels , uh the numbers one two three four five as well , should be uh yeah well not in reach , because uh they don't use it uh all the time . 	
C	1184.36	1195.54	Well it's uh pretty pretty basically uh as you said . And I have some pictures of the inside workings , but uh I don't want to get too technical , because uh that's not uh very uh useful for you . 	
A	1186.0	1186.21	Yep . 	
A	1191.36	1191.66	Mm-hmm . 	
D	1194.36	1195.12	Yeah , that's right . 	
A	1194.421	1197.459	That's your part of the job . 	
C	1196.1	1209.89	So yeah exactly this is uh how it uh looks from the inside . And uh well that's about it I think . Oh yeah , I still have this . Oh I had to delete this , but I had to make a schematic uh of the of the new But I had too too little time , but uh don't uh 	
A	1199.67	1199.84	Yep . 	
D	1205.4	1205.63	Alright . 	
A	1206.576	1215.85	Okay . Well we understand . We understand . Oh right , no . 	
D	1207.424	1209.024		
B	1209.426	1210.33		
C	1211.22	1217.31	don't look at it please . I I think it's it's clear uh how it works . Alright . That's the most important thing . 	
D	1212.18	1212.48	Alright . 	
D	1214.02	1214.83	Yeah , it's clear . 	
A	1217.36	1217.92	Nice . 	
C	1218.68	1219.839	Alright . Uh 	
A	1219.01	1221.76	Then uh Mike can uh give the third presentation . 	
A	1224.85	1228.032	How late is did we start his presentation uh ? 	
C	1224.87	1225.52	Right . 	
D	1226.962	1229.33	I dunno . I think uh w 	
D	1230.61	1231.58	About twenty minutes ago ? 	
A	1230.62	1232.09	Wha Yeah . 	
A	1233.18	1239.94	Well then we have still the time , so But we do have to come to a decision , right later on . 	
D	1233.18	1235.534	Losing time losing time . 	
D	1238.77	1240.054	Yeah right . So 	
A	1241.24	1244.307	So 	
B	1241.44	1241.76	Mm . 	
B	1245.09	1250.43	Well I thought um everybody on the website uh would see the same thing , but 	
D	1250.98	1251.76	I don't think so . 	
B	1251.37	1253.47	obviously that's not the case . 	
C	1254.16	1258.94	Yeah , uh there are different uh We have all have different home pages , with different links . Yeah . 	
A	1257.71	1258.18	Oh yeah ? 	
B	1257.94	1258.31	Yeah . 	
D	1258.83	1259.28	Yeah right . 	
A	1259.59	1259.8	Uh ? 	
B	1260.04	1263.863	For instance you couldn't see this . 	
A	1263.008	1264.99	Okay , yeah well . 	
B	1264.85	1265.269	Um 	
B	1266.93	1270.38	Yeah . Well I'm Mike , User Interface Designer . 	
A	1269.68	1270.02	Mm-hmm . 	
B	1271.31	1272.702	The the method ? Well 	
B	1274.63	1282.68	I used my own experience with remotes , took a good l look uh at the remotes on the corporate website , which are these two . Um 	
A	1281.91	1282.51	Yeah . 	
D	1282.83	1284.0	These are already in use ? 	
B	1284.52	1289.126	Yes , these are from from another uh manufacturer . Um 	
D	1287.74	1288.8	Alright , okay . 	
B	1290.43	1296.43	This one is engineering-centred , so this one has the most functions and um things . This one is user-centred . 	
A	1297.31	1297.59	Yeah . 	
C	1297.35	1297.8	Mm-hmm . 	
B	1298.11	1298.782	Um 	
D	1298.2	1300.15	Well Yeah , me too . 	
A	1298.75	1302.24	I like user-centred . Yeah . 	
B	1300.49	1304.35	I like user-centr centred uh uh also the best . 	
A	1304.78	1305.71	We also do that . 	
B	1305.41	1306.014	Um 	
B	1307.89	1316.61	Well , I thought uh that we uh reduce the the option to control the D_V_D_ also , and teletext and that kind of stuff . 	
D	1317.01	1317.31	Mm . 	
B	1317.67	1324.961	Uh so I thought we we we would use more or need more buttons than this one . But 	
D	1323.49	1326.47	But we have to reject that , because of the requirements ? 	
B	1325.6	1332.428	Yes . Th that's why this mm is not relevant any more I feel . Um 	
A	1326.12	1326.44	Yeah . 	
A	1331.274	1332.64		
D	1331.28	1331.62	Alright . 	
B	1333.64	1337.12	I think this is about the maximum number of buttons uh we'll need . 	
B	1337.99	1344.753	I um I kinda like the shape . I think this is what we talked about . But 	
D	1337.99	1338.42	Yeah , right . 	
D	1344.49	1344.7	Yeah . 	
C	1344.714	1349.048	You can't really see uh the differ from different sides . But I think uh 	
B	1348.56	1351.483	No I've Well I showed it somewhere . Um 	
C	1350.94	1352.22	Uh you can draw it if you Yeah . 	
B	1352.486	1361.248	Oh yeah . I think we should go further with the idea of a removable front . So we can can uh yeah customise the 	
A	1358.16	1358.46	Mm-hmm . 	
A	1360.82	1369.36	Well absolutely , but i th they all have to have something about um the recognition from our company . So we cannot just uh 	
B	1367.81	1368.993	Mm ? 	
B	1370.18	1375.321	Yeah . It's a front . It's not the the whole remote that changes , of course . You can 	
A	1370.45	1371.28	make someone w 	
A	1373.55	1384.17	No but that's th the side they look uh look at is the front . So if y if you make a a front with just a a tiger on it , then uh our recognition is totally gone . 	
D	1374.7	1375.423	But it 	
B	1382.45	1382.71	Mm . 	
D	1384.34	1384.85	Yeah , that's right . 	
B	1385.24	1393.294	Or you can you can can put the same symbol on on every remote . So l like Ericsson does every uh 	
D	1388.25	1391.33	Yeah , that's a must . We must have that . 	
A	1390.24	1393.376	Yeah , we must . Yeah well and and 	
C	1390.66	1392.22	We can put it on the on the back side . 	
B	1394.02	1397.31	S something like this . It's recognisable . 	
A	1395.18	1395.61	Yes . 	
A	1397.75	1397.92	'Kay . 	
D	1398.27	1406.35	We can make a symbol of the company right here . And if you put a front on it , there's a hole on the front . So the symbol's always on Yeah . 	
B	1398.43	1398.986	Um 	
B	1401.5	1401.82	Yeah ? 	
C	1403.81	1406.11	Yeah , so that you don't replace the symbol , yeah . 	
B	1404.48	1406.82	Yeah yeah . Something like that , in the Yeah . 	
A	1404.73	1412.99	Yeah yeah yeah . Or the th the the lowest part of the remote isn't changed by the front . Those kind of things . Yes . Okay . 	
D	1409.36	1413.392	Yeah , yeah . But let's not focus on the front . 	
C	1410.09	1410.41	Mm-hmm . 	
B	1410.64	1410.84	Yeah . 	
B	1413.96	1422.416	Um Well so uh uh like I said I thought we'd we'd use more function . If we we had to include more functions . But we don't . So um 	
A	1422.41	1422.79	Mm-hmm . 	
B	1423.91	1434.448	Yeah . I think this is about the maximum number of buttons we need . Maybe some less . Like eject we don't need , and some other buttons we don't need . I think uh 	
D	1424.7	1425.19	Alright . 	
C	1433.67	1438.02	Mike , uh can you put uh that picture from me on the in the Word documents file ? In Map ? 	
B	1437.27	1445.696	Yeah , I will . I think uh for the remote um uh less is more . The less buttons the better the design . Um 	
A	1445.4	1445.58	Yeah . 	
D	1445.99	1447.08	Yeah , I agree . 	
B	1446.46	1448.09	We should go with that concept I think . 	
B	1450.33	1450.98	I know . 	
A	1450.94	1451.39	Alright . 	
D	1450.95	1479.04	I've I've got another point . Um there are two target audi audiences , and we've uh chose for the younger one . Um , research has shown that um it's a high interested uh in features . They are high high interested in feature . But they are more critical . Fo Yeah , critical . So The younger audience . So we must um must design uh a control that really speaks to the people . 	
A	1452.55	1452.81	Yeah ? 	
B	1458.39	1458.6	Mm . 	
C	1470.57	1471.65	The younger uh 	
C	1472.62	1472.89	Mm-hmm . 	
A	1479.92	1500.8	Well what if we um I at I at home have a remote that has um the most familiar uh buttons on the top , and the bottom side of the front has a little clip , a f a little uh You can click away and then you have f much more functions that most people don't use but s some do do . 	
D	1488.59	1489.02	Mm-hmm . 	
C	1501.31	1509.536	Mm-hmm . I think uh the most functions uh underneath that uh uh No um mm usually 	
D	1506.65	1507.79	Clip aren't used much . 	
A	1508.4	1513.686	Well but because you say they their features are important , they want m um a lot , but not 	
D	1511.33	1512.1	Yeah right . 	
C	1511.97	1512.428	But 	
B	1513.75	1519.279	Yeah , but what kind of features ? Like L_C_D_ screens and voice recognition . But I've 	
C	1515.02	1517.618	Yeah I think m most 	
D	1516.23	1517.38	Yeah but Yeah . 	
C	1518.72	1519.664	Most uh 	
D	1518.77	1525.37	Here , look at these numbers . The newest features are , like I said , are uh L_C_D_ and uh speech uh control . 	
D	1526.42	1546.06	Our audience , these people , are very like these uh features . You see ? So we must build in something , or they will to uh go to the concurrent . The concurrent ? Competitors , right . So , I do think we have to uh have some features . 	
A	1532.19	1532.41	Yeah . 	
C	1532.36	1533.75	Mm-hmm . Uh . 	
A	1538.16	1540.945	Competitors . 	
C	1538.54	1540.43	Yeah . Our competitor . Yeah . 	
B	1538.972	1541.19		
A	1541.776	1542.176		
A	1547.14	1564.97	Yeah . Well maybe w we could uh s On um some uh calculators you have lo those little little L_C_D_ th that you can click on or something , or that you can click uh out uh of the remote . And if if that's gives you a little bit of sta status information . Yeah . 	
