Found 4 args.
Observation: ES2004c; Result size: 521; atts: 4
$s@who	$s@starttime	$s@endtime	$s	
B	716.16	723.11	Expensive as well . What kind of price are we looking at for I presume the normal batteries are the cheapest ? 	
C	717.25	719.152	They're they're expensive , they don't 	
A	720.58	722.05	It's twelve point f 	
C	722.99	731.328	Yeah the normal batteries would be the cheapest I'd presume then it would actually be the the solar charging ones , um but the 	
C	732.43	748.5	It's i I think they're not very resistant to dropping , 'cause if you drop stuff yeah if you if you have y the size you'd need to charge a remote wouldn't be that big but I mean if remotes always get thrown around and stuff , so . 	
B	738.35	738.94	Solar . 	
B	740.29	741.615	Well they're not designed 	
C	749.9	751.89	Y I think yeah , practically . 	
B	750.02	751.56	Practical-wise okay . 	
C	753.65	760.57	I mean calculators you don't really throw around a lot whereas remotes you do , they can t 	
B	759.16	763.08	You do get a bit of wear but don't calculators have a battery in them as well ? 	
C	762.39	766.97	Yeah they do , they yeah they've got dual things , but they're the batteries are smaller I think . 	
D	764.48	765.05	Mm . 	
B	764.85	765.29	Mm . 	
A	767.24	774.61	Another question is like sorry . W w which one would last the longest , because we don't want customers to be like you know charging like a mobile phone every day . 	
D	767.35	767.99	Again it de 	
C	774.97	778.336	Mm . W m yeah so the 	
A	775.96	779.34	A remote control , like , so we have to s look at the life also . 	
D	777.13	777.27	Mm . 	
C	779.62	784.79	Yeah the the s if you if you had something du uh using the standard 	
C	786.0	797.83	batteries and the solar charging , um , I don't think you'd I think the it would d well you know how long the standard double A_s would last in or triple A_s would last . 	
D	796.5	801.6	It would just detract from the attractiveness of the of the whole feature , i it's not gonna add anything , okay . 	
C	799.32	801.95	Yeah I think i I think it would , yeah . 	
B	801.89	806.29	Okay , can we add in uh an attachment to closing feature ? 	
A	806.95	807.27	Okay . 	
B	807.99	814.336	Can we think about that ? 'Cause if we're doing the kinetic thing and it's 	
C	811.75	812.25	Yeah . 	
D	812.31	818.53	Shouldn't we do some market research on that first before we add it in because I I personally right , okay . 	
B	816.29	819.12	Well add it in to think about um 	
B	821.88	822.52	because , 	
B	823.7	848.17	where am I ? If it is the kinetic thing and it is small and it is portable and it is a different shape and the kinetic is something people don't do kind of we're doing something original and different um but if you wore it if it's something you could just clip on your pocket then you would have that less , you you wouldn't lose it so much . 	
C	832.63	833.01	Yeah . 	
C	847.23	847.63	Yeah . 	
B	849.51	852.71	But then maybe that's looking at someone who's just sitting on their own rather than 	
C	849.84	850.14	Yeah . 	
B	854.12	856.59	the eternal battle for control of the controls . 	
C	855.968	856.72		
D	857.15	863.69	It's not something that's come up in any of our uh focus groups and market research , it's not a thing that people are looking for 	
B	861.8	862.37	No . 	
B	864.04	864.52	Okay . 	
D	864.84	866.45	when we threw it open to the field yeah . 	
A	865.28	865.753	So 	
C	868.04	868.5	Okay . 	
D	868.04	870.2	But it's something to put on the side to think about maybe . 	
B	871.63	872.35	Okay , right . 	
C	872.2	873.29	Okay , well I'll move on . 	
B	873.37	873.7	Mm-hmm . 	
C	874.85	917.68	Um , my second part of my findings uh the mo most current remotes use this silicone uh P_C_B_ board which pr printed circuit board , which basically has these contacts that are really close together and then when you press down on the rubber button , it'll connect the circuit and each each switch is connected to two uh different legs on the chip and so sends a different message and that then uh gets translated by the chip into a code and then it's fired out of this L_E_D_ in the sequence of l on and off bursts . 	
B	918.16	928.079	What kind of things do we have to consider there ? Can we what kind of size , does it come in varying sizes or is it just one size and we would have to fit the design of 	
C	925.27	925.6	Well 	
C	927.14	930.13	well this the thi the thing about is um 	
C	931.57	962.16	they they can be as big or as small as you want them to be because you can you can print circuit board like that that it's it's simply spaced like that so you can have fit the n the size of the nine buttons in . If you if you see how thin the tracks are , you could you could s you could put them virtually right next to each other and have a much smaller switch on each one , if you if you wanted to but um the there is an option to do to do it like that , or you could have some sort of 	
B	945.64	946.04	Mm-hmm . 	
B	952.22	952.62	Okay . 	
C	963.59	967.536	array of switches which I'll speak about in the next bit so that 	
B	966.52	966.91	Okay . 	
C	969.08	1003.04	And then to uh yeah , so to conserve battery life the remote should be in a standby mode no while not being used . Now what I was thinking about that was 'cause sometimes when y when you have these things , they've got little lights on behind the buttons , so you can see what all the buttons are , like on a mobile phone , they do it more often than on a than on a T_V_ remote , but you could you could have lights behind the buttons and um after like five or ten seconds of not being used I'd have that turned off , if we decided to go for buttons that could light up . 	
B	987.44	987.82	Mm-hmm . 	
A	988.01	988.49	Mm-hmm . 	
A	1004.88	1005.47	Okay . 	
C	1004.91	1023.27	Um , the case material , I've a been sent what the factory can actually give us , the there's the plastic which I think we were gonna go for anyway as the main case case housing and 	
B	1020.85	1021.35	Mm-hmm . 	
C	1024.6	1056.5	the the main problems with the well you could go for wood but I think it would be a bit impractical . Titanium um very expensive just to process , which to make it is expensive , and rubber , well you're saying that people like this uh spongy feel this year , so perhaps uh some something made of rubber , but I was thinking more of the buttons , because the buttons which they've they've said 	
B	1038.2	1038.59	Mm . 	
D	1046.72	1047.07	Mm . 	
C	1057.86	1060.24	that they've they've put across 	
C	1061.53	1084.82	are what is used in some stress ball manufacture and it's meant to be anti R_S_I_ . I'm no I'm not sure how that would work because surely your fingers would still be moving over the short distances but that's what they said . Um the problem with the casing is that uh there's 	
D	1066.12	1066.43	Okay . 	
B	1069.34	1069.81	Mm-hmm . 	
C	1086.09	1109.2	quite um there's quite a few design restrictions that they've got on the shape of the case . If you go for titanium they can only do a standard box shape , whereas if you come to plastic they can they can be a little more they can they can do sort of curved shapes . But whether whether or not because we'd have it in two separate units 	
A	1111.24	1129.236	Second thing is yeah and second question is like , a mobile you can change the cover , you call it a skin or whatever . So in this case if you're looking at like a customer can change the colour like from green , parrot green to chilli red or something like that . So is that feature available in like uh titanium , or it's like only specific to plastic or 	
C	1111.37	1112.42	for the flip phone . 	
B	1111.47	1112.76	Hinged , yeah . 	
C	1116.01	1116.39	Yeah . 	
D	1121.34	1121.56	Mm . 	
C	1123.21	1123.83	Yeah I th 	
C	1126.8	1127.08	Uh . 	
C	1128.23	1151.0	Yeah in in titanium I don't I don't think it would be available at all really , the ju just it w well you could make it available in the titanium , it was just it would be so expensive to buy a new case for it , because of the expense of how much titanium is is it's light and strong but I think it should be left for aircraft design rather than for 	
D	1132.2	1132.29	Mm-hmm . 	
A	1141.18	1141.45	Mm-hmm . 	
D	1152.1	1169.79	It does mark quite easily too if you let it fall . I've got a mobile phone myself which is titanium and it does mark very easily if you drop it . I was just wondering if we make the basic mould out of plastic but have like a rubber cover that goes over , that would give the spongy feel , that also allows us to kind of have different fasciae for the phone . 	
C	1152.43	1153.12	for a remote . 	
C	1156.72	1158.51	Yeah , yeah . 	
C	1163.88	1165.12	Rubber , yeah . 	
C	1168.63	1170.09	And you can peel them off yeah . 	
B	1169.94	1180.85	So instead of the fascia that comes off being plastic , the fascia that comes off would be the rubber , like those pens that you get with the grip , that you can you can pull that off . 	
A	1169.98	1170.21	Yeah . 	
D	1174.31	1176.01	Like a rubber sleeve almost , yeah . 	
C	1176.03	1176.74	Yeah . 	
A	1176.08	1177.18	Something like 	
C	1178.32	1178.66	Yeah . 	
D	1178.54	1178.94	Mm . 	
A	1178.63	1180.68	Alright . That could be a good idea . 	
D	1180.98	1181.26	Mm . 	
C	1181.26	1181.61	Hmm . 	
A	1181.92	1183.95	It could it would be comfortable to hold on also . 	
B	1182.08	1182.52	Okay . 	
B	1183.71	1184.1	Mm . 	
D	1184.63	1188.37	Very cheap way of changing the look of it and people can just buy a new one if they want to . 	
C	1184.81	1184.91	T 	
C	1187.76	1188.24	Yeah . 	
B	1188.72	1192.63	Well that's been really popular with mobile phones so I don't see why not . 	
D	1191.82	1193.2	Mm . Yeah . 	
C	1193.73	1219.57	Also the just just going back to the interface designs with the buttons , the I kno we were planning to do some sort of touch screen . Now what I was saying before about instead of having you could have just a bare P_C_B_ circuit board and I'm sure you could probably get it in different colours and so just by touching it with your finger it'd make the connection 	
B	1195.06	1195.48	'Kay . 	
B	1202.8	1203.22	Mm-hmm . 	
C	1220.71	1249.58	over if you had them close enough , that would be one option . Um the second option th they offer rubber buttons , but I thought that an L_C_D_ type of screen 'cause one they're incredibly thin um and don't take up much space , two they you can have them in a sort of array and you can arrange the buttons on the screen in a sort of set thing and you could have them like a touch 	
A	1250.61	1253.104	Sorry I didn't get the last part , you're talking of 	
C	1250.92	1251.55	display . 	
C	1254.32	1255.584	Uh what what 	
A	1255.66	1259.979	Just what you said I I didn't get the uh meaning of it completely , you're saying like 	
C	1259.11	1278.27	Oh on the on the L_C_D_ screen you could becau you could fit it the problem with it basically is that it's flat and so you can't do lots of curve curved things with it , but um you can you wouldn't have with the L_C_D_ you'd have the wires coming off , you wouldn't have that with the 	
A	1261.19	1261.48	Uh-huh . 	
A	1268.12	1268.44	Okay . 	
B	1268.39	1268.77	Mm-hmm . 	
C	1279.4	1282.11	with the L_C_D_ , you'd only have that with the printed circuit board . 	
D	1281.44	1281.71	Mm . 	
C	1283.2	1283.92	With 	
C	1285.04	1286.592	W also with the 	
D	1285.14	1294.31	I don't s sorry to interrupt , I don't see why the curved thing is a problem , if we for example had a shell , once we open that yeah , so it'd be f yeah , yeah . 	
C	1290.8	1291.38	Yeah . 	
B	1291.4	1292.93	Oh it would be flat inside . 	
C	1292.64	1311.88	You could have a flat screen inside , yeah , but I'm just wondering whether we want an L_C_D_ screen inside . It wouldn't be like full colour , it would just be black and white , but there'd be touch touch buttons , so you wouldn't be pressing down on 'em , w or we could have rubber buttons which are made of this material which is anti-R_S_I_ . 	
B	1294.35	1294.69	Mm . 	
D	1295.95	1297.09	Have I misunderstood you ? 	
D	1302.15	1302.5	Mm-hmm . 	
A	1305.92	1306.16	'Kay . 	
D	1311.86	1312.08	Mm-hmm . 	
B	1312.35	1327.648	I think it would be good to have a contrast between , if the whole thing is gonna be this rubber thing it would be good to open it up and see something quite fancy looking inside . Now how would you distinguish , if you had it bare , how would you distinguish where you had to press , I mean 	
C	1316.18	1316.78	Is rubber . 	
D	1321.04	1321.35	Yeah . 	
C	1321.41	1321.89	Mm . 	
C	1328.39	1331.39	Yeah I hadn't I hadn't really thought of that to be honest . 	
B	1329.08	1329.659	Uh 	
D	1329.81	1345.4	I just had another idea , I don't know if it helps with that , but just to do with the R_S_I_ . Is it possible , just as an option , when we open it up , people can use their fingers to press the button , or we have inside like a small pointer thing when people want to . Mm . 	
C	1341.3	1350.48	Yeah you could , you could have some sort of stylus that you could pull out but I I think they could get a bit easily lost , 'cause I had 	
B	1343.28	1344.63	Like one of the palm pop thing . 	
D	1349.52	1352.32	Yeah . They're easy to replace as well , cheap . 	
A	1349.89	1367.41	Absolutely , f for somebody who very often , if he would a person who switches channels very often or does use a particular function very often will find it very irritating to use a and he might spoil the touch-pad very fast compared to a button like , if you keep punching with an pointer or whatever . 	
B	1350.45	1352.33	It would have to be attached . 	
C	1353.08	1353.52	Hmm . 	
C	1357.41	1357.77	Yeah . 	
C	1360.13	1360.71	Yeah . 	
D	1360.96	1361.14	Mm-hmm . 	
C	1364.51	1364.97	Yeah . 	
D	1364.93	1365.17	Mm . 	
C	1367.68	1368.55	Yeah okay . 	
D	1368.02	1373.984	Yeah just a thought they wouldn't actually need one and they could use anything they've got , couldn't they ? A pencil or a pen , so they wouldn't really need a 	
B	1374.37	1381.31	Okay , we'll talk about that so if you finish your and we'll come back to that . That's you , right okay . 	
C	1377.38	1380.96	Yeah that's yeah that that's the end of m my 	
A	1380.42	1393.04	And just one small question before like you are , regarding the circuit , since we are hav having a flip-top , we can customise the two circuits for different type of buttons like we are keeping the standard buttons on the top and the more complex buttons under this thing , so we can divide the circuit like you know . 	
C	1385.07	1385.28	Yeah . 	
C	1389.91	1390.69	Uh yeah . 	
C	1393.63	1411.12	Yeah yeah that that would be fairly simple , I mean you'd you'd actually have two separate you'd have two separate circuit boards but they'd be joined by wires or like some cabling between them , 'cause in the in the actual flip bit you'd have some linking . 	
A	1395.98	1396.18	Mm-hmm . 	
A	1398.69	1398.97	Okay . 	
A	1403.89	1404.16	Okay . 	
D	1406.33	1406.7	Mm-hmm . 	
D	1413.28	1427.95	I'll just raise another point while it occurs to me , it kind of applies to both our designers here , so I'm not sure how it would fit in . If we flip open , now you know how you've got some mirrors in nightclubs that are mirrors when you turn to them and you turn away and it gives like an advertising display , you seen those ? 	
C	1417.86	1418.4	Mm . 	
B	1427.92	1428.45	No . 	
D	1428.93	1441.02	And they kind of respond to the turn of your body . Is it possible that when we open our flip-top shell it's a little compact mirror and when you press a button it then goes onto the phone display th uh the remote control display thing . 	
B	1441.55	1444.95	We're marketing to guys as much as we are to women . 	
C	1441.72	1442.17	Um . 	
D	1445.33	1446.38	They don't look at themselves ? 	
D	1447.73	1448.35	Just a thought . 	
B	1448.66	1457.723	Well it's a remote control , you were sitting watching T_V_ are you gonna want to sort of open it and say oh shit I should go and have a shower and do my hair before I put the T_ 	
D	1451.08	1451.58	Yeah . 	
D	1453.41	1466.11	I know what you mean , it's with us using the ideas for a mobile ph it's with us using the ideas for mobile phones I kinda got sidetracked onto that I think , okay . trying to think of other features we can build in that wouldn't cost too much but maybe we'll leave that one on the side . 	
C	1455.6	1458.792		
B	1459.52	1461.52	Yeah , no , no . 	
B	1464.63	1465.14	Mm . 	
C	1466.12	1466.63	Yeah . 	
D	1467.27	1467.81	'Kay . 	
B	1467.49	1467.92	Okay . 	
C	1469.38	1482.337	I mean you can you could do it , you could have a 'cause if you if you just put the full charge through an L_C_D_ display it'll completely blank it out , but I don't know if you could get any mirror effect on it , I'm not sure about 	
D	1478.47	1478.81	Mm . 	
D	1481.17	1485.3	Oh I think forget about the mirror that was just a very quick passing thought yeah . 	
B	1482.832	1485.97	Okay , okay . 	
C	1483.872	1484.672		
A	1485.92	1487.38	Okay , uh 	
A	1489.98	1521.16	would like to share something which I did here . First thing is uh basically on design we just took the input from the previous meeting , especially from the marketing and industrial design , to check on the customer needs and feasibility . Second is we checked into competitors , the picture here shows one of the standard models offered by competitors here . So y you generally see there's not much of variety and like marketing team said uh , people need trendy , they are bored of black and white . So you generally see rectangular shape , very monotonous kind of designs here . 	
B	1510.4	1510.77	Mm . 	
C	1515.72	1516.07	Yeah . 	
A	1522.92	1529.05	And uh second thing is there's too much of confusion here . No particular remote is standard . 	
B	1527.27	1527.81	Mm . 	
A	1531.18	1532.864	Like , some some people have a 	
A	1534.419	1537.41	Here you see this ? This is on a I I 	
A	1538.58	1547.98	I found th that uh only common feature is the ch uh channel control and uh volume control , rest other buttons , they are in a very disorganized and they are not consistent th with other models and all . 	
B	1548.32	1548.7	Okay . 	
A	1549.28	1565.05	Okay , and second as already discussed with William , we are going to have m maybe a G_ G_U_I_ interface in the f in the middle of the flip-top and g graphic user interface basically which is what we d do in computer , have icons or touch pad or whatever , which is 	
C	1555.92	1556.22	Yeah . 	
D	1557.6	1558.81	Sorry what does that stand for ? 	
B	1558.24	1559.382	Which means 	
D	1560.36	1560.52	Okay . 	
C	1562.31	1562.73	Yeah . 	
C	1564.18	1569.12	If you if yeah if you have like buttons that appear on the screen in this L_C_D_ screen . 	
A	1568.91	1575.38	Like you have on a l uh icons or something y you have is a good example of G_U_I_ graphic user interface . 	
C	1574.84	1575.7	Yeah . 	
B	1575.51	1575.93	Okay . 	
A	1576.34	1579.216	So basically not point or click 	
A	1580.12	1597.76	Press any particular device , he just has to click on that particular icon to simplify . And on the top m repetitive buttons which are like volume or channel changing and all could be on the pointing device , that means the use of button . So he need not use a pointer to keep changing the channel if a person is frequent surfer . 	
B	1582.98	1583.29	Okay . 	
B	1598.2	1598.6	Mm-hmm . 	
A	1598.78	1607.8	So we are having a combination of boards , so f on the s simpler board , on the top we have this button , rubber buttons , to keep frequently changing the channels . 	
B	1609.46	1614.28	Can we swap that round so th that the ones that we use all the time are on the bottom part ? 	
A	1615.408	1616.245		
B	1615.64	1617.43	'Cause if you're thinking about holding it 	
B	1618.77	1622.83	you would be using your thumbs to press , just like a mobile phone . 	
C	1622.52	1623.39	Yeah . 	
D	1622.57	1624.928	No you'd hold it you don't if you flip it open then you'd be 	
D	1627.03	1636.6	Wouldn't you ? Isn't that the idea ? You us if we just use the shell as an example again , you open that , you've got your L_C_D_ display there and you've got the buttons there so you're holding it in the palm of your hand , yeah . 	
B	1630.77	1631.32	Yeah . 	
C	1635.08	1638.05	Yeah , yeah but you can do it with your thumb li 	
B	1635.33	1652.41	That's what I was just saying , and then have the and then have the L_C_D_ at the top and then be able to touch that for the other controls , so have the um the volume and the programme , things like that , on the lower side . Okay . 	
A	1636.8	1637.388	But 	
D	1640.61	1640.95	Mm-hmm . 	
A	1640.82	1641.12	Mm-hmm . 	
D	1642.78	1643.18	Mm-hmm . 	
A	1643.44	1644.99	Okay and you mean to the 	
A	1649.49	1651.65	And the lower distance . Oh f perfect . 	
D	1651.84	1651.93	Hmm . 	
A	1655.62	1657.74	So the findings are too many cluttered buttons . 	
A	1658.63	1669.12	Repetition of certain but buttons which I already explained , example the volume and channel control buttons . All are confusing and in inconsistent . Okay we had a latest finding of voice recognition , there was a mail 	
A	1670.49	1706.64	which mentions that our division has developed a new speech recognition s feature . We have to check into the for financial f feasibility whether we can incorporate it this at a low cost , but for like we had g um s response from the customers that they would like to have the feature of finding it . So it could be like , where is the remote , and the remote answers I am here . Some kind of thing or it gives a b bleep sound or some kind of sound and if this can be incorporated this would be more uh you can say trendy also ? And technologically innovative also . 	
C	1690.13	1690.48	Yeah . 	
C	1694.76	1695.18	Yeah . 	
D	1699.41	1699.84	Mm . 	
C	1708.38	1708.78	Yeah . 	
A	1708.98	1712.43	So we we can check into the financial feasibility of incorporating this . 	
A	1716.23	1731.79	My personal preferences would be like , as already uh marketing department , they want something to do with fruit so I wouldn't say the design should be like a fruit , but yeah we can take inspiration from fruit colours , like the vibrant colours , uh red chilli uh 	
D	1729.21	1729.61	Mm . 	
C	1730.76	1731.03	Yeah . 	
A	1733.01	1742.36	tomato red or whatever and second thing is cer certain standard buttons we should have , like for example , i if you see the previous slide uh 	
C	1743.54	1745.372	Well , yeah we 	
A	1746.09	1757.2	I think most of the users would now be well acquainted with this cer central pattern , here , so we we we would not change h that particular pattern because i this is the most consistent thing in all remote controls . 	
C	1751.17	1751.55	Yeah . 	
B	1757.45	1760.07	I can't see that , is that play and stop and things ? 	
A	1760.16	1771.06	This is central one , the one you yeah volume and channel . So keep that m that standardised because that's the most common feature across all models , if you look at all the models , it's here . 	
B	1761.45	1763.43	Or is that volume and channel ? 	
A	1773.65	1774.17	This 	
A	1776.98	1777.57	and 	
A	1780.82	1781.57	voice recognition . 	
B	1782.75	1783.25	Okay . 	
